ID,Age,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,STM
13906,26,JOSE LOPEZ,2.0 Stars,2.0 Stars,Normal,45,40,50,-,55,50,50,50,-,-,-,-,-,-,-,35
14253,21,Vinny Lopez,1.5 Stars,2.0 Stars,Fragile,50,45,50,80,55,-,-,55,-,-,-,-,-,-,-,40
17657,15,Leon Loya,0.5 Stars,2.0 Stars,Normal,40,45,55,45,45,-,40,45,-,-,-,-,-,-,-,55
13812,25,Willis Lozano,2.0 Stars,2.0 Stars,Normal,55,50,45,70,50,-,55,50,-,-,-,-,-,-,-,60
11969,24,Karst Lubbers,2.0 Stars,2.0 Stars,Fragile,50,45,45,50,50,40,-,50,50,-,-,-,-,-,-,55
12395,23,PAT LUSH,1.5 Stars,2.0 Stars,Normal,55,55,40,75,50,-,45,60,-,65,-,-,-,-,-,50
15072,19,Chuck MacAulay,1.0 Stars,2.0 Stars,Normal,55,45,45,80,60,-,80,-,-,-,-,-,-,-,-,65
13121,23,Luciano Maccioni,1.5 Stars,2.0 Stars,Normal,45,40,50,50,45,-,50,40,-,-,-,-,-,-,-,35
11757,24,DWAYNE MACDERMID,2.0 Stars,2.0 Stars,Normal,40,40,65,45,40,-,40,40,-,-,-,-,-,50,-,40
15076,19,Dave MacDonald,1.5 Stars,2.0 Stars,Normal,55,55,40,-,55,-,70,-,-,70,-,-,-,-,-,45
13753,22,Eugene MacDonald,1.5 Stars,2.0 Stars,Normal,45,45,50,-,45,75,-,-,-,55,-,-,-,-,-,40
14995,23,Gerd MacDonald,1.5 Stars,2.0 Stars,Normal,55,40,55,50,-,-,-,65,-,50,-,-,-,-,-,35
14667,21,Jake Macgregor,1.0 Stars,2.0 Stars,Normal,50,40,50,-,50,50,55,-,55,50,-,-,-,-,-,40
11645,23,YASUMITSU MACHIDA,2.0 Stars,2.0 Stars,Normal,55,35,45,80,55,-,-,-,45,-,-,-,-,-,-,50
9506,29,Javier Maciel,2.0 Stars,2.0 Stars,Iron Man,50,30,60,50,-,-,30,50,45,-,-,-,-,-,-,50
10655,27,Kyle MacIndoe,2.0 Stars,2.0 Stars,Iron Man,55,50,40,65,50,-,-,-,-,60,-,-,-,-,-,35
16027,19,Henry Mackay,1.5 Stars,2.0 Stars,Durable,45,45,45,50,45,50,-,45,-,-,-,-,-,-,-,55
14492,19,Joe MacLellan,1.5 Stars,2.0 Stars,Fragile,40,45,45,45,50,-,-,-,30,-,-,40,-,-,-,45
10002,30,JOHN MADIGAN,2.0 Stars,2.0 Stars,Iron Man,45,40,50,50,40,45,-,-,50,-,-,-,-,-,-,45
12458,24,Ersilio Maffi,1.5 Stars,2.0 Stars,Normal,70,25,40,80,55,-,50,70,-,45,-,-,-,-,-,55
13029,21,Ernst Mahoney,1.5 Stars,2.0 Stars,Normal,45,45,50,65,65,-,45,-,-,-,-,-,-,-,-,50
17738,15,Bruno Main,0.5 Stars,2.0 Stars,Normal,45,45,60,45,50,50,-,50,-,-,-,-,-,-,-,65
10974,24,KEVIN MAJOR,2.0 Stars,2.0 Stars,Fragile,60,50,40,80,60,80,75,-,-,-,-,-,-,-,-,50
12767,23,Wei-quo Mak,2.0 Stars,2.0 Stars,Normal,55,45,45,80,-,-,70,-,-,-,-,-,-,-,-,20
11632,23,ZHU MAK,2.0 Stars,2.0 Stars,Normal,45,40,40,50,30,-,-,45,-,40,-,-,-,-,-,50
10970,25,Pete Malcolm,2.0 Stars,2.0 Stars,Durable,55,45,50,75,-,-,65,60,-,-,-,-,-,-,-,45
11779,24,GUILLERMO MALDONADO,2.0 Stars,2.0 Stars,Durable,55,35,40,80,-,-,-,-,-,-,-,-,-,75,-,25
12019,24,Juan Maldonado,2.0 Stars,2.0 Stars,Normal,45,50,50,50,-,-,-,45,-,45,-,-,-,-,-,50
15789,22,Jarrod Malone,1.5 Stars,2.0 Stars,Normal,45,50,50,45,40,-,45,45,-,-,-,-,-,-,-,60
15897,19,Tim Malone,0.5 Stars,2.0 Stars,Normal,45,40,45,45,50,-,55,50,-,-,-,-,-,-,-,60
17103,16,Sung-min Man,0.5 Stars,2.0 Stars,Normal,55,20,65,80,60,-,80,60,-,-,-,-,-,-,-,55
15664,18,Jean Mancelo,1.0 Stars,2.0 Stars,Durable,50,50,45,70,55,-,-,-,45,-,-,-,-,-,-,55
14620,21,Vladislav Mandaric,1.5 Stars,2.0 Stars,Normal,50,45,35,55,45,50,60,55,50,-,-,-,-,-,-,55
12450,23,JUSTIN MANEILLI,2.0 Stars,2.0 Stars,Normal,55,40,45,75,55,-,-,-,-,75,-,55,-,-,-,55
14148,21,Ferdinando Mansi,1.5 Stars,2.0 Stars,Fragile,50,45,40,60,45,55,-,45,-,-,-,-,-,-,-,40
16150,18,Orazio Mantegna,1.0 Stars,2.0 Stars,Normal,35,55,55,40,45,35,-,-,-,35,-,-,-,-,-,45
14301,22,Antony Manton,1.5 Stars,2.0 Stars,Normal,55,30,45,65,55,60,65,-,55,-,-,-,-,50,-,60
15909,19,Simeone Marcucci,1.5 Stars,2.0 Stars,Normal,50,50,45,55,55,-,40,-,70,-,-,-,-,-,-,45
15941,19,Qudamah Marid,1.0 Stars,2.0 Stars,Normal,50,45,45,60,55,-,-,-,-,55,-,-,-,-,-,50
16655,18,Dusan Marinkovic,1.5 Stars,2.0 Stars,Normal,60,40,45,75,75,-,-,-,40,-,-,-,-,-,-,40
17277,17,Dave Mark,0.5 Stars,2.0 Stars,Normal,35,55,45,40,40,30,35,35,-,-,-,-,-,-,-,65
7612,34,RYAN MARKS,2.0 Stars,2.0 Stars,Fragile,45,60,20,45,-,40,-,-,45,-,-,-,-,-,-,40
17689,16,Takahiro Markuschewitz,0.5 Stars,2.0 Stars,Normal,35,30,50,40,45,40,-,45,-,-,-,-,-,-,-,55
11714,29,SERGIO MARQUEZ,2.0 Stars,2.0 Stars,Normal,40,30,50,-,35,-,40,-,50,45,-,-,-,-,-,40
11583,24,Matt Marr,2.0 Stars,2.0 Stars,Normal,50,50,45,55,45,-,65,65,-,-,-,-,50,-,-,50
14340,21,Carlos Marriott,1.5 Stars,2.0 Stars,Normal,70,35,45,80,50,-,-,-,80,-,-,-,-,-,-,35
8459,32,DOLAN MARSTELLER,2.0 Stars,2.0 Stars,Normal,55,30,45,55,-,-,-,60,-,-,-,-,-,-,-,65
14161,22,Estevan Marte,1.5 Stars,2.0 Stars,Normal,40,50,45,40,40,30,-,35,-,-,-,-,-,-,-,40
17108,16,Milutin Martic,0.5 Stars,2.0 Stars,Fragile,75,30,45,-,-,80,-,-,-,80,-,-,-,-,-,45
15713,18,Dane Martin,1.0 Stars,2.0 Stars,Normal,45,50,45,50,45,-,50,-,-,-,-,25,35,-,-,55
15013,19,Ian Martin,1.0 Stars,2.0 Stars,Normal,60,25,45,80,55,70,-,60,-,-,-,-,-,-,-,55
13449,23,Alex Martinez,1.5 Stars,2.0 Stars,Normal,60,25,45,80,55,-,-,65,-,-,-,40,-,-,-,40
11092,27,Alex Martinez,2.0 Stars,2.0 Stars,Normal,50,45,35,60,50,65,-,-,-,-,-,-,-,-,-,55
14390,21,Bill Martinez,1.5 Stars,2.0 Stars,Normal,55,45,35,60,55,65,-,-,-,-,70,-,-,50,-,55
13071,22,Danny Martinez,1.5 Stars,2.0 Stars,Normal,45,45,45,50,50,-,-,55,-,-,-,-,-,-,-,45
17831,16,Hector Martinez,0.5 Stars,2.0 Stars,Normal,40,40,50,45,45,-,-,-,-,-,-,-,-,40,-,55
5852,41,Israel Martinez,2.0 Stars,2.0 Stars,Fragile,40,50,45,-,50,20,-,-,-,45,45,-,-,-,-,55
14114,22,Jesus Martinez,1.0 Stars,2.0 Stars,Normal,35,45,45,40,40,-,-,40,-,-,-,-,-,-,-,55
13042,22,Jose Martinez,2.0 Stars,2.0 Stars,Fragile,55,45,50,65,-,-,-,-,60,55,-,-,-,-,-,55
14312,22,Mario Martinez,1.5 Stars,2.0 Stars,Fragile,45,50,45,45,55,55,-,50,-,-,-,-,-,-,-,65
14432,20,Omar Martinez,1.5 Stars,2.0 Stars,Normal,45,50,50,-,50,-,55,-,-,50,-,-,-,-,-,65
11658,25,Ramon Martinez,1.5 Stars,2.0 Stars,Normal,45,45,45,50,45,-,-,-,55,-,-,-,-,-,-,50
13991,22,Richard Martinez,1.5 Stars,2.0 Stars,Normal,40,45,50,45,45,-,-,-,-,30,-,-,-,-,-,45
17393,16,Tony Martinez,0.5 Stars,2.0 Stars,Normal,50,50,45,55,55,-,-,55,-,-,-,-,-,-,-,65
12264,25,Tony Martinez,1.5 Stars,2.0 Stars,Fragile,55,35,50,60,50,-,65,-,-,65,-,-,-,-,-,35
16332,17,José Masson,1.0 Stars,2.0 Stars,Durable,45,45,45,55,45,60,-,-,45,-,-,-,-,-,-,40
15499,19,Pablo Mata,1.0 Stars,2.0 Stars,Normal,40,50,45,40,45,-,40,-,-,-,-,-,-,-,-,60
12446,23,OSCAR MATEO,1.5 Stars,2.0 Stars,Normal,50,45,45,80,-,-,-,-,40,-,-,-,-,-,-,40
14078,21,Adam Mathieson,1.5 Stars,2.0 Stars,Normal,50,50,40,60,40,-,-,-,-,55,-,-,-,-,-,25
10966,25,CHRIS MATTHEWS,1.5 Stars,2.0 Stars,Durable,55,30,45,65,55,-,80,-,-,-,-,-,-,-,-,50
16505,18,Sam Matthews,0.5 Stars,2.0 Stars,Normal,45,45,40,45,50,35,50,-,-,-,-,-,-,-,-,50
16136,18,Matt May,1.0 Stars,2.0 Stars,Durable,60,50,45,60,-,-,-,-,70,-,-,-,-,-,-,30
12571,24,Juan Maya,2.0 Stars,2.0 Stars,Normal,50,40,45,55,50,60,60,-,-,-,-,-,-,-,-,55
13398,22,Shamar Mayfield,1.5 Stars,2.0 Stars,Normal,50,40,50,-,45,50,-,50,-,55,-,-,-,-,-,55
13886,21,Marcel Mazzolani,1.5 Stars,2.0 Stars,Normal,80,40,35,80,-,-,80,-,-,-,-,-,-,-,-,25
10098,28,Sean McBride,2.0 Stars,2.0 Stars,Normal,50,40,50,50,-,-,55,45,-,55,-,-,-,-,-,35
15703,18,Martin Mccarthy,0.5 Stars,2.0 Stars,Normal,45,50,45,55,50,-,-,40,-,-,-,-,-,-,-,60
10164,28,Matt McCarthy,2.0 Stars,2.0 Stars,Fragile,45,45,40,40,45,-,45,45,-,-,-,-,-,-,-,45
8769,31,PHIL MCCLENDON,2.0 Stars,2.0 Stars,Fragile,50,50,40,70,60,-,-,55,-,-,-,-,-,-,-,60
16956,16,Christopher McCullough,0.5 Stars,2.0 Stars,Normal,50,40,45,55,50,-,50,50,-,-,-,-,-,-,-,50
11560,24,EDWARD MCDONNELL,2.0 Stars,2.0 Stars,Normal,40,50,50,45,40,-,-,-,-,40,-,-,-,-,-,45
11787,24,ED MCGREER,2.0 Stars,2.0 Stars,Normal,50,40,45,70,50,-,-,-,35,-,-,-,-,-,-,45
11743,23,DANNY MCINTOSH,2.0 Stars,2.0 Stars,Normal,65,40,50,80,-,80,-,-,-,70,-,-,-,-,-,30
15807,19,Brad McLennan,1.5 Stars,2.0 Stars,Normal,50,50,45,55,45,50,50,50,-,-,-,-,-,-,-,60
10626,26,RUBEN MEASTAS,2.0 Stars,2.0 Stars,Normal,55,45,35,65,55,50,70,-,-,-,-,-,-,-,-,55
13524,22,Danny Medellin,1.5 Stars,2.0 Stars,Fragile,55,40,45,60,55,-,-,55,-,40,-,-,-,-,-,50
13994,22,Juan Medellin,1.5 Stars,2.0 Stars,Normal,40,50,45,45,40,45,-,-,-,-,-,-,-,40,-,45
14493,20,Jerry Medina,1.5 Stars,2.0 Stars,Normal,50,50,45,55,55,-,-,40,-,-,-,-,-,-,-,55
16054,19,Jose Medrano,0.5 Stars,2.0 Stars,Normal,45,30,45,50,50,-,-,-,-,55,-,-,-,-,-,50
17429,16,Mauricio Melchor,0.5 Stars,2.0 Stars,Normal,40,50,45,50,45,-,-,-,-,-,-,-,45,-,-,65
14219,21,Armando Mendes,1.5 Stars,2.0 Stars,Fragile,45,45,45,-,45,55,-,-,-,55,-,-,-,-,-,30
9744,30,ARTURO MENDEZ,2.0 Stars,2.0 Stars,Wrecked,45,55,45,50,30,-,50,-,-,-,-,-,-,-,-,30
15232,20,Alejandro Mendoza,1.0 Stars,2.0 Stars,Normal,45,45,50,45,50,45,-,50,-,-,-,-,-,-,-,55
14494,20,Aurélio Menelau,1.5 Stars,2.0 Stars,Normal,55,50,40,80,-,-,-,-,-,-,-,60,-,-,-,30
14497,21,Lorenzo Mesquita,1.0 Stars,2.0 Stars,Normal,45,45,40,50,45,-,50,45,-,30,-,-,-,-,-,55
10370,27,Tyler Messamore,2.0 Stars,2.0 Stars,Normal,45,40,50,45,30,-,-,-,-,45,40,-,-,-,-,50
9229,29,DAN METCALF,2.0 Stars,2.0 Stars,Wrecked,50,45,50,50,45,40,35,50,-,-,-,-,-,-,-,40
13814,21,Dan Meyer,2.0 Stars,2.0 Stars,Durable,80,65,35,80,-,-,-,-,75,80,-,-,-,-,-,30
17030,17,Eric Meyer,0.5 Stars,2.0 Stars,Normal,50,30,45,55,65,-,-,-,65,-,-,-,-,-,-,75
17319,17,Osvaldo Mialheiro,1.0 Stars,2.0 Stars,Normal,45,55,45,50,40,55,-,50,-,-,-,-,-,-,-,60
10449,27,Kyle Michael,2.0 Stars,2.0 Stars,Normal,50,25,40,65,45,50,-,40,-,40,-,-,-,-,-,55
16629,18,Jose Mier,1.0 Stars,2.0 Stars,Normal,45,45,45,45,45,-,40,-,-,-,-,-,-,50,-,45
7056,36,JOE MIGLIARO,2.0 Stars,2.0 Stars,Normal,45,55,45,45,-,50,-,50,-,-,-,-,-,-,-,45
14001,22,Srdjan Mihajlovic,1.5 Stars,2.0 Stars,Normal,50,50,45,50,55,-,-,-,40,-,-,-,-,-,-,55
16980,16,Cesar Mik,0.5 Stars,2.0 Stars,Durable,40,40,50,50,40,-,40,-,45,-,-,-,-,-,-,45
17759,15,Kazutoshi Miki,0.5 Stars,2.0 Stars,Normal,50,65,35,65,35,-,50,-,-,55,-,-,-,-,-,60
17209,17,Lazar Milatovic,1.0 Stars,2.0 Stars,Normal,55,40,45,80,55,70,-,-,60,-,-,-,-,-,-,50
16546,16,Milojica Miletic,1.0 Stars,2.0 Stars,Normal,65,45,50,80,-,-,80,-,-,-,-,-,-,-,-,30
10201,28,Adam Miller,2.0 Stars,2.0 Stars,Fragile,50,50,45,70,-,-,55,-,-,-,-,-,-,60,-,55
12891,22,Matt Miller,2.0 Stars,2.0 Stars,Fragile,55,35,60,50,55,-,-,75,-,40,-,-,-,-,-,35
17316,17,Neil Miller,0.5 Stars,2.0 Stars,Normal,40,40,55,40,45,45,-,45,-,-,-,-,-,-,-,55
9236,30,STEPHEN MILLER,2.0 Stars,2.0 Stars,Fragile,50,40,40,50,60,-,50,-,-,30,-,-,-,-,-,40
12004,25,Valter Mina,2.0 Stars,2.0 Stars,Fragile,55,40,35,60,50,-,-,-,55,45,-,-,-,-,-,65
14565,20,Dylan Miners,1.5 Stars,2.0 Stars,Fragile,55,30,45,70,55,-,-,50,-,-,-,-,-,80,-,45
16021,19,Antonio Miranda,1.0 Stars,2.0 Stars,Normal,45,35,45,55,50,-,40,-,-,-,-,-,-,-,-,45
10579,27,Ross Miranda,2.0 Stars,2.0 Stars,Normal,50,35,40,55,55,-,-,50,45,-,-,55,-,-,-,60
13023,22,Riley Mitchell,1.5 Stars,2.0 Stars,Normal,60,40,45,80,55,-,55,-,-,-,-,-,-,-,-,30
12454,23,CHICO MITSUKURI,1.5 Stars,2.0 Stars,Normal,40,35,65,40,45,-,-,50,-,-,-,-,-,-,-,35
15463,20,Makoto Miura,1.0 Stars,2.0 Stars,Normal,50,50,50,50,-,65,-,50,-,-,-,-,-,-,-,55
15752,19,Zenzo Mizuno,1.5 Stars,2.0 Stars,Fragile,50,40,45,50,50,-,-,-,-,50,-,-,-,-,-,50
13466,23,Herman Moesker,1.5 Stars,2.0 Stars,Fragile,50,35,50,50,45,-,40,45,-,55,-,-,-,-,-,65
16446,17,Jeremy Moffatt,1.0 Stars,2.0 Stars,Normal,45,45,45,60,45,40,-,50,-,-,-,-,-,-,-,55
9790,29,CARLOS MOLINA,2.0 Stars,2.0 Stars,Iron Man,45,40,55,55,-,-,50,45,-,-,-,-,-,-,-,65
13870,21,Ismael Molina,1.5 Stars,2.0 Stars,Normal,40,35,50,45,45,-,-,-,35,-,-,-,-,-,-,50
13105,22,Draza Moljevic,1.5 Stars,2.0 Stars,Fragile,50,50,40,65,-,-,-,55,65,-,-,-,-,-,-,60
12836,24,Edouard Monasta,2.0 Stars,2.0 Stars,Normal,45,45,50,65,50,-,-,-,50,-,-,-,-,-,-,50
14193,21,Roy Monck,1.5 Stars,2.0 Stars,Normal,60,45,40,65,-,-,-,70,-,65,-,-,-,-,-,30
12874,23,Al Montoya,2.0 Stars,2.0 Stars,Fragile,55,30,50,70,60,55,80,-,60,55,-,-,-,-,-,55
13941,21,Roy Mooney,2.0 Stars,2.0 Stars,Normal,70,35,45,80,-,-,80,-,-,-,-,-,-,-,-,25
15445,20,Zachary Moore,0.5 Stars,2.0 Stars,Normal,50,40,45,50,50,35,50,50,-,-,-,-,-,-,-,40
14053,22,Harry Moraine,1.5 Stars,2.0 Stars,Normal,50,40,45,55,50,60,-,-,50,-,-,-,-,-,-,55
16517,18,Jose Morales,1.0 Stars,2.0 Stars,Durable,40,45,50,40,45,-,-,-,-,-,-,-,-,45,-,55
14371,20,Juan Morales,1.5 Stars,2.0 Stars,Normal,55,50,40,80,55,-,55,45,-,-,-,-,-,-,-,55
11479,28,TRAVIS MOREHOUSE,2.0 Stars,2.0 Stars,Normal,65,45,45,70,-,-,75,-,-,75,-,35,-,-,-,25
15590,18,Isami Morioka,1.5 Stars,2.0 Stars,Normal,65,35,50,70,55,80,-,70,65,-,-,-,-,75,-,65
15532,19,Kinya Morita,0.5 Stars,2.0 Stars,Normal,45,40,45,45,45,-,45,45,-,-,-,-,-,-,-,55
9747,29,CHRIS MORRIS,1.5 Stars,2.0 Stars,Iron Man,45,50,40,50,-,70,-,-,35,-,-,-,-,-,-,55
13083,22,Jason Morris,1.5 Stars,2.0 Stars,Normal,60,30,50,65,75,-,-,-,75,-,-,-,-,-,-,55
8793,31,JAMAL MORROW,2.0 Stars,2.0 Stars,Iron Man,50,35,35,65,-,-,-,-,45,-,-,-,-,-,-,75
14189,21,Bryan Moseley,1.5 Stars,2.0 Stars,Normal,50,40,55,55,-,60,-,-,-,-,-,-,-,-,-,20
15947,19,Masaya Moutosa,1.5 Stars,2.0 Stars,Normal,45,45,50,40,60,-,-,-,-,50,-,-,-,-,-,70
12869,23,Gervasio Mrtires,1.5 Stars,2.0 Stars,Normal,50,50,45,65,55,50,-,-,40,-,-,-,-,-,-,45
15770,20,Robert Muir,1.5 Stars,2.0 Stars,Normal,45,50,45,50,55,-,-,-,65,-,-,45,-,-,-,70
11947,24,Eytor Mukai,1.5 Stars,2.0 Stars,Normal,45,50,35,45,40,50,50,-,45,-,-,-,-,-,-,50
12597,24,Huibrecht Mulder,1.5 Stars,2.0 Stars,Normal,50,45,40,55,50,-,-,-,-,60,-,-,-,-,-,55
16799,17,Mario Munoz,1.0 Stars,2.0 Stars,Normal,55,45,45,55,-,-,-,45,-,65,-,-,-,-,-,50
14315,21,Ciaran Munro,1.5 Stars,2.0 Stars,Normal,45,45,50,40,45,-,-,-,45,-,40,-,-,-,-,65
16660,18,Livio Mussi,1.5 Stars,2.0 Stars,Normal,60,40,40,65,70,-,-,-,-,-,-,-,-,-,-,45
13809,22,Yugi Muto,2.0 Stars,2.0 Stars,Normal,50,40,40,-,50,50,-,-,45,55,-,-,-,60,-,60
10511,28,Ki-hyuk Na,2.0 Stars,2.0 Stars,Fragile,50,40,35,75,45,65,55,-,-,-,-,-,-,-,-,55
17387,17,Yong-woon Na,0.5 Stars,2.0 Stars,Normal,45,40,50,50,50,-,-,45,-,-,-,-,-,-,-,45
11826,25,Radovan Nacuk,2.0 Stars,2.0 Stars,Normal,50,50,45,60,-,-,65,60,-,-,-,-,-,-,-,55
14514,20,Yoshiji Nagao,1.5 Stars,2.0 Stars,Normal,70,50,35,80,50,-,-,75,45,-,-,-,-,-,-,45
12448,23,SOTAN NAKADA,2.0 Stars,2.0 Stars,Fragile,65,40,45,80,55,-,-,-,35,-,-,-,-,-,-,25
15126,19,Kenyu Nakamoto,1.5 Stars,2.0 Stars,Normal,50,60,50,55,50,-,60,-,-,55,-,-,-,-,-,40
12633,24,Yushiro Nakamura,2.0 Stars,2.0 Stars,Fragile,55,50,45,65,45,55,-,50,-,50,-,-,-,-,-,60
16606,18,Anrrique Nakano,0.5 Stars,2.0 Stars,Normal,45,45,50,50,55,-,-,50,-,-,40,-,-,-,-,50
13954,21,Constant Napoleoni,1.5 Stars,2.0 Stars,Normal,55,50,45,80,45,-,60,-,-,-,-,-,-,-,-,30
13772,22,Xavier Nattrass,2.0 Stars,2.0 Stars,Fragile,50,40,45,55,45,-,55,45,-,50,-,-,-,-,-,45
12562,24,Carlos Navarro,2.0 Stars,2.0 Stars,Durable,50,50,40,65,50,-,40,-,-,-,-,-,-,-,-,65
13249,26,Dave Naylor,2.0 Stars,2.0 Stars,Normal,50,40,50,55,55,65,40,-,-,-,-,-,-,50,-,75
15730,18,Fahad Nazih,0.5 Stars,2.0 Stars,Normal,55,50,45,70,50,-,-,45,-,75,-,-,-,-,-,35
15775,23,Guy Nichol,1.5 Stars,2.0 Stars,Normal,55,45,40,80,-,-,-,-,50,-,-,-,-,-,-,25
14073,22,Wop Nijenhuis,1.5 Stars,2.0 Stars,Normal,60,45,40,80,55,-,50,55,-,-,-,-,-,-,-,30
16406,19,Mart Nijsten,1.0 Stars,2.0 Stars,Normal,45,45,50,50,50,-,-,-,50,-,-,-,-,-,-,55
12044,25,Akihito Nishimura,2.0 Stars,2.0 Stars,Normal,45,40,40,60,40,-,-,-,-,50,-,-,-,-,-,55
11904,25,Vítor Nishimura,2.0 Stars,2.0 Stars,Normal,40,45,45,40,30,55,-,40,-,35,-,-,-,-,-,35
13389,22,Manato Nitta,1.0 Stars,2.0 Stars,Durable,40,40,55,45,40,-,-,-,-,40,-,-,-,-,-,50
17690,16,Amilcar Noia,0.5 Stars,2.0 Stars,Normal,65,30,40,40,75,50,65,-,-,-,-,-,-,-,-,65
16223,22,Neill Noij,1.5 Stars,2.0 Stars,Normal,45,45,50,55,45,50,-,-,45,-,-,-,-,-,-,50
13946,21,Josef Norder,1.5 Stars,2.0 Stars,Normal,55,45,40,60,50,70,-,-,55,-,-,-,-,-,-,45
12249,23,GEORGE NORMAN,2.0 Stars,2.0 Stars,Normal,50,50,40,80,55,-,-,-,-,-,-,-,-,45,-,55
13227,23,Leon Norris,1.5 Stars,2.0 Stars,Fragile,60,40,50,80,65,-,-,-,-,-,-,-,-,-,-,30
17818,16,Tim Norton,0.5 Stars,2.0 Stars,Normal,45,45,50,55,55,-,-,50,-,-,-,-,-,-,-,45
17522,16,Christovão Novais,0.5 Stars,2.0 Stars,Normal,45,50,45,55,50,-,-,-,65,-,-,-,-,-,-,45
10399,27,Warren Nunes,2.0 Stars,2.0 Stars,Durable,45,45,50,55,50,-,-,-,-,-,-,-,-,50,-,45
12078,25,Hurem Nusic,2.0 Stars,2.0 Stars,Normal,40,50,50,45,-,40,-,40,-,-,-,-,-,-,-,65
13345,22,Kai O'Doherty,1.5 Stars,2.0 Stars,Normal,75,35,45,80,-,80,-,-,-,-,-,-,-,-,-,45
16399,18,Rich O'Donnell,1.0 Stars,2.0 Stars,Normal,45,55,45,-,50,50,45,-,-,55,-,-,-,-,-,55
16079,19,Morgan O'Neill,1.5 Stars,2.0 Stars,Durable,80,25,50,80,-,-,80,-,-,-,-,-,-,-,-,30
16376,18,Charles Oakes,1.0 Stars,2.0 Stars,Normal,45,35,50,50,50,-,50,50,-,-,-,-,-,-,-,60
13574,22,Masato Oba,2.0 Stars,2.0 Stars,Normal,50,45,50,50,40,-,-,50,-,45,-,-,-,-,-,55
16369,18,Ostoja Obradovic,1.0 Stars,2.0 Stars,Normal,45,60,45,50,45,35,-,-,50,-,-,-,-,-,-,45
16699,18,Conceição Oda,1.5 Stars,2.0 Stars,Normal,45,55,45,40,45,-,-,-,-,45,-,-,-,-,-,50
16151,19,Shusaku Oelrich,1.0 Stars,2.0 Stars,Normal,50,50,40,55,50,-,-,-,-,60,-,-,-,-,-,50
10474,28,Daizo Ogasawara,2.0 Stars,2.0 Stars,Iron Man,50,40,50,60,-,-,80,-,-,55,-,-,-,-,-,45
17029,16,Patrice Oger,0.5 Stars,2.0 Stars,Normal,45,50,50,45,-,-,-,-,-,-,-,55,-,-,-,30
12359,24,Motochika Ogino,2.0 Stars,2.0 Stars,Fragile,45,45,50,55,55,-,-,-,50,-,-,-,-,-,-,70
13891,21,Sang-chul Oh,1.5 Stars,2.0 Stars,Fragile,45,40,45,50,35,-,50,45,45,-,-,-,-,-,-,55
16652,17,Edwin Ohata,0.5 Stars,2.0 Stars,Durable,45,45,50,-,50,-,50,-,-,50,-,-,-,40,-,60
15831,18,Sadahige Okubo,1.5 Stars,2.0 Stars,Normal,40,50,55,45,45,-,-,-,-,-,-,-,-,-,-,35
15029,24,Yukichi Okumura,2.0 Stars,2.0 Stars,Normal,50,50,45,50,40,-,50,50,-,-,-,-,-,-,-,60
11312,26,Manabu Okuno,2.0 Stars,2.0 Stars,Normal,50,35,50,50,65,60,50,-,-,-,-,-,-,-,-,45
17646,16,Shoji Okuno,0.5 Stars,2.0 Stars,Normal,45,40,45,45,50,45,45,-,-,-,-,-,-,-,-,50
15143,21,Jesus Olivas,1.5 Stars,2.0 Stars,Normal,50,45,45,55,50,-,-,40,-,-,-,-,-,-,-,40
7977,33,MATT OLSON,2.0 Stars,2.0 Stars,Iron Man,50,45,40,50,-,-,-,-,-,50,-,-,-,-,-,35
17217,17,Misao Omura,1.0 Stars,2.0 Stars,Normal,45,50,45,50,50,-,-,-,35,-,-,-,-,-,-,50
17062,17,Jae-bok On,1.0 Stars,2.0 Stars,Normal,45,60,45,50,45,-,-,-,50,45,-,-,-,-,-,60
17824,16,Boris Opacic,0.5 Stars,2.0 Stars,Normal,40,25,50,40,-,-,-,45,-,50,-,-,-,-,-,65
16405,17,Hector Orozco,1.0 Stars,2.0 Stars,Normal,50,40,55,60,-,-,-,40,55,65,-,-,-,-,-,35
10716,27,Peyton Orr,2.0 Stars,2.0 Stars,Normal,50,45,40,70,-,-,55,50,-,40,-,-,-,-,-,50
16694,18,Andres Ortega,1.0 Stars,2.0 Stars,Normal,40,50,45,40,40,35,40,40,40,-,-,-,-,-,-,45
15776,23,Alberto Ortiz,2.0 Stars,2.0 Stars,Normal,50,45,50,45,60,55,50,-,-,55,-,-,-,-,-,50
15748,18,Fernando Ortiz,0.5 Stars,2.0 Stars,Normal,80,30,45,80,-,-,-,-,80,-,-,-,-,-,-,35
11993,25,Moises Ortiz,1.5 Stars,2.0 Stars,Normal,55,35,45,80,45,-,-,-,-,55,-,-,-,-,-,30
12598,24,Glenn Oskam,2.0 Stars,2.0 Stars,Normal,75,35,50,80,-,80,-,80,-,-,-,-,-,-,-,35
13770,22,Milojica Ostrozinska,1.5 Stars,2.0 Stars,Normal,45,40,50,45,55,-,-,-,40,-,-,-,-,-,-,40
9583,29,ATSUSHI OSUMI,2.0 Stars,2.0 Stars,Iron Man,50,40,45,65,55,-,-,55,-,-,-,-,-,-,-,55
9165,30,Garett Ottaviano,2.0 Stars,2.0 Stars,Wrecked,40,45,40,-,45,45,-,-,20,50,-,-,-,-,-,40
