ID,POS,Name,Age,T,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,STM,Draft,Round,Pick
8706,SP,Jason West,24,R,2.0 Stars,2.0 Stars,N,N,N,L,N,N,Normal,50,50,50,60,35,50,55,45,-,-,-,-,-,-,-,70,2007,3,9
7601,SP,ADAM WHALEY,24,R,2.5 Stars,3.0 Stars,H,N,H,H,N,H,Normal,55,65,55,70,55,-,-,-,-,70,-,-,-,-,-,55,2004,3,16
8037,SP,CHRIS WHATLEY,22,R,1.0 Stars,1.0 Stars,N,N,N,N,L,H,Normal,45,35,40,50,-,45,-,-,50,-,-,-,-,-,-,55,2006,14,5
10405,SP,Jason White,17,R,0.5 Stars,3.0 Stars,N,N,N,N,N,H,Unknown,55,65,55,-,60,60,-,55,-,60,-,-,-,-,-,55,0,0,0
7322,SP,BRYAN WIEDNER,28,R,1.5 Stars,1.5 Stars,N,L,L,N,L,N,Unmotivated,45,45,45,55,40,55,40,-,-,-,-,-,-,-,-,50,2003,9,13
6969,SP,Ben Wiemers,30,R,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,50,55,50,55,60,-,55,-,-,-,-,-,-,-,-,55,2002,4,10
8830,SP,Trent Wigley,22,R,0.5 Stars,1.5 Stars,H,L,N,N,N,N,Normal,45,40,40,45,45,45,45,35,50,-,-,-,-,-,-,70,0,0,0
7865,SP,DAVE WILKERSON,25,R,1.5 Stars,1.5 Stars,N,N,N,L,L,L,Normal,45,30,40,45,50,45,-,-,-,50,-,-,-,-,-,80,0,0,0
10202,SP,Aaron Wilkes,18,R,0.5 Stars,1.5 Stars,N,N,H,N,N,N,Unknown,55,45,40,60,60,65,-,55,-,50,-,-,-,-,-,45,0,0,0
8446,SP,ANDY WILKINSON,23,R,2.0 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,50,40,55,55,-,-,55,-,60,-,-,-,-,-,-,70,2009,7,7
10493,SP,Vic Willey,17,R,0.5 Stars,5.0 Stars,L,L,N,H,L,N,Unknown,80,65,70,55,-,80,-,-,80,-,-,-,-,-,-,50,0,0,0
10015,SP,CHANCE WILLIAMS,22,L,0.5 Stars,1.5 Stars,H,N,N,N,N,N,Unknown,45,40,40,60,45,60,-,-,-,-,-,-,-,-,-,50,0,0,0
6775,SP,ELIJAH WILLIAMS,25,L,0.5 Stars,0.5 Stars,L,L,L,H,N,N,Selfish,40,20,65,40,40,45,-,45,-,-,-,-,-,-,-,55,2003,3,16
3958,SP,Joe Williams,34,L,2.0 Stars,2.0 Stars,L,L,N,N,N,N,Normal,50,55,40,50,60,60,-,-,-,-,-,-,-,-,-,55,0,36,6
3871,SP,TORY WILLIS,38,L,2.5 Stars,2.5 Stars,N,H,N,H,H,N,Normal,50,65,45,-,60,65,-,45,40,-,-,-,-,-,-,55,0,4,11
10081,SP,Greg Wills,18,L,0.5 Stars,1.5 Stars,N,N,L,N,N,N,Unknown,45,45,35,50,-,-,50,50,-,-,-,-,-,-,-,55,0,0,0
8765,SP,JASON WILLSON,21,R,1.5 Stars,2.0 Stars,L,N,H,H,N,N,Unknown,45,45,55,-,55,55,-,-,40,55,-,-,-,-,-,75,2008,9,13
10455,SP,Brandon Wilson,18,R,0.5 Stars,1.5 Stars,N,N,L,H,L,L,Unknown,45,45,40,55,40,-,-,-,-,60,-,-,-,-,-,60,0,0,0
7951,SP,Duncan Wilson,24,L,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,50,30,30,60,50,-,60,-,-,-,-,-,-,-,-,50,2005,9,10
10450,SP,John Wilson,17,R,0.5 Stars,2.5 Stars,N,N,N,N,N,H,Unknown,60,65,50,60,-,70,-,-,70,-,-,-,-,-,-,50,0,0,0
6342,SP,Matt Wilson,27,L,2.5 Stars,2.5 Stars,H,H,H,N,H,N,Captain,55,50,50,-,60,-,70,-,-,65,-,-,-,-,-,55,2001,5,4
9572,SP,ALEX WILTZ,19,R,0.5 Stars,3.5 Stars,N,H,H,N,N,N,Unknown,75,45,60,60,70,75,40,-,70,-,-,-,-,-,-,50,2010,1,11
8991,SP,TOM WISE,25,R,1.5 Stars,1.5 Stars,L,N,N,N,N,H,Normal,50,35,40,55,45,-,60,50,-,-,-,-,-,-,-,45,2007,7,14
8521,SP,JOEL WITTENBERG,22,L,0.5 Stars,1.5 Stars,N,N,L,H,N,N,Unknown,45,40,40,45,35,-,55,-,-,-,-,-,-,-,-,65,0,0,0
10182,SP,Mike Wolfe,17,L,0.5 Stars,2.5 Stars,L,N,N,N,L,N,Unknown,45,60,55,55,50,-,-,55,-,-,-,-,-,-,-,55,0,0,0
7796,SP,Ben Wonnocott,26,R,2.0 Stars,2.0 Stars,N,L,N,N,N,L,Outspoken,50,50,50,60,-,-,55,-,-,60,-,-,-,-,-,70,0,0,0
8134,SP,Clifford Woodroffe,23,L,0.5 Stars,0.5 Stars,N,N,N,N,N,N,Normal,45,35,30,45,-,-,45,45,-,-,-,-,-,-,-,55,0,0,0
10595,SP,Adam Wright,16,R,0.5 Stars,5.0 Stars,N,H,H,N,N,H,Unknown,80,55,60,70,75,80,75,55,-,-,-,-,-,-,-,60,0,0,0
10349,SP,Eisaku Xarito,18,R,0.5 Stars,1.5 Stars,N,N,L,N,H,N,Unknown,50,40,35,55,35,60,-,55,-,-,-,-,-,-,-,55,0,0,0
9631,SP,Kai-ge Xin,27,R,1.5 Stars,1.5 Stars,N,H,N,N,H,N,Normal,45,45,35,50,50,-,-,40,50,-,-,-,-,-,-,70,0,0,0
9284,SP,Sadaharu Yamaoka,20,R,0.5 Stars,2.5 Stars,N,N,H,L,H,N,Normal,45,55,55,55,-,50,-,55,-,-,-,-,-,-,-,55,0,0,0
8960,SP,JOEL YATES,26,R,1.5 Stars,1.5 Stars,N,N,N,N,N,L,Normal,55,30,40,65,60,-,-,-,-,60,-,-,-,-,-,50,2006,8,6
6482,SP,Lee Yates,26,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,45,50,50,60,-,55,-,50,-,60,-,-,-,-,65,2005,8,8
7054,SP,Shmuel Yoish,26,R,2.0 Stars,2.0 Stars,L,N,H,L,N,N,Normal,55,45,50,60,65,-,-,-,65,-,-,-,-,-,-,70,2003,1,3
7428,SP,Moon-soo Yoon,26,R,1.5 Stars,1.5 Stars,N,H,H,N,H,N,Normal,45,35,40,50,-,-,50,-,-,-,-,50,-,-,-,60,0,0,0
9518,SP,MIKE YOST,19,R,0.5 Stars,1.5 Stars,H,N,N,N,N,N,Unknown,50,50,40,60,50,-,-,-,-,65,-,-,-,-,-,45,2010,3,15
6461,SP,TYLER YOUNG,26,R,1.5 Stars,1.5 Stars,N,H,L,L,H,N,Normal,45,35,40,45,55,50,-,-,-,-,50,-,-,-,-,70,2006,15,8
4773,SP,Gabe Zaragoza,32,L,2.5 Stars,2.5 Stars,N,N,L,N,N,N,Prankster,55,45,50,-,65,60,-,-,-,60,-,-,-,-,-,70,0,8,4
3282,SP,Emmanuel Zuccaro,36,R,1.5 Stars,1.5 Stars,H,H,L,N,H,N,Captain,45,55,35,45,50,-,50,-,-,-,-,-,-,-,-,60,0,0,0
7664,RP,Dave Abel,23,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Prankster,50,30,40,50,35,-,-,50,-,-,-,-,-,-,-,65,2005,11,9
10238,RP,Toshihiro Ablio,19,L,0.5 Stars,2.0 Stars,N,N,L,N,N,H,Unknown,50,40,35,55,30,-,55,-,-,-,-,-,-,-,-,45,0,0,0
10602,RP,Steve Accurso,15,R,1.0 Stars,4.0 Stars,N,L,N,L,N,N,Unknown,75,65,65,60,45,-,70,-,-,-,-,-,-,-,-,45,0,0,0
9636,RP,Keiran Addicott,20,L,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,45,40,40,45,45,-,-,-,55,-,-,-,-,-,-,40,0,0,0
8688,RP,Elijah Akins,25,R,2.0 Stars,1.5 Stars,N,N,H,N,H,N,Sparkplug,45,35,40,45,50,-,-,-,-,50,-,-,-,-,-,65,2007,4,13
10094,RP,Felix Alba,18,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,60,45,40,65,45,-,70,-,-,-,-,-,-,-,-,45,0,0,0
5471,RP,Manny Albarran,31,R,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,50,50,45,55,40,60,65,-,-,-,45,-,-,-,-,55,0,126,6
8714,RP,QUINN ALEXANDER,20,R,1.5 Stars,2.0 Stars,N,H,L,N,N,N,Unknown,45,35,40,50,55,55,-,-,-,-,-,-,-,-,-,60,2008,13,15
7617,RP,HUGO ALFARO,28,R,2.0 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,55,35,50,55,40,-,-,55,-,-,-,-,-,-,-,50,2004,4,10
9476,RP,ERIC ALLEN,20,L,2.0 Stars,2.0 Stars,N,N,L,N,L,N,Unknown,50,35,40,45,60,-,-,-,-,-,-,-,-,60,-,35,2009,12,1
6645,RP,Josh Allen,32,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,45,45,55,50,-,-,-,45,50,-,-,-,-,-,60,2000,4,12
5405,RP,Kevin Allen,28,R,2.0 Stars,2.0 Stars,N,H,N,L,L,N,Normal,45,35,45,50,45,-,50,-,-,-,-,-,-,-,-,60,0,125,16
10335,RP,Connor Allport,18,R,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,55,40,30,60,30,-,-,60,-,-,-,-,-,-,-,50,0,0,0
7174,RP,Miguel Alonso,27,L,2.5 Stars,2.5 Stars,N,N,N,L,N,N,Normal,50,45,35,50,45,-,-,50,-,-,-,-,-,-,-,55,0,0,0
9077,RP,MIKE ALSOP,20,L,1.5 Stars,2.0 Stars,H,N,L,L,H,N,Unknown,45,45,35,45,35,50,55,45,-,-,-,-,-,-,-,50,2008,8,3
5863,RP,Juan Alvarado,29,L,1.5 Stars,1.5 Stars,N,N,N,L,L,N,Normal,50,30,45,50,55,60,-,-,-,-,-,-,-,-,-,30,0,0,0
1716,RP,Wilson Alvarenga,42,R,2.5 Stars,2.5 Stars,N,H,N,N,H,N,Normal,60,65,45,50,60,40,55,55,-,-,-,-,-,-,-,25,0,11,13
7764,RP,Alberto Alvarez,25,R,2.0 Stars,2.0 Stars,N,H,L,N,H,N,Normal,40,25,35,45,40,-,40,-,-,-,-,-,-,-,-,70,0,0,0
8653,RP,Juan Alvarez,22,L,2.5 Stars,2.5 Stars,N,N,N,H,N,N,Normal,50,35,45,50,-,55,-,-,-,-,-,45,-,55,-,40,0,0,0
8159,RP,Vinícius Andersen,24,R,2.5 Stars,2.5 Stars,N,N,N,N,H,H,Normal,65,55,50,65,45,-,-,-,-,70,-,-,-,-,-,40,0,0,0
9265,RP,Vincent Andrew,22,R,2.0 Stars,1.5 Stars,N,N,L,N,N,N,Normal,45,30,55,45,35,-,-,-,50,-,-,-,45,-,-,35,0,0,0
5796,RP,Wilson Archuleta,29,R,2.0 Stars,2.0 Stars,N,N,H,H,N,N,Outspoken,55,40,45,50,50,-,-,55,-,-,-,-,-,-,-,65,0,0,0
7808,RP,Victor Armas,25,R,2.5 Stars,2.5 Stars,N,N,L,N,L,N,Normal,45,30,40,50,45,-,-,-,55,-,-,-,-,-,-,55,0,0,0
8217,RP,ART ARNOLD,26,R,2.0 Stars,2.0 Stars,H,N,N,N,N,N,Normal,45,35,45,45,50,-,45,50,-,-,-,-,-,-,-,75,2006,10,12
6770,RP,RICARDO ARREDONDO,25,R,2.5 Stars,2.5 Stars,N,N,N,N,N,H,Normal,70,45,50,65,65,-,-,-,70,-,-,-,-,-,-,70,2003,7,3
7196,RP,Jesus Arroyo,26,R,1.5 Stars,1.5 Stars,L,L,N,H,L,N,Selfish,35,35,60,-,40,40,40,-,-,40,-,-,-,-,-,75,0,0,0
6635,RP,Tony Arroyo,27,R,2.0 Stars,2.0 Stars,N,L,N,N,N,N,Normal,45,50,40,55,35,-,55,-,-,-,-,-,-,-,-,55,0,11,7
10613,RP,Jamie Arteaga,16,R,0.5 Stars,2.0 Stars,H,N,H,H,H,N,Unknown,60,40,50,50,40,-,-,-,-,60,-,-,-,-,-,50,0,0,0
8992,RP,JON ARZU,24,R,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,45,45,45,45,-,-,-,40,-,50,-,-,-,-,-,30,0,0,0
4214,RP,Jim Asher,33,R,2.0 Stars,2.0 Stars,N,N,N,L,N,N,Normal,50,35,45,50,55,60,-,-,-,-,-,-,-,-,-,65,0,53,9
9115,RP,KADEN ASHRAF,24,R,3.0 Stars,3.0 Stars,L,L,N,N,L,N,Disruptive,60,70,60,65,40,-,70,-,-,-,-,-,-,-,-,45,2008,3,1
8529,RP,STEVE ATKINSON,22,R,2.5 Stars,2.5 Stars,L,L,N,H,N,N,Selfish,50,35,40,50,50,-,50,-,-,-,-,-,-,-,-,70,2007,14,7
9617,RP,MATTHEW ATKISSON,19,R,2.0 Stars,2.0 Stars,N,N,L,N,N,H,Unknown,60,45,45,50,45,-,-,-,70,-,-,-,-,-,-,50,2010,8,15
9649,RP,COLE AUBEL,24,R,2.5 Stars,2.5 Stars,H,N,H,N,N,N,Normal,75,45,50,65,70,-,-,-,-,-,-,-,-,75,-,35,2008,5,4
9018,RP,CARLOS AULET,25,R,2.0 Stars,2.0 Stars,L,N,N,N,N,N,Normal,45,60,30,45,50,-,-,-,-,50,-,-,-,-,-,50,2008,14,5
10233,RP,Corey Austin,23,L,1.0 Stars,1.0 Stars,L,L,N,N,H,N,Unknown,35,30,25,40,-,35,-,35,-,40,-,-,-,-,-,25,0,0,0
7793,RP,Luis Avila,24,R,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,45,35,40,45,35,-,-,45,-,-,-,-,-,-,-,55,0,0,0
7503,RP,Omar Aviles,25,L,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Outspoken,50,35,45,50,35,-,-,-,55,-,-,-,-,-,-,50,0,0,0
4689,RP,Axel Bader,31,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,60,50,40,60,-,-,-,-,65,-,-,60,-,-,-,55,2000,3,11
7799,RP,Juan Baeza,24,L,2.0 Stars,2.0 Stars,N,N,L,N,L,N,Normal,45,25,40,45,-,-,-,50,-,50,-,-,-,-,-,55,0,0,0
7490,RP,Montrel Bagliani,26,R,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,40,40,45,45,45,45,45,-,-,-,-,-,-,-,-,60,0,0,0
7358,RP,CALVINO BAKER,24,R,2.0 Stars,2.0 Stars,L,N,N,N,L,N,Normal,35,60,50,40,-,40,-,-,-,-,-,-,-,40,-,50,2007,8,12
5410,RP,Justin Balcomb,30,R,2.0 Stars,2.0 Stars,L,N,N,L,N,N,Normal,45,40,55,45,35,-,45,-,-,50,-,-,-,-,-,65,0,26,1
4878,RP,Carlos Balderama,33,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,55,35,45,50,60,60,-,-,-,-,-,-,-,-,-,40,0,10,4
6475,RP,Aaron Barber,27,R,2.0 Stars,2.0 Stars,N,N,H,N,H,N,Sparkplug,50,40,50,55,40,-,60,-,60,-,55,-,-,-,-,55,2002,1,9
5062,RP,Joe Barber,30,R,1.5 Stars,1.5 Stars,H,N,H,N,H,N,Sparkplug,45,45,30,45,-,50,50,-,-,-,-,-,-,-,-,45,0,0,0
8631,RP,Steve Barlow,22,R,1.5 Stars,1.5 Stars,H,N,N,N,N,H,Normal,50,30,45,55,50,-,55,-,-,-,-,-,-,-,-,75,0,0,0
3940,RP,Corey Barrett,33,L,2.5 Stars,2.5 Stars,N,N,H,N,N,N,Normal,45,40,40,50,-,50,55,-,-,-,-,-,-,-,-,55,0,10,15
9991,RP,GEORGE BARRETT,20,R,1.5 Stars,1.5 Stars,N,H,L,N,N,N,Unknown,45,55,35,45,40,-,-,-,50,-,-,-,-,-,-,45,0,0,0
7314,RP,ISAIAH BATES,29,R,2.0 Stars,2.0 Stars,H,N,N,L,N,H,Humble,50,45,35,50,60,-,-,-,-,55,-,-,-,-,-,60,2003,9,11
6826,RP,JUSTIN BATES,25,R,2.0 Stars,2.0 Stars,N,N,N,N,N,L,Normal,40,35,45,40,40,40,-,40,-,35,-,-,-,-,-,55,2003,11,4
9761,RP,CHAD BAXTER,19,L,1.5 Stars,2.0 Stars,N,N,L,H,L,N,Unknown,70,45,45,55,-,70,-,-,70,-,-,-,-,-,-,40,2010,7,7
8434,RP,Andrew Bazaldua,26,L,2.0 Stars,2.0 Stars,L,N,N,N,N,L,Normal,45,35,45,45,50,-,50,45,-,-,-,-,-,-,-,65,2006,2,10
8621,RP,Wally Beaton,23,R,2.0 Stars,2.0 Stars,N,H,N,N,L,N,Normal,45,35,45,45,50,55,50,-,40,-,-,-,-,50,-,50,0,0,0
8569,RP,Dennis Bedford,23,R,2.0 Stars,2.0 Stars,N,H,L,N,H,N,Normal,45,25,45,45,35,-,-,-,45,-,-,-,-,-,-,65,0,0,0
8184,RP,RYAN BEERS,26,R,2.5 Stars,2.5 Stars,H,N,N,L,N,H,Humble,55,50,50,55,45,-,-,60,-,50,-,-,-,-,-,60,2005,5,2
7750,RP,William Beers,25,L,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,25,40,50,35,-,-,50,-,-,-,50,-,-,-,55,0,0,0
7866,RP,GEORGE BELL,24,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,45,45,45,45,-,-,45,-,50,-,-,-,-,-,-,50,2004,7,1
7498,RP,Javier Benavides,25,L,2.0 Stars,2.0 Stars,L,L,L,H,L,H,Normal,50,40,40,60,45,-,60,-,-,-,-,-,-,-,-,75,0,0,0
7958,RP,Ed Benavidez,27,R,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,55,35,65,60,55,-,50,60,-,-,-,-,-,-,-,65,2005,1,11
6535,RP,Jose Benitez,27,R,0.5 Stars,0.5 Stars,N,N,L,N,L,N,Normal,35,25,25,40,-,-,40,-,-,-,-,-,-,-,-,45,0,86,2
6112,RP,PAUL BENNETT,28,R,2.0 Stars,2.0 Stars,L,N,N,N,N,H,Normal,45,45,45,45,50,-,45,-,-,-,-,-,-,-,-,50,2004,8,15
7119,RP,Fabiano Betim,26,R,2.0 Stars,2.0 Stars,N,N,N,N,H,H,Normal,50,40,45,50,40,-,-,55,-,-,-,-,-,-,-,40,0,0,0
10004,RP,Donovan Beyer,19,R,2.0 Stars,3.0 Stars,H,N,H,N,H,N,Unknown,70,50,60,65,40,-,-,70,-,-,-,-,-,-,-,45,2009,2,2
8265,RP,PAT BEYER,26,R,1.5 Stars,1.5 Stars,N,N,L,N,N,N,Normal,50,35,40,50,-,50,50,-,-,-,-,-,-,-,-,70,2006,10,2
7298,RP,Dave Bibbins,25,R,2.0 Stars,2.0 Stars,N,N,L,N,N,N,Normal,50,45,50,55,40,-,-,55,-,-,55,-,-,-,-,65,2003,2,12
2576,RP,Guy bin Othman,41,L,2.5 Stars,2.5 Stars,H,N,N,N,N,N,Normal,50,50,45,45,60,30,-,-,-,45,-,-,-,-,-,60,0,36,16
8946,RP,Kevin Bishop,25,R,2.0 Stars,2.0 Stars,N,N,H,N,N,N,Prankster,55,45,40,60,-,-,-,-,60,-,-,-,-,-,-,30,0,0,0
7708,RP,Josh Blair,23,L,1.5 Stars,1.5 Stars,N,N,N,N,N,L,Outspoken,45,35,50,45,-,-,45,45,-,-,-,-,-,-,-,55,2005,2,16
8057,RP,Ramiro Blanco,23,L,2.5 Stars,2.5 Stars,N,H,H,L,H,H,Normal,60,45,50,50,-,-,-,60,-,55,65,-,-,-,-,70,0,0,0
9709,RP,RICARDO BLANCO,22,R,1.5 Stars,1.5 Stars,L,N,L,N,L,H,Unknown,45,50,30,45,45,-,-,-,-,45,-,-,-,-,-,30,0,0,0
6424,RP,Ryan Blaylock,26,R,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,55,35,30,55,55,-,55,-,-,-,-,-,-,-,-,55,2002,6,8
10638,RP,Devin Blume,15,R,0.5 Stars,2.0 Stars,N,H,N,N,L,N,Unknown,55,45,35,50,35,-,55,-,-,-,-,-,-,-,-,35,0,0,0
10627,RP,John Bobrowicz,15,R,0.5 Stars,2.0 Stars,N,N,H,L,H,N,Unknown,55,45,50,50,35,-,-,-,-,-,-,-,-,65,-,40,0,0,0
9830,RP,Ricardo Boche,19,R,0.5 Stars,1.5 Stars,N,N,H,N,N,N,Unknown,45,35,30,45,30,-,45,-,-,-,-,-,-,-,-,55,0,0,0
6425,RP,Jimmy Bolton,27,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Prankster,45,35,50,-,-,55,45,50,-,-,-,-,-,-,-,45,2002,3,6
6223,RP,Calvin Bomhof,28,R,1.5 Stars,1.5 Stars,N,N,H,N,H,N,Sparkplug,40,55,30,45,-,-,40,-,-,-,-,-,-,-,-,40,0,42,2
7553,RP,JAKE BOOTH,25,L,2.0 Stars,2.0 Stars,N,N,N,H,N,L,Normal,50,35,40,55,45,-,-,50,-,-,-,-,-,-,-,65,2003,10,6
4407,RP,Pero Borralho,34,R,2.0 Stars,2.0 Stars,N,L,L,N,N,N,Normal,45,55,45,45,-,50,35,-,-,-,-,-,-,-,-,55,0,138,12
8820,RP,Theodosio Bouvery,22,R,2.0 Stars,2.0 Stars,L,N,L,N,H,N,Normal,50,30,30,50,50,-,-,-,-,-,-,-,60,-,-,75,0,0,0
10219,RP,Dave Bowen,22,R,0.5 Stars,0.5 Stars,N,N,N,L,L,N,Unknown,40,20,25,40,40,40,40,40,40,-,-,-,-,-,-,50,0,0,0
8086,RP,Roger Boyle,25,L,2.5 Stars,2.5 Stars,H,L,N,N,N,N,Normal,50,60,50,55,60,-,-,-,-,60,-,-,-,-,-,70,0,0,0
3770,RP,Jeff Braham,37,R,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,50,40,-,45,55,-,-,-,50,55,-,-,-,-,70,0,107,12
8356,RP,CHAD BRAND,21,R,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,40,40,40,40,40,40,45,40,45,-,-,-,-,-,-,65,2007,14,5
6954,RP,BRAD BRENNAN,27,R,2.0 Stars,2.0 Stars,N,N,L,L,L,N,Normal,50,45,35,50,-,-,-,-,-,-,-,-,-,65,-,40,0,0,0
9558,RP,DUSTIN BROMBERG,18,R,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,60,45,40,65,-,65,-,55,-,-,-,-,-,-,-,65,2010,11,7
9347,RP,MICHAEL BROOKS,25,R,2.0 Stars,2.0 Stars,N,L,N,N,N,N,Normal,45,25,30,45,30,45,45,40,40,-,-,-,-,-,-,55,2007,15,15
4918,RP,Alvin Brookshire,34,L,2.0 Stars,2.0 Stars,N,N,L,N,L,N,Normal,50,40,45,50,35,60,55,-,-,-,-,-,-,-,-,55,0,27,8
6140,RP,Jason Brown,27,L,2.5 Stars,2.5 Stars,N,N,L,N,N,N,Normal,55,35,35,55,40,65,-,-,-,-,-,-,-,-,-,45,2002,4,15
5721,RP,Nick Brown,28,L,2.5 Stars,2.5 Stars,H,N,N,L,H,N,Normal,55,50,45,-,35,65,-,-,-,65,-,-,-,40,-,55,2000,4,7
8252,RP,TYLER BROWN,23,L,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,45,50,40,45,35,-,-,-,50,-,-,-,-,-,-,55,2006,13,4
8696,RP,VAL BRUSHETT,25,R,2.5 Stars,2.5 Stars,L,N,N,L,N,L,Outspoken,40,35,45,40,50,50,-,-,-,-,-,-,-,-,-,55,0,0,0
6798,RP,DAVID BRYANT,25,R,2.0 Stars,2.0 Stars,N,N,L,N,N,N,Normal,50,45,55,50,50,-,-,-,-,-,-,-,-,60,-,35,2003,6,4
7567,RP,LUKE BRZOSTOWSKI,28,R,2.0 Stars,2.0 Stars,L,H,L,L,H,H,Normal,45,40,45,45,55,-,-,-,-,-,-,-,-,-,-,25,2004,6,9
10207,RP,Alex Bueno,18,L,0.5 Stars,2.0 Stars,L,N,N,L,N,N,Unknown,45,30,20,45,45,-,45,-,-,-,-,-,-,-,-,45,0,0,0
7687,RP,Ethan Burkhardt,24,L,2.5 Stars,2.0 Stars,H,N,N,N,N,N,Normal,50,50,40,50,35,-,-,-,-,50,-,-,-,60,-,40,2005,9,13
6733,RP,Bobby Burnett,26,R,2.5 Stars,2.5 Stars,H,H,H,H,H,N,Sparkplug,60,50,50,70,50,35,-,65,-,-,-,-,-,-,-,50,2002,1,12
10580,RP,Ken Burnett,20,R,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,30,40,50,-,-,55,-,-,55,-,-,-,-,-,25,0,0,0
4553,RP,Paul Burzynski,35,R,2.5 Stars,2.5 Stars,L,N,N,H,L,N,Normal,50,55,55,50,60,-,-,-,-,-,-,-,-,-,-,70,0,21,7
8761,RP,ANDY BUSTILLOS,21,R,1.5 Stars,1.5 Stars,N,N,L,N,L,H,Unknown,45,45,40,45,35,-,45,-,50,-,-,-,-,-,-,70,2008,10,18
8114,RP,Roberto Bustos,23,R,2.0 Stars,2.0 Stars,N,N,N,L,N,N,Normal,40,45,35,40,-,-,40,40,-,-,-,-,-,-,-,60,0,0,0
8413,RP,Adam Cacace,27,L,2.5 Stars,2.5 Stars,N,N,N,L,H,N,Humble,45,35,40,50,-,45,-,-,50,-,-,-,-,50,-,60,2005,12,13
8553,RP,Kip Cadonau,22,R,2.0 Stars,2.0 Stars,N,N,L,L,L,N,Unmotivated,40,30,45,45,35,45,35,-,-,-,-,-,-,-,-,55,0,0,0
8139,RP,Ernesto Cajamarca,23,L,2.0 Stars,2.0 Stars,N,N,N,H,N,N,Normal,55,50,45,60,35,-,-,-,-,60,-,-,55,-,-,55,0,0,0
7357,RP,Erik Calabria,24,R,2.5 Stars,2.5 Stars,N,N,H,N,L,N,Normal,55,40,55,60,35,-,60,-,-,-,-,-,-,-,-,50,2004,1,1
8716,RP,LEONARDO CALDERON,21,R,1.5 Stars,1.5 Stars,N,L,N,N,N,N,Unknown,45,40,45,50,45,-,50,45,-,-,-,-,-,-,-,40,2008,9,18
8288,RP,JOHN CALDWELL,26,R,1.5 Stars,1.5 Stars,N,H,L,N,H,N,Normal,45,40,35,45,45,50,45,45,-,-,-,-,-,-,-,65,2006,14,10
8711,RP,DARREL CALLBECK,22,R,2.0 Stars,2.0 Stars,N,L,N,H,N,N,Normal,50,45,45,45,55,55,-,45,-,-,-,-,-,-,-,60,2007,15,16
6660,RP,MIKE CALLES,31,R,2.0 Stars,2.0 Stars,H,N,H,L,H,N,Fan Fav,55,45,45,55,-,-,55,50,-,-,-,-,-,-,-,40,2001,8,1
3308,RP,Jesse Calogero,38,L,2.5 Stars,2.5 Stars,N,H,H,N,H,N,Normal,50,45,50,50,-,60,-,-,45,-,-,-,-,-,-,60,0,22,2
4216,RP,Robert Campos,37,R,2.5 Stars,2.5 Stars,N,N,N,N,H,N,Normal,50,55,50,-,-,60,-,-,-,55,-,50,-,-,-,65,0,28,7
3183,RP,Jose Canas,37,R,2.5 Stars,2.5 Stars,N,H,H,N,H,H,Fan Fav,35,50,40,-,45,-,-,40,40,-,40,-,-,-,-,70,0,2,13
4353,RP,Marco Candelaria,33,R,2.0 Stars,2.0 Stars,N,L,L,N,N,N,Normal,45,50,45,50,55,-,50,-,-,-,-,-,-,-,-,55,0,54,13
9261,RP,Yoshinari Canio,20,L,0.5 Stars,2.0 Stars,N,N,L,N,L,N,Unmotivated,45,40,40,45,35,-,-,50,-,-,-,-,-,-,-,55,0,0,0
