ID,POS,Name,Age,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,CON P,GAP P,POW P,EYE P,K P,SPE,STE,RUN,Draft,Round,Pick
12651,3B,Odemar van der Laan,20,0.5 Stars,2.0 Stars,N,H,L,L,N,N,Normal,50,40,35,45,50,40,25,20,0,0,0
11249,3B,Halmar van der Meer,22,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,45,40,50,55,45,50,40,0,0,0
11233,3B,Philip van der Meulen,22,1.5 Stars,2.5 Stars,L,N,H,N,N,N,Normal,50,45,60,45,55,30,35,45,0,0,0
14239,3B,Luther van der Steen,18,0.5 Stars,3.0 Stars,N,N,H,H,N,N,Unknown,60,55,55,50,50,50,35,35,0,0,0
8864,3B,Winston van Schaik,28,2.5 Stars,2.5 Stars,N,N,N,H,N,N,Normal,45,65,45,55,50,50,65,55,0,0,0
7533,3B,Aldred van Soest,32,2.0 Stars,2.0 Stars,N,L,N,N,L,N,Normal,50,40,35,45,60,40,45,50,0,0,0
11199,3B,Dave Velasquez,22,1.0 Stars,2.0 Stars,N,H,H,L,H,H,Normal,50,50,45,45,50,45,45,55,0,0,0
14478,3B,Robert Vellinga,16,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,35,45,55,40,35,35,0,0,0
13932,3B,Orlando Villalpando,22,0.5 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,45,45,45,55,35,40,40,35,2017,12,12
8744,3B,JONATHAN WAIDE,28,0.5 Stars,0.5 Stars,N,L,H,N,N,N,Normal,35,35,35,40,35,65,65,75,2008,7,15
11243,3B,Jordan Walker,23,1.0 Stars,2.0 Stars,N,N,N,L,N,N,Normal,45,55,40,55,50,45,45,55,0,0,0
14064,3B,Lao-che Wang,18,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,65,45,45,60,70,30,45,50,0,0,0
11225,3B,Alastair Watkins,22,2.0 Stars,2.5 Stars,L,N,N,N,N,N,Normal,55,45,55,50,50,50,35,50,0,0,0
13043,3B,Royce Weatherby,18,0.5 Stars,3.0 Stars,L,H,L,N,L,L,Unknown,60,55,45,45,60,30,40,35,2017,3,13
15136,3B,Axel Welch,17,0.5 Stars,2.0 Stars,L,H,H,N,H,N,Unknown,50,45,50,40,50,65,40,35,0,0,0
10902,3B,BOBBY WILKEN,26,1.5 Stars,1.5 Stars,L,L,N,H,N,N,Selfish,40,45,45,50,40,35,30,30,2013,6,5
9105,3B,SAM WILLIAMS,30,2.5 Stars,2.5 Stars,L,N,N,L,N,N,Normal,50,50,50,50,50,30,30,30,2008,3,18
9024,3B,Cory Wright,28,4.0 Stars,4.0 Stars,N,H,N,N,N,N,Normal,50,50,65,70,45,40,35,75,2007,1,6
10664,3B,Taketoshi Yagi,23,2.0 Stars,2.5 Stars,N,H,N,L,H,H,Normal,55,60,45,45,65,45,55,45,0,0,0
12750,3B,Michinao Yamamoto,20,1.5 Stars,3.5 Stars,N,N,H,N,H,H,Sparkplug,60,55,60,50,60,45,35,30,0,0,0
11427,3B,SHINYA YAMAMOTO,22,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,45,45,35,50,40,20,20,2013,8,1
13698,3B,Shinji Yasutake,19,0.5 Stars,1.0 Stars,N,L,N,H,L,L,Unknown,40,40,30,45,45,65,35,35,0,0,0
15410,3B,Steve Yuke,16,0.5 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,55,50,65,45,55,35,20,25,0,0,0
13769,3B,Slobodan Zebic,19,0.5 Stars,2.5 Stars,N,N,H,N,N,H,Unknown,50,45,55,50,55,50,45,50,0,0,0
15264,SS,Abdul-Fattah Abu Bakr,16,0.5 Stars,2.5 Stars,N,N,H,H,H,N,Unknown,50,50,50,50,55,40,45,50,0,0,0
14904,SS,Ian Ackland,17,0.5 Stars,1.5 Stars,N,N,L,L,H,N,Unknown,50,45,35,45,50,60,45,50,0,0,0
11247,SS,Michel Adam,22,0.5 Stars,0.5 Stars,N,N,N,N,N,N,Normal,40,30,35,35,45,55,65,65,0,0,0
11164,SS,John Adamson,25,1.5 Stars,1.5 Stars,N,N,L,L,N,N,Normal,35,45,20,30,45,40,60,75,0,0,0
9667,SS,ALLEN AINSWORTH,31,2.0 Stars,2.0 Stars,N,N,N,H,N,N,Normal,45,50,30,45,50,40,55,40,2008,5,15
14439,SS,Richard Albergati,16,0.5 Stars,2.5 Stars,N,L,L,N,L,L,Unknown,55,60,55,45,50,65,55,55,0,0,0
14713,SS,Danny Amador,17,0.5 Stars,2.0 Stars,N,N,H,N,L,N,Unknown,50,45,30,55,55,60,60,65,0,0,0
12301,SS,EDWARD ANDRADE,24,1.0 Stars,1.5 Stars,N,N,N,H,N,N,Normal,35,45,50,40,30,35,20,20,2015,4,16
12645,SS,Reginald Anslow,20,0.5 Stars,1.0 Stars,N,N,N,L,N,N,Normal,40,35,35,40,35,40,30,30,0,0,0
13901,SS,António Arai,17,0.5 Stars,2.5 Stars,N,H,L,L,H,N,Unknown,55,45,60,40,55,50,40,30,0,0,0
11204,SS,Afonso Arcipreste,22,2.0 Stars,2.5 Stars,N,H,L,L,N,N,Normal,55,45,45,45,50,45,55,70,0,0,0
15201,SS,Brian Auclair,16,0.5 Stars,2.0 Stars,N,N,L,L,L,L,Unknown,50,45,35,55,55,35,35,30,0,0,0
10482,SS,Dante Bacardi,24,0.5 Stars,0.5 Stars,N,L,N,L,N,N,Normal,35,45,40,40,35,35,30,35,0,0,0
13246,SS,Sam Backstrom,23,1.0 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,50,50,45,40,50,55,45,50,2017,10,4
12916,SS,Felix Baez,24,1.5 Stars,2.0 Stars,N,N,N,N,N,L,Outspoken,45,45,50,45,45,35,50,50,2015,3,4
10386,SS,Ramiro Baeza,23,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,60,50,35,45,60,40,40,40,2012,3,20
13794,SS,Clotilde Bailo,20,2.0 Stars,3.5 Stars,H,N,H,N,H,N,Unknown,65,50,50,50,60,45,25,60,2016,1,1
13863,SS,Ellerd Bakker,18,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,55,45,50,40,65,45,35,30,0,0,0
11986,SS,Jose Barahona,21,1.0 Stars,2.0 Stars,N,N,H,N,N,H,Normal,55,45,40,50,75,35,20,20,0,0,0
7971,SS,Luis Barragan,30,4.5 Stars,4.5 Stars,N,N,N,N,N,H,Normal,65,65,40,70,50,45,60,50,2006,1,3
14422,SS,Juan Barrientos,21,0.5 Stars,2.5 Stars,N,N,N,N,N,L,Unknown,45,55,55,50,35,40,45,35,0,0,0
11773,SS,SAM BASS,21,1.5 Stars,2.5 Stars,N,N,N,N,H,N,Unknown,50,55,50,45,60,60,55,60,2015,5,3
11967,SS,Breno Beja,22,1.0 Stars,2.0 Stars,H,H,N,N,N,N,Normal,55,50,45,40,60,50,45,30,0,0,0
13411,SS,Abdul-Rafi bin Badr al Din,22,0.5 Stars,1.5 Stars,L,N,N,N,L,N,Normal,40,45,25,60,45,50,35,25,0,0,0
12254,SS,WALID BIN IMAD,20,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,50,45,40,50,60,40,50,2016,6,5
14069,SS,Muneer bin Muhanned,18,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,40,40,45,40,45,45,35,25,0,0,0
12290,SS,Hilel bin Murtadhy,25,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,50,50,45,45,50,50,50,70,2014,1,8
15231,SS,Sayyar bin Yasar,16,0.5 Stars,1.5 Stars,N,H,H,N,H,N,Unknown,40,40,35,55,50,65,55,45,0,0,0
12926,SS,COLIN BIRD,24,2.0 Stars,2.0 Stars,N,N,N,N,N,L,Normal,50,50,45,45,55,40,35,35,2015,5,11
10093,SS,Gregg Bird,24,1.5 Stars,1.5 Stars,N,H,N,N,N,N,Outspoken,45,50,45,35,50,50,50,50,2011,3,11
12021,SS,Velimir Blasevic,21,0.5 Stars,1.0 Stars,N,N,L,N,L,L,Unmotivated,35,45,40,40,35,55,45,45,0,0,0
13279,SS,Darren Bloggs,22,1.0 Stars,2.0 Stars,H,N,N,N,H,N,Unknown,50,40,40,50,50,55,40,30,2017,5,8
14660,SS,Randolph Blondell,17,0.5 Stars,1.5 Stars,N,H,N,H,L,N,Unknown,45,40,35,40,60,40,45,30,0,0,0
15182,SS,Thierry Blot,16,0.5 Stars,2.0 Stars,H,N,H,N,N,N,Unknown,50,45,45,40,50,55,60,65,0,0,0
13655,SS,Franklin Bosma,19,0.5 Stars,2.5 Stars,H,N,H,N,N,N,Unknown,55,50,55,50,55,50,60,70,0,0,0
15030,SS,Travis Bowness,20,0.5 Stars,2.5 Stars,L,N,N,N,H,N,Unknown,50,60,50,50,50,55,45,50,0,0,0
9581,SS,JARROD BRANDT,26,1.5 Stars,1.5 Stars,N,N,N,L,H,N,Normal,45,45,40,35,45,40,45,50,2010,3,10
14760,SS,Tiberio Briatori,17,0.5 Stars,1.0 Stars,N,N,N,N,N,N,Unknown,45,40,30,40,55,40,40,35,0,0,0
10631,SS,GARREK BROWN,22,1.0 Stars,1.0 Stars,N,N,N,N,N,N,Normal,40,45,30,40,45,50,55,60,2013,4,13
13512,SS,Michizane Buchholz,19,0.5 Stars,2.5 Stars,L,L,N,H,N,N,Unknown,60,55,50,50,55,55,35,25,0,0,0
10331,SS,Cain Bullock,25,1.5 Stars,2.0 Stars,N,H,H,L,H,N,Normal,45,35,55,45,60,20,20,20,0,0,0
11346,SS,Jon Burton,26,1.5 Stars,1.5 Stars,N,N,N,L,N,N,Humble,45,50,40,40,45,45,25,25,2012,4,7
12047,SS,Emil Bussink,21,1.0 Stars,1.5 Stars,N,N,H,N,H,N,Sparkplug,45,40,45,40,45,55,45,50,0,0,0
14381,SS,Jon Bustos,18,0.5 Stars,0.5 Stars,N,N,N,H,N,L,Unknown,40,40,30,45,55,60,55,55,0,0,0
12141,SS,Conway Byrne,21,1.5 Stars,2.0 Stars,L,H,H,N,H,N,Sparkplug,50,50,45,40,55,60,45,55,0,0,0
10628,SS,JOHN CALLAGHAN,23,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Normal,40,35,30,50,40,45,50,70,2013,9,20
10853,SS,Jose Camacho,27,3.0 Stars,3.0 Stars,N,L,H,N,N,L,Normal,50,55,50,45,50,55,70,80,2012,2,10
13621,SS,Yusaku Campinos,19,0.5 Stars,2.0 Stars,N,H,N,L,H,N,Unknown,45,45,45,40,45,60,60,55,0,0,0
9026,SS,A.J. CANADAY,31,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,45,50,50,40,45,35,30,45,2007,6,14
14846,SS,Edwin Canales,17,0.5 Stars,4.0 Stars,N,H,H,L,N,N,Unknown,70,50,55,50,65,65,60,65,0,0,0
14611,SS,Dino Canalo,18,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,55,45,45,60,55,55,45,30,0,0,0
9339,SS,ADAM CARR,33,1.5 Stars,1.5 Stars,N,N,N,H,L,N,Normal,40,35,35,45,45,35,40,35,2007,6,10
11553,SS,Jason Carranza,25,3.0 Stars,3.0 Stars,L,L,N,N,N,H,Normal,55,45,45,30,55,30,35,55,2014,1,16
14909,SS,Wilson Castrillon,17,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,45,45,40,50,45,60,50,40,0,0,0
10046,SS,NICK CHANDLER,29,2.0 Stars,2.0 Stars,N,N,N,N,N,L,Normal,40,50,40,45,35,55,70,75,2010,1,12
12917,SS,ALAN CHAPMAN,24,2.0 Stars,2.0 Stars,N,H,N,L,H,N,Normal,45,45,50,50,45,40,50,50,2015,6,2
14543,SS,Su-min Choi,17,0.5 Stars,3.0 Stars,N,H,N,N,N,N,Unknown,45,65,70,50,35,45,20,45,0,0,0
14304,SS,Won-hyung Choi,18,0.5 Stars,1.5 Stars,N,L,L,N,N,N,Unknown,50,45,35,40,55,65,35,30,0,0,0
11097,SS,Mike Churchill,26,0.5 Stars,0.5 Stars,N,N,N,N,N,N,Normal,35,35,35,40,40,45,40,45,0,0,0
11862,SS,Blaise Cibelli,22,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,45,45,40,50,50,45,35,35,0,0,0
9564,SS,Alvin Cleary,26,3.0 Stars,3.0 Stars,H,N,H,N,N,N,Captain,55,45,55,55,65,25,30,30,2013,1,2
10123,SS,Zack Codina,25,1.5 Stars,1.5 Stars,N,N,N,H,N,N,Normal,45,40,35,45,50,45,45,50,2011,2,4
10484,SS,Al Connel,24,2.0 Stars,2.5 Stars,L,L,N,H,N,H,Selfish,50,60,55,40,55,50,50,60,0,0,0
14826,SS,Clyde Connor,17,0.5 Stars,3.0 Stars,L,N,L,N,N,L,Unknown,55,50,55,55,55,45,30,25,0,0,0
14977,SS,Odilon Contreras,16,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,35,40,50,55,40,50,50,0,0,0
10963,SS,NICK COOPER,21,0.5 Stars,2.5 Stars,N,N,L,N,L,L,Unknown,55,45,45,45,55,50,50,45,2017,7,1
11526,SS,CALEB CORMIER,25,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,45,40,45,45,45,30,50,45,2014,5,1
13521,SS,Francisco Cruz,19,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,50,40,40,40,50,40,45,35,0,0,0
7231,SS,Orlando Cruz,33,2.0 Stars,2.0 Stars,L,L,L,H,N,N,Outspoken,45,50,30,45,50,55,45,65,0,0,0
13659,SS,Jing-bo Cuan,19,0.5 Stars,2.5 Stars,N,H,N,N,N,N,Unknown,60,50,45,45,55,55,45,50,0,0,0
12363,SS,RICKY CUCVAS,19,0.5 Stars,2.0 Stars,L,N,N,N,N,N,Unknown,60,50,40,45,70,50,35,35,2016,5,4
13700,SS,Tomislav Cvijic,19,0.5 Stars,0.5 Stars,L,N,L,N,L,N,Unknown,35,35,40,35,35,65,45,50,0,0,0
5983,SS,STEVE DABNEY,36,2.0 Stars,2.0 Stars,N,L,L,N,L,L,Unmotivated,50,45,35,45,55,40,40,60,2003,7,12
15077,SS,Eric Day,15,0.5 Stars,2.0 Stars,L,L,N,H,N,N,Unknown,55,45,30,50,55,40,35,40,0,0,0
13899,SS,David de Jesus,17,0.5 Stars,2.5 Stars,N,N,H,N,H,N,Unknown,50,55,60,50,50,55,45,35,0,0,0
11699,SS,CASPER DE RUITER,25,1.0 Stars,1.5 Stars,L,L,N,N,N,N,Normal,45,40,35,40,45,30,30,40,2014,9,17
11759,SS,ALWIN DE VRIES,20,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,40,40,55,70,55,45,2016,5,15
10623,SS,MANNY DIAZ,23,2.0 Stars,2.5 Stars,N,H,N,N,N,N,Normal,50,45,45,50,50,50,55,60,2013,8,8
10738,SS,Theo Dittmann,24,2.5 Stars,2.5 Stars,H,N,N,N,N,N,Captain,50,50,50,60,55,30,25,40,0,0,0
14779,SS,Sreten Djuretic,17,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,45,50,55,50,45,40,35,25,0,0,0
15229,SS,Kazuo Doi,16,0.5 Stars,1.5 Stars,N,N,N,N,N,H,Unknown,45,45,35,45,55,55,30,35,0,0,0
8155,SS,Elliot Dos Santos,31,1.5 Stars,1.5 Stars,N,H,N,H,H,N,Normal,35,35,40,50,45,70,70,80,0,0,0
11573,SS,Daniel Dupree,20,1.0 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,60,55,45,45,55,60,40,30,2015,2,11
10881,SS,GREGG DYE,25,1.5 Stars,2.0 Stars,N,N,N,L,N,N,Normal,50,40,45,35,45,20,20,20,2013,2,15
15000,SS,Eric Eaves,17,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,60,45,45,40,60,60,45,45,0,0,0
7966,SS,ADAM EICHORST,30,2.0 Stars,2.0 Stars,H,N,L,N,N,N,Normal,40,45,50,55,40,20,30,25,2006,7,1
14113,SS,Bertil Eshuis,19,0.5 Stars,1.5 Stars,L,N,H,L,H,N,Unknown,40,45,45,40,35,65,60,65,0,0,0
15380,SS,Byron Farrell,16,0.5 Stars,1.5 Stars,H,H,N,N,N,L,Unknown,40,45,50,45,25,40,40,45,0,0,0
14453,SS,Edmondo Fattori,17,0.5 Stars,2.0 Stars,N,N,N,N,N,L,Unknown,50,45,45,40,55,55,50,60,0,0,0
11577,SS,DAVID FERENCE,21,2.5 Stars,3.0 Stars,N,N,N,N,N,N,Normal,65,55,50,45,50,55,55,65,2015,3,10
15304,SS,Bill Fernandez,16,0.5 Stars,2.0 Stars,N,N,N,L,H,H,Unknown,55,40,35,55,60,45,40,50,0,0,0
12399,SS,BRADLEY FITZPATRICK,19,1.0 Stars,2.5 Stars,N,H,N,H,N,N,Unknown,55,50,60,45,60,40,60,50,2016,2,13
10406,SS,Ray Flores,24,1.0 Stars,1.5 Stars,N,N,L,L,N,N,Normal,45,40,35,45,50,60,55,60,2012,12,3
11033,SS,DONOVAN FREEMAN,21,1.5 Stars,2.0 Stars,N,N,N,N,N,L,Normal,50,45,40,45,60,35,40,25,2014,5,2
13568,SS,Katsutaro Fujisaki,20,0.5 Stars,1.0 Stars,N,N,L,N,N,N,Unknown,45,35,20,35,50,55,35,50,0,0,0
12136,SS,Ricky Galvan,21,1.0 Stars,4.0 Stars,L,H,L,N,N,L,Normal,60,65,65,50,55,65,70,70,0,0,0
12639,SS,Luis Garcia,21,0.5 Stars,2.0 Stars,N,N,L,N,H,N,Normal,55,35,35,60,65,40,55,50,0,0,0
10016,SS,OMAR GARCIA,25,2.0 Stars,2.0 Stars,N,N,L,L,N,N,Normal,60,40,35,45,70,20,20,20,2010,9,5
14811,SS,Frank Glass,17,0.5 Stars,2.5 Stars,L,L,H,N,L,H,Unknown,50,65,60,45,55,55,60,55,0,0,0
14679,SS,Santiago Gonzalez,17,0.5 Stars,2.5 Stars,N,N,N,L,H,N,Unknown,55,45,50,45,50,60,55,55,0,0,0
13917,SS,Jake Gould,18,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,45,50,35,55,50,40,30,0,0,0
13785,SS,BOTOL GRALHEZ,23,1.5 Stars,2.0 Stars,N,N,H,N,N,L,Unknown,55,45,50,45,55,35,35,45,2016,2,15
11762,SS,MATT GRANT,21,1.0 Stars,2.0 Stars,H,N,N,N,N,N,Unknown,55,40,45,40,50,50,60,65,2015,11,11
10771,SS,TRAVIS GREENE,29,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,50,30,45,60,40,45,45,2011,7,3
9731,SS,JOHN GROARK,26,1.5 Stars,1.5 Stars,N,N,N,N,H,N,Normal,45,45,40,40,40,20,25,20,2013,3,13
13872,SS,Mike Guell,18,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,50,50,40,55,65,50,50,0,0,0
15251,SS,Sung-min Ha,17,0.5 Stars,2.5 Stars,N,N,H,N,H,N,Unknown,60,55,45,45,70,35,40,45,0,0,0
14085,SS,Archie Hall,19,0.5 Stars,2.5 Stars,N,L,H,N,H,N,Unknown,45,40,50,50,45,45,55,60,0,0,0
9750,SS,DANNY HAMPTON,26,2.5 Stars,2.5 Stars,N,N,N,L,N,N,Normal,50,50,40,45,50,35,50,65,2010,2,5
11284,SS,Jason Hanbridge,22,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,50,40,35,55,65,65,60,70,0,0,0
10055,SS,BRAD HANCOCK,25,1.5 Stars,1.5 Stars,N,L,N,N,L,N,Normal,40,45,35,55,45,25,25,40,2010,4,17
15164,SS,Mamoru Handa,17,0.5 Stars,3.0 Stars,N,N,H,N,N,N,Unknown,60,60,55,45,65,60,55,65,0,0,0
15365,SS,Finlay Harlow,16,0.5 Stars,4.0 Stars,N,N,H,N,H,N,Unknown,65,55,60,50,55,60,35,35,0,0,0
13511,SS,Toby Harris,19,0.5 Stars,0.5 Stars,N,N,N,N,N,N,Unknown,40,40,40,35,45,60,30,35,0,0,0
15122,SS,Katsuyoshi Hata,16,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,60,70,55,45,65,60,35,45,0,0,0
13556,SS,Jeff Hayden,19,0.5 Stars,1.5 Stars,N,N,N,H,H,L,Unknown,50,35,30,50,50,35,35,30,0,0,0
13831,SS,Chris Heinz,18,0.5 Stars,2.0 Stars,N,N,H,H,H,L,Unknown,50,45,45,40,50,50,50,35,2017,2,5
10404,SS,Chris Hendricks,24,2.0 Stars,2.0 Stars,N,L,N,N,N,N,Prankster,45,40,50,60,45,45,50,50,2012,6,13
13900,SS,Marcello Hermans,17,0.5 Stars,2.0 Stars,N,L,N,N,H,N,Unknown,45,45,45,45,45,45,45,25,0,0,0
14246,SS,Francisco Herrera,18,0.5 Stars,3.0 Stars,N,N,H,N,N,N,Unknown,55,65,55,55,60,45,40,45,0,0,0
12842,SS,Bob Hickey,19,0.5 Stars,2.0 Stars,N,N,N,L,H,N,Unknown,50,45,45,40,50,60,30,45,0,0,0
15346,SS,Steven Higgins,16,0.5 Stars,3.0 Stars,N,N,N,N,N,N,Unknown,65,50,50,50,65,50,40,35,0,0,0
14380,SS,Pjotr Hilderink,18,0.5 Stars,2.0 Stars,L,H,H,H,H,N,Unknown,55,45,40,45,65,45,50,40,0,0,0
15114,SS,Michael Hopkins,16,0.5 Stars,4.0 Stars,L,L,H,H,N,N,Unknown,65,50,55,55,50,50,45,45,0,0,0
12908,SS,Juan Horta,20,0.5 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,50,45,45,45,45,40,60,60,0,0,0
13467,SS,Pat Houlton,20,0.5 Stars,1.5 Stars,L,N,H,H,H,N,Unknown,45,40,30,40,55,65,60,60,0,0,0
13458,SS,Dave Hoy,19,0.5 Stars,1.5 Stars,N,N,N,L,L,N,Unknown,45,35,30,50,50,55,45,35,0,0,0
15395,SS,Kieron Hudson,16,0.5 Stars,2.0 Stars,N,N,N,N,N,H,Unknown,50,55,45,50,50,55,50,45,0,0,0
14285,SS,Logan Hussain,18,0.5 Stars,2.0 Stars,N,N,L,H,N,N,Unknown,55,45,40,45,55,35,40,40,0,0,0
14858,SS,Carlo Hutcheon,17,0.5 Stars,3.0 Stars,L,N,H,L,H,L,Unknown,60,55,50,65,50,30,35,40,0,0,0
14953,SS,Yoon-tae Hwang,17,0.5 Stars,2.5 Stars,N,N,N,L,N,H,Unknown,55,40,50,50,50,35,45,45,0,0,0
13603,SS,Shinichiro Inouye,19,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,55,45,40,50,60,45,25,35,0,0,0
8887,SS,Takayuki Iwashita,28,0.5 Stars,0.5 Stars,L,N,N,N,N,N,Normal,35,35,35,45,35,40,50,55,0,0,0
12570,SS,Jaake Jansen,21,0.5 Stars,1.5 Stars,N,H,N,L,H,N,Humble,45,40,25,45,50,60,30,35,0,0,0
13492,SS,Young-myung Jeon,20,0.5 Stars,1.0 Stars,N,N,L,N,N,L,Unknown,40,45,30,50,45,45,50,50,0,0,0
13384,SS,Alex Jimenez,18,0.5 Stars,2.0 Stars,N,N,H,N,N,N,Unknown,55,40,35,45,55,40,35,60,0,0,0
14686,SS,Jin Joe,17,0.5 Stars,2.5 Stars,L,N,N,N,N,L,Unknown,55,65,50,45,60,65,30,25,0,0,0
9728,SS,CHRIS JOLLEY,26,1.0 Stars,1.5 Stars,N,N,H,N,L,N,Normal,40,35,45,45,40,25,30,30,2010,7,17
14505,SS,Milovan Jovanovic,16,0.5 Stars,2.0 Stars,N,N,N,H,N,N,Unknown,60,45,45,45,55,35,35,40,0,0,0
13618,SS,Bosko Jovic,19,0.5 Stars,2.0 Stars,N,N,N,N,N,H,Unknown,55,50,45,35,55,55,50,40,0,0,0
9862,SS,Jordan Juarez,26,1.5 Stars,1.0 Stars,L,N,N,N,L,H,Normal,35,35,30,45,35,40,55,75,0,0,0
15316,SS,Senichi Kamiya,16,0.5 Stars,2.5 Stars,N,N,L,N,N,H,Unknown,60,55,35,50,65,50,55,50,0,0,0
13625,SS,Douglas Kat,19,0.5 Stars,2.0 Stars,H,H,L,N,N,L,Unknown,55,35,40,45,65,30,30,30,0,0,0
14541,SS,Alastair Keane,16,0.5 Stars,2.5 Stars,L,N,N,H,N,L,Unknown,60,50,55,50,60,60,50,60,0,0,0
12400,SS,TOMMY KEENER,19,1.5 Stars,2.0 Stars,N,N,H,H,H,N,Unknown,50,50,45,50,50,50,55,70,2016,4,3
11010,SS,MORGAN KELLER,22,1.5 Stars,2.0 Stars,N,H,N,N,N,N,Normal,50,50,50,45,50,50,45,70,2014,5,10
13848,SS,Hee-joon Kim,18,0.5 Stars,2.0 Stars,H,N,N,N,H,N,Unknown,55,50,45,40,60,60,50,35,0,0,0
12155,SS,Kwang-rak Kim,21,0.5 Stars,2.0 Stars,L,L,N,H,N,N,Selfish,50,50,50,45,50,45,50,45,0,0,0
15402,SS,Min-sik Kim,16,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,55,40,20,40,70,45,20,20,0,0,0
12320,SS,YONG-WOO KIM,23,1.5 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,50,45,35,50,55,40,35,50,2015,6,17
13979,SS,Sid King,18,0.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,55,50,55,45,55,45,40,45,0,0,0
13072,SS,Jushiro Kobayashi,19,0.5 Stars,2.0 Stars,N,N,H,N,H,N,Unknown,55,45,35,45,60,45,50,50,2017,8,20
11651,SS,ADRIE KOELMAN,20,1.0 Stars,2.5 Stars,L,L,H,H,N,N,Unknown,50,45,65,40,55,45,35,20,2015,6,4
13939,SS,Pedrag Kojic,18,0.5 Stars,2.5 Stars,L,N,N,L,N,N,Unknown,60,70,55,40,70,65,55,60,0,0,0
14119,SS,Dositej Kovacevic,18,0.5 Stars,1.5 Stars,N,L,N,N,N,N,Unknown,50,40,30,45,50,60,40,40,0,0,0
8448,SS,JERRY LAMB,32,2.5 Stars,2.5 Stars,H,H,L,N,N,N,Normal,45,50,30,50,50,55,70,65,2006,3,8
8386,SS,Paul Laster,28,2.0 Stars,2.0 Stars,N,H,N,N,H,H,Normal,50,35,30,40,60,35,45,60,2007,4,16
14201,SS,Seung-hwa Lee,18,0.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,50,50,45,45,55,60,50,55,0,0,0
12431,SS,SOO LEE,19,0.5 Stars,2.0 Stars,N,N,N,N,H,N,Unknown,60,45,30,45,75,35,25,30,2017,5,5
11637,SS,CHAD LEITL,20,0.5 Stars,2.5 Stars,N,N,N,L,N,N,Unknown,60,55,45,45,55,65,35,45,2015,7,13
9619,SS,RYAN LEMMONS,26,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,45,35,40,40,55,45,55,40,2013,8,11
15024,SS,Cecilio Leonetti,17,0.5 Stars,3.5 Stars,N,H,N,L,N,N,Unknown,60,60,55,60,55,45,35,45,0,0,0
11843,SS,Justin Leonhart,25,1.0 Stars,1.0 Stars,N,N,N,N,H,N,Normal,40,40,30,45,45,35,40,40,0,0,0
8017,SS,Corey Little,30,4.5 Stars,4.5 Stars,L,N,N,L,H,H,Fan Fav,60,60,50,50,50,35,55,45,2006,1,1
15357,SS,Roberto Lomeli,16,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,40,50,45,45,40,45,40,25,0,0,0
14103,SS,Allen Longley,19,0.5 Stars,2.5 Stars,N,N,H,L,H,N,Unknown,45,50,50,65,35,40,40,50,0,0,0
14316,SS,Gavrilo Lovre,18,0.5 Stars,1.5 Stars,N,H,H,N,H,N,Unknown,50,40,30,45,60,45,40,30,0,0,0
