ID,POS,Name,ORG,Lev,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,STE,SR,DEF,Sct,SctAcc,Draft,OA Pick
9862,SS,Jordan Juarez,Sao Paulo Black Mambas,AA,05/03/1991,1.5 Stars,1.5 Stars,Normal,30,35,35,30,45,35,40,55,35,55,Jul. 30th   2017,Average,0,0
15316,SS,Senichi Kamiya,St. Lucia Mermen,INT,03/13/2001,0.5 Stars,2.5 Stars,Normal,55,65,55,25,55,70,50,55,50,35,Sep. 21st   2017,Average,0,0
13625,SS,Douglas Kat,Dubai Bedouins,R,01/13/1998,0.5 Stars,2.0 Stars,Durable,45,50,40,45,40,60,30,30,30,-,Jun. 28th   2017,Low,0,0
14541,SS,Alastair Keane,-,-,06/04/2001,0.5 Stars,2.5 Stars,Normal,50,55,50,55,55,60,60,50,55,25,Jul. 30th   2017,Average,0,0
12400,SS,TOMMY KEENER,Lappland Boazu,A,11/30/1997,1.5 Stars,2.5 Stars,Durable,50,50,50,50,50,50,50,55,60,55,Aug. 7th   2017,Average,2016,67
11010,SS,MORGAN KELLER,Amsterdam Dragons,AAA,04/16/1995,1.5 Stars,2.0 Stars,Normal,45,45,45,50,45,50,50,40,75,55,Jul. 6th   2017,Low,2014,92
13848,SS,Hee-joon Kim,-,-,08/17/1999,0.5 Stars,2.0 Stars,Normal,50,55,50,45,35,55,60,50,55,25,Jun. 30th   2017,Average,0,0
12155,SS,Kwang-rak Kim,Rome Centurions,R,09/27/1996,1.0 Stars,2.0 Stars,Normal,50,50,45,45,50,50,40,50,55,45,Aug. 15th   2017,Average,0,0
15402,SS,Min-sik Kim,-,-,09/02/2001,0.5 Stars,2.0 Stars,Durable,45,60,45,30,45,80,45,25,20,30,Oct. 17th   2017,Low,0,0
12320,SS,YONG-WOO KIM,North Korea Outlaws,A,06/08/1994,1.5 Stars,2.0 Stars,Normal,50,50,45,35,50,55,35,30,30,50,Jul. 17th   2017,Low,2015,118
13979,SS,Sid King,-,-,05/26/1999,0.5 Stars,2.5 Stars,Normal,50,55,50,55,40,55,45,40,40,30,Jun. 30th   2017,Average,0,0
13072,SS,Jushiro Kobayashi,Toronto Huskies,R,03/01/1998,0.5 Stars,2.0 Stars,Normal,50,55,45,40,40,60,45,50,60,30,Jul. 12th   2017,Low,2017,162
11651,SS,ADRIE KOELMAN,Dubai Bedouins,A,12/21/1996,1.0 Stars,2.5 Stars,Normal,45,50,45,65,40,55,45,35,35,35,Aug. 30th   2017,Average,2015,105
13939,SS,Pedrag Kojic,-,-,07/28/1999,0.5 Stars,2.5 Stars,Normal,45,55,70,50,40,70,65,55,60,30,Jun. 30th   2017,Average,0,0
14119,SS,Dositej Kovacevic,Vancouver Homewreckers,INT,12/11/1998,0.5 Stars,1.5 Stars,Durable,45,50,40,30,45,55,60,40,45,25,Aug. 16th   2017,Low,0,0
8448,SS,JERRY LAMB,California Surfers,MLB,11/15/1984,2.5 Stars,2.5 Stars,Fragile,40,45,50,35,50,50,55,70,80,75,Jul. 26th   2017,Low,2006,41
8386,SS,Paul Laster,Longbow Hunters,MLB,04/17/1989,2.0 Stars,2.0 Stars,Iron Man,45,50,35,30,40,65,35,45,40,60,Sep. 7th   2017,Average,2007,69
14201,SS,Seung-hwa Lee,Cleveland Spiders,INT,05/16/1999,0.5 Stars,2.0 Stars,Normal,45,50,50,45,40,55,60,50,60,35,Jul. 22nd   2017,Low,0,0
12431,SS,SOO LEE,Sint Maarten Sun Chasers,R,03/12/1998,0.5 Stars,2.0 Stars,Normal,45,60,45,35,45,80,35,25,40,35,Aug. 18th   2017,Average,2017,87
11637,SS,CHAD LEITL,Toronto Huskies,R,09/02/1997,1.0 Stars,2.5 Stars,Normal,60,55,55,45,45,50,65,35,50,45,Aug. 9th   2017,Average,2015,134
9619,SS,RYAN LEMMONS,London Red Coats,AA,03/19/1991,1.5 Stars,1.5 Stars,Normal,35,45,35,40,40,55,45,50,60,40,Aug. 14th   2017,Average,2013,151
15024,SS,Cecilio Leonetti,-,-,05/11/2000,0.5 Stars,3.0 Stars,Normal,65,60,65,50,65,50,45,40,35,30,Jul. 28th   2017,Average,0,0
11843,SS,Justin Leonhart,North Korea Outlaws,AA,11/06/1991,1.0 Stars,1.0 Stars,Normal,40,40,40,30,40,45,35,40,35,55,Aug. 18th   2017,Average,0,0
8017,SS,Corey Little,Galapagos Shellbacks,MLB,03/14/1987,4.0 Stars,4.0 Stars,Fragile,60,55,60,50,50,50,35,55,40,60,Jun. 22nd   2017,Low,2006,1
15357,SS,Roberto Lomeli,-,-,04/05/2001,0.5 Stars,1.5 Stars,Normal,40,40,50,50,45,45,45,40,30,25,Oct. 17th   2017,Low,0,0
14103,SS,Allen Longley,Sint Maarten Sun Chasers,R,03/10/1998,0.5 Stars,2.5 Stars,Normal,65,45,50,55,70,35,40,40,40,25,Jul. 14th   2017,Low,0,0
14316,SS,Gavrilo Lovre,Sint Maarten Sun Chasers,INT,04/30/1999,0.5 Stars,1.5 Stars,Normal,45,50,40,30,45,55,45,40,45,-,Aug. 15th   2017,Average,0,0
11748,SS,Egiodeo Lucetti,Sint Maarten Sun Chasers,A,07/02/1996,1.5 Stars,4.0 Stars,Normal,60,65,60,55,50,70,70,45,55,50,Jun. 15th   2017,Low,2015,6
12408,SS,RAY LUCKWELL,-,-,06/09/1997,0.5 Stars,2.0 Stars,Normal,45,55,45,45,45,65,45,55,60,30,Jul. 30th   2017,Average,0,0
13426,SS,Graciano Machadinho,Longbow Hunters,A,10/11/1997,0.5 Stars,1.5 Stars,Normal,50,50,40,30,45,50,40,55,60,25,Aug. 4th   2017,Low,0,0
11615,SS,Kade MacKay,Adelaide Bite,AA,08/24/1996,1.5 Stars,4.5 Stars,Fragile,65,65,60,65,50,55,45,30,40,55,Jul. 30th   2017,Average,2015,5
9235,SS,BRODY MAIN,Galapagos Shellbacks,AAA,08/02/1991,2.0 Stars,2.0 Stars,Normal,45,50,45,50,40,60,30,40,30,25,Aug. 9th   2017,Average,2009,130
13611,SS,Chris Mancilla,Lappland Boazu,R,10/28/1998,0.5 Stars,5.0 Stars,Normal,65,70,60,65,50,75,55,30,40,45,Aug. 3rd   2017,Average,0,0
14633,SS,Boguljub Mandaric,Lappland Boazu,INT,01/01/2000,0.5 Stars,2.0 Stars,Normal,50,50,45,40,55,55,40,35,35,30,Sep. 29th   2017,Average,0,0
13977,SS,Willard Marcotte,-,-,01/05/2000,0.5 Stars,2.0 Stars,Normal,50,55,45,50,45,55,40,25,25,30,Jun. 30th   2017,Average,0,0
14042,SS,Faustino Margalha,St. Lucia Mermen,INT,02/09/1999,0.5 Stars,2.0 Stars,Normal,65,45,45,45,55,35,40,40,40,30,Aug. 26th   2017,Low,0,0
13034,SS,Emesto Martinella,Honolulu Honu,R,07/09/1998,0.5 Stars,1.5 Stars,Normal,40,45,40,45,40,55,65,60,65,25,Jul. 25th   2017,Low,2017,198
9803,SS,Javier Mata,-,-,03/21/1991,1.5 Stars,1.5 Stars,Normal,50,50,35,30,55,50,25,45,50,40,Jun. 25th   2017,Low,0,0
13104,SS,Kazuho Matsuda,Adelaide Bite,R,06/01/1998,0.5 Stars,2.0 Stars,Normal,45,50,50,50,45,65,35,20,25,30,May 29th   2017,Low,2017,184
12934,SS,HARRY MCANDREW,Sint Maarten Sun Chasers,AA,11/22/1992,1.0 Stars,1.5 Stars,Normal,45,45,40,20,50,50,45,55,50,45,Jul. 9th   2017,Low,2015,147
10998,SS,ALPHA MCLAUGHLIN JR.,Dubai Bedouins,AA,05/07/1995,1.5 Stars,1.5 Stars,Normal,50,50,45,40,40,45,45,40,65,45,May 31st   2017,Low,2014,66
14870,SS,Dennis McLeod,Toronto Huskies,INT,08/05/2000,0.5 Stars,4.5 Stars,Normal,55,60,65,70,50,55,45,55,45,30,Jul. 11th   2017,Low,0,0
14409,SS,Glenn McMurdo,-,-,05/29/1999,0.5 Stars,2.0 Stars,Normal,55,55,45,50,30,55,45,30,30,30,Jun. 30th   2017,Average,0,0
13315,SS,Clive McThormoid,-,-,05/21/1998,0.5 Stars,2.0 Stars,Normal,50,50,50,45,50,50,45,40,45,-,Jun. 30th   2017,Average,0,0
7659,SS,Jesse Meadows,North Korea Outlaws,MLB,07/28/1986,2.5 Stars,2.5 Stars,Normal,45,40,55,45,40,40,55,70,75,60,Sep. 8th   2017,Average,2005,5
14971,SS,Julio Mejia,Amsterdam Dragons,INT,04/12/2000,0.5 Stars,2.0 Stars,Normal,55,55,40,35,45,55,55,30,35,30,Aug. 17th   2017,Low,0,0
13256,SS,Orlando Mendez,Longbow Hunters,AA,08/31/1994,0.5 Stars,1.5 Stars,Normal,50,40,35,50,50,30,40,50,55,25,Aug. 10th   2017,Average,2017,201
9962,SS,BRUCE MENDOZA,-,-,04/20/1986,2.0 Stars,2.0 Stars,Normal,40,45,50,30,50,45,55,60,65,55,Aug. 26th   2017,Average,2008,146
14934,SS,Guastão Monteiro,Rome Centurions,INT,05/18/2000,0.5 Stars,2.5 Stars,Normal,55,55,35,45,45,50,45,30,35,40,Aug. 24th   2017,Low,0,0
14232,SS,Chris Mooney,London Red Coats,R,10/22/1998,0.5 Stars,2.0 Stars,Normal,45,50,50,50,45,55,55,55,50,50,Aug. 22nd   2017,Average,0,0
12124,SS,Carlos Mora,Sint Maarten Sun Chasers,A,01/31/1996,1.5 Stars,2.0 Stars,Normal,50,45,45,45,40,45,50,50,60,50,Aug. 24th   2017,Average,0,0
14427,SS,Michele Moravia,-,-,09/17/1996,1.0 Stars,2.5 Stars,Normal,50,50,55,45,45,55,50,55,55,55,Jun. 30th   2017,Average,0,0
13777,SS,Logan Moylan,Havana Sugar Kings,INT,06/22/1998,0.5 Stars,1.5 Stars,Normal,45,50,45,35,40,55,60,60,55,25,Oct. 2nd   2017,Average,0,0
14773,SS,Guus Mulder,Sint Maarten Sun Chasers,INT,09/11/2000,0.5 Stars,2.5 Stars,Normal,55,65,45,30,55,75,60,65,70,-,Jul. 25th   2017,Low,0,0
14964,SS,Victor Murgia,Vancouver Homewreckers,INT,05/18/2000,0.5 Stars,2.5 Stars,Normal,50,55,55,45,50,60,45,50,45,30,Aug. 27th   2017,Average,0,0
6997,SS,ART MURRAY,Toronto Huskies,AAA,01/29/1985,2.0 Stars,2.0 Stars,Fragile,40,45,50,35,45,55,45,50,55,45,Aug. 6th   2017,Low,2003,64
11076,SS,Romain Nardiello,Rome Centurions,AA,11/04/1991,1.0 Stars,1.0 Stars,Durable,35,40,35,35,50,45,20,20,35,50,Aug. 22nd   2017,Average,0,0
12257,SS,ADRIAN NAVA,-,-,08/25/1997,0.5 Stars,1.5 Stars,Fragile,45,50,40,40,40,55,50,35,35,25,Jul. 30th   2017,Average,0,0
14388,SS,Alex Navarro,Longbow Hunters,INT,08/08/1999,0.5 Stars,1.5 Stars,Normal,45,45,45,50,45,50,35,25,25,-,Jun. 28th   2017,Low,0,0
13377,SS,Boris Nikezic,-,-,03/09/1998,0.5 Stars,2.5 Stars,Durable,55,60,50,50,45,65,55,55,45,35,Jun. 30th   2017,Average,0,0
12579,SS,Velimir Nikolic,Denver Blucifers,A,09/25/1996,0.5 Stars,2.0 Stars,Normal,50,50,45,45,60,50,45,60,50,30,Jun. 29th   2017,Low,0,0
12312,SS,Katsumi Nishi,Adelaide Bite,R,12/01/1996,1.5 Stars,2.5 Stars,Normal,50,50,50,50,50,50,45,65,60,60,Sep. 3rd   2017,Average,2015,14
14233,SS,Kazunori Okamoto,St. Lucia Mermen,INT,11/10/1998,0.5 Stars,2.0 Stars,Normal,50,55,45,45,45,55,45,25,30,30,Sep. 27th   2017,Average,0,0
11162,SS,Luis Olivarez,Dubai Bedouins,AA,07/17/1990,1.5 Stars,1.5 Stars,Durable,45,45,45,25,55,45,35,35,30,55,Jun. 1st   2017,Low,0,0
12953,SS,Christian Olive,Honolulu Honu,AA,06/21/1995,2.0 Stars,3.0 Stars,Normal,55,55,55,45,45,55,50,50,55,70,Aug. 5th   2017,Average,2016,11
14864,SS,Ostoja Omeragic,Honolulu Honu,INT,05/21/2000,0.5 Stars,2.0 Stars,Normal,50,50,45,50,45,50,60,45,55,25,Jun. 16th   2017,Low,0,0
13623,SS,Noah Oonk,Longbow Hunters,R,04/18/1998,0.5 Stars,2.0 Stars,Durable,45,50,45,50,35,55,40,40,40,45,Jul. 12th   2017,Low,0,0
13528,SS,Juan Orbe,Adelaide Bite,INT,11/13/1997,0.5 Stars,1.5 Stars,Normal,45,50,35,30,35,55,45,25,30,25,Aug. 31st   2017,Average,0,0
12924,SS,Oscar Owen,California Surfers,AAA,06/20/1996,2.0 Stars,3.0 Stars,Normal,50,55,50,50,55,55,55,35,40,75,Aug. 7th   2017,Average,2015,8
10258,SS,Ken Pardy,Vancouver Homewreckers,AA,12/17/1991,1.5 Stars,1.5 Stars,Normal,45,45,50,40,50,45,40,50,65,45,Jul. 26th   2017,Low,0,0
12610,SS,Su-min Park,Lappland Boazu,A,03/20/1997,0.5 Stars,2.0 Stars,Normal,50,55,35,20,45,55,65,50,55,35,Jun. 20th   2017,Low,0,0
12069,SS,Young-pil Park,St. Lucia Mermen,AAA,04/22/1995,1.5 Stars,1.5 Stars,Normal,35,40,35,30,40,45,40,25,30,70,Sep. 4th   2017,Average,0,0
12951,SS,EDGAR PENA,Honolulu Honu,R,05/05/1998,1.5 Stars,1.5 Stars,Normal,45,45,45,45,35,45,50,40,55,55,Jul. 4th   2017,Low,2016,119
13851,SS,Jesus Pena,-,-,09/09/2000,0.5 Stars,2.5 Stars,Normal,50,55,55,50,50,60,55,45,45,30,Jun. 30th   2017,Average,0,0
11182,SS,Sal Pena,-,-,08/11/1991,0.5 Stars,0.5 Stars,Normal,35,35,35,25,35,40,60,60,60,25,Mar. 27th   2017,Average,0,0
13336,SS,David Perez,-,-,05/05/1998,0.5 Stars,1.5 Stars,Normal,45,40,55,45,35,45,45,50,50,25,Jun. 30th   2017,Average,0,0
14570,SS,Freddy Perez,-,-,08/28/2000,0.5 Stars,2.5 Stars,Normal,65,65,50,55,45,60,55,30,35,25,Jul. 30th   2017,Average,0,0
15006,SS,Gabriel Perez,-,-,05/21/1998,0.5 Stars,2.0 Stars,Normal,50,50,45,50,50,45,45,35,35,30,Jul. 28th   2017,Average,0,0
14805,SS,Nicolas Petersen,North Korea Outlaws,INT,02/19/2000,0.5 Stars,1.5 Stars,Normal,45,50,35,35,40,60,55,50,50,25,Aug. 31st   2017,Average,0,0
6764,SS,MARK POE,Denver Blucifers,AAA,10/01/1984,2.5 Stars,2.5 Stars,Durable,45,45,45,35,35,50,35,40,35,55,May 12th   2017,Low,2003,134
11308,SS,Harrison Pratly,Sint Maarten Sun Chasers,AAA,07/31/1995,2.0 Stars,2.5 Stars,Normal,55,55,45,45,45,55,30,30,35,60,Jul. 29th   2017,Low,0,0
10032,SS,ADRIAN PURVIANCE,Tokyo Tigers,MLB,09/12/1988,2.5 Stars,2.5 Stars,Durable,45,50,45,40,40,60,40,35,55,50,Sep. 24th   2017,Average,2010,130
12523,SS,Nazeeh Qasim,Tokyo Tigers,A,05/28/1995,0.5 Stars,0.5 Stars,Normal,35,40,45,20,35,45,45,35,45,50,Aug. 19th   2017,Average,0,0
12536,SS,Asif Qutaiba,Longbow Hunters,AA,03/15/1993,1.5 Stars,1.5 Stars,Normal,30,35,45,25,40,45,40,40,35,55,Jul. 14th   2017,Low,0,0
14448,SS,Melvin Ramirez,-,-,07/18/2000,0.5 Stars,2.0 Stars,Normal,55,55,45,45,50,50,55,35,40,-,Jul. 24th   2017,Average,0,0
9537,SS,ED RAMOS,Galapagos Shellbacks,AA,07/26/1991,1.5 Stars,1.5 Stars,Normal,35,40,40,30,45,45,45,45,45,45,Jul. 9th   2017,Low,2010,182
14670,SS,Jesus Ramos,Sint Maarten Sun Chasers,INT,02/05/2000,0.5 Stars,2.0 Stars,Normal,50,50,45,45,45,55,40,25,25,35,Jul. 5th   2017,Low,0,0
14025,SS,Paullo Rebeca,-,-,06/08/1998,0.5 Stars,0.5 Stars,Normal,40,45,35,30,35,50,45,45,45,25,Jun. 19th   2017,Average,0,0
10990,SS,PHIL RHODES,Denver Blucifers,A,12/09/1995,1.5 Stars,2.0 Stars,Normal,45,50,45,35,45,55,40,50,55,65,Jul. 26th   2017,Low,2014,111
12615,SS,Terence Richard,Havana Sugar Kings,R,09/25/1996,0.5 Stars,2.0 Stars,Normal,55,55,45,40,35,50,60,60,70,35,Jul. 2nd   2017,Low,0,0
12378,SS,YASIN RIDA,Cleveland Spiders,R,07/18/1998,0.5 Stars,3.0 Stars,Normal,65,60,45,60,45,50,45,60,55,25,Aug. 8th   2017,Average,2016,27
10986,SS,Matt Riga,Lappland Boazu,MLB,06/27/1995,2.5 Stars,5.0 Stars,Durable,75,75,65,40,80,60,60,60,75,65,Aug. 29th   2017,Average,2014,1
12665,SS,Miguel Rivera,Havana Sugar Kings,R,08/20/1997,0.5 Stars,0.5 Stars,Durable,35,40,35,30,40,55,55,45,50,25,Jun. 26th   2017,Low,0,0
14987,SS,Oscar Rivera,Dubai Bedouins,INT,06/22/2000,0.5 Stars,1.5 Stars,Normal,45,45,45,30,45,55,55,55,60,30,Aug. 7th   2017,Low,0,0
11208,SS,Jay Rivers,Adelaide Bite,AAA,12/04/1994,1.5 Stars,2.0 Stars,Normal,45,50,45,45,45,55,65,60,70,40,Aug. 19th   2017,Average,0,0
13519,SS,Tom Robinson,Havana Sugar Kings,INT,12/10/1997,0.5 Stars,0.5 Stars,Normal,30,40,30,20,50,65,40,45,50,25,Sep. 4th   2017,Average,0,0
10129,SS,Ricardo Rodriguez,Rome Centurions,MLB,01/14/1993,2.5 Stars,2.5 Stars,Durable,55,60,55,50,45,65,55,70,80,60,Sep. 7th   2017,Average,2011,4
13647,SS,Terry Romanov,North Korea Outlaws,R,03/08/1997,1.0 Stars,3.0 Stars,Normal,60,60,45,50,60,60,40,65,60,50,Jul. 26th   2017,Low,0,0
15307,SS,Sandy Ruiz,St. Lucia Mermen,INT,08/23/2000,0.5 Stars,1.5 Stars,Normal,40,45,45,35,40,55,40,50,50,25,Sep. 18th   2017,Average,0,0
12157,SS,Bakir Sabeer,Vancouver Homewreckers,AA,12/24/1995,1.5 Stars,1.5 Stars,Normal,40,45,45,40,35,45,60,45,45,70,Jul. 2nd   2017,Low,0,0
11531,SS,TORES SANFINS,Denver Blucifers,AAA,10/01/1992,2.0 Stars,2.0 Stars,Normal,45,55,45,45,40,60,30,20,30,50,Aug. 9th   2017,Low,2014,72
12787,SS,Alberto Santos,Cleveland Spiders,R,04/23/1997,0.5 Stars,3.0 Stars,Normal,50,60,45,55,55,70,40,40,50,45,Aug. 2nd   2017,Average,0,0
14397,SS,Mason Scollick,North Korea Outlaws,R,10/28/1995,1.5 Stars,2.5 Stars,Normal,55,55,50,50,45,50,35,45,35,50,Aug. 21st   2017,Average,2017,13
13189,SS,ADAM SCZEPANSKI,Vancouver Homewreckers,A,05/09/1993,1.5 Stars,1.5 Stars,Normal,45,40,45,45,45,40,45,45,40,60,Aug. 11th   2017,Average,2016,70
11796,SS,John Sheppard,Galapagos Shellbacks,R,01/04/1997,1.0 Stars,2.5 Stars,Normal,50,50,45,55,45,55,45,20,30,55,Jul. 24th   2017,Average,2015,46
12351,SS,Naofumi Shimizu,Sao Paulo Black Mambas,MLB,12/21/1992,2.0 Stars,2.0 Stars,Normal,40,45,45,40,45,60,55,60,65,70,Jul. 9th   2017,Low,2015,15
13742,SS,Riichi Shimizu,Galapagos Shellbacks,INT,09/27/1998,0.5 Stars,2.0 Stars,Normal,55,55,45,45,40,50,55,40,50,35,Sep. 30th   2017,Average,0,0
13720,SS,Taku Shimoda,North Korea Outlaws,INT,01/12/1998,0.5 Stars,1.0 Stars,Durable,35,40,35,40,35,50,40,35,40,30,Sep. 11th   2017,Average,0,0
12374,SS,WILLIE SILVERIO,Lappland Boazu,R,07/24/1997,0.5 Stars,2.0 Stars,Normal,50,50,45,40,45,50,55,25,35,30,Aug. 24th   2017,Average,2016,207
12087,SS,Slavko Simovic,Sao Paulo Black Mambas,AA,03/21/1996,1.0 Stars,2.0 Stars,Normal,60,45,50,50,45,35,55,45,45,45,Aug. 23rd   2017,Average,0,0
10377,SS,Tyler Simper,London Red Coats,A,03/10/1994,1.0 Stars,1.5 Stars,Durable,45,45,40,30,45,45,45,40,65,30,Jul. 9th   2017,Low,2012,254
10380,SS,Henry Skrimshander,Adelaide Bite,MLB,05/08/1993,3.5 Stars,3.5 Stars,Normal,60,65,55,55,55,65,25,25,60,60,Jul. 14th   2017,Low,2012,14
10611,SS,JASON SMALL,Lappland Boazu,AA,04/05/1994,1.5 Stars,1.5 Stars,Fragile,45,50,45,35,35,60,35,25,60,40,Jun. 30th   2017,Low,2013,123
7772,SS,Victor Sotelo,St. Lucia Mermen,MLB,11/30/1985,4.5 Stars,4.5 Stars,Normal,55,55,50,55,45,55,30,60,60,80,Sep. 8th   2017,Average,0,0
12631,SS,Cam Spooner,Sao Paulo Black Mambas,AA,06/27/1997,1.5 Stars,2.0 Stars,Normal,50,55,45,40,40,60,45,50,55,60,Jul. 28th   2017,Low,0,0
10368,SS,Matt Stec,Sint Maarten Sun Chasers,MLB,09/21/1993,2.0 Stars,2.0 Stars,Durable,45,45,50,40,45,55,65,70,75,50,Sep. 1st   2017,Average,2012,102
10432,SS,Kyle Stevens,Toronto Huskies,AA,08/28/1994,1.5 Stars,2.0 Stars,Durable,40,45,45,45,50,60,35,35,55,50,Aug. 13th   2017,Average,2012,204
9622,SS,MIKE STOEGER,London Red Coats,AA,08/23/1991,1.0 Stars,1.5 Stars,Normal,45,40,40,20,50,40,50,55,60,35,Jul. 29th   2017,Average,2013,161
12837,SS,Masafumi Sugimoto,Rome Centurions,R,08/17/1996,0.5 Stars,2.0 Stars,Normal,60,60,50,35,50,60,65,45,50,30,Jul. 20th   2017,Average,0,0
14275,SS,Borisav Svabic,Havana Sugar Kings,INT,11/22/1998,0.5 Stars,2.0 Stars,Normal,50,50,35,35,45,55,60,55,60,25,Aug. 11th   2017,Low,0,0
13631,SS,Dositej Svetozar,Vancouver Homewreckers,R,02/07/1997,1.5 Stars,2.5 Stars,Normal,50,50,55,50,50,50,40,70,65,65,Aug. 1st   2017,Low,0,0
12110,SS,Rudko Svetozar,Honolulu Honu,MLB,04/07/1996,2.0 Stars,2.0 Stars,Normal,45,50,45,40,40,60,75,45,65,70,Aug. 7th   2017,Low,0,0
15327,SS,Tokito Taki,Longbow Hunters,INT,08/06/2001,0.5 Stars,2.0 Stars,Normal,50,55,40,35,45,65,70,45,55,25,Oct. 4th   2017,Average,0,0
14955,SS,Munenao Tanaka,Lappland Boazu,INT,05/03/2000,0.5 Stars,2.0 Stars,Durable,50,55,45,35,50,65,45,25,30,25,Aug. 4th   2017,Low,0,0
13902,SS,Yudai Tanaka,-,-,04/10/1999,0.5 Stars,2.0 Stars,Normal,50,50,45,40,45,55,35,30,30,30,Jun. 30th   2017,Average,0,0
14830,SS,Aiden Taylor,Honolulu Honu,INT,04/24/2000,0.5 Stars,3.0 Stars,Normal,55,65,55,50,50,65,60,65,55,30,Sep. 24th   2017,Average,0,0
10851,SS,Kevin Taylor,Vancouver Homewreckers,A,09/27/1993,1.5 Stars,1.5 Stars,Durable,45,45,40,30,45,50,35,50,40,40,Jul. 5th   2017,Low,2012,198
14817,SS,Djoka Telacevic,Cleveland Spiders,INT,05/16/1999,0.5 Stars,3.0 Stars,Normal,50,55,55,60,50,60,30,25,25,25,Jul. 9th   2017,Low,0,0
12131,SS,George Thelwell,St. Lucia Mermen,A,12/16/1995,1.5 Stars,2.0 Stars,Normal,45,50,50,45,45,55,55,65,75,55,Jun. 11th   2017,Low,0,0
7073,SS,Dickie Thon,Longbow Hunters,MLB,05/30/1983,2.0 Stars,2.0 Stars,Normal,40,45,45,40,40,45,40,60,60,60,Aug. 3rd   2017,Low,0,0
14874,SS,Dermot Timney,Havana Sugar Kings,INT,03/24/1999,0.5 Stars,5.0 Stars,Normal,60,70,45,60,45,70,50,45,45,40,Aug. 24th   2017,Average,0,0
8377,SS,MATT TOLBERT,Sint Maarten Sun Chasers,MLB,06/15/1989,1.5 Stars,1.5 Stars,Normal,30,35,40,40,45,40,20,30,50,60,Jul. 20th   2017,Low,2007,145
13179,SS,JAY TOOMEY,Dubai Bedouins,AA,05/29/1996,1.5 Stars,2.5 Stars,Normal,50,55,60,50,45,60,65,35,40,50,Jun. 14th   2017,Low,2016,47
15428,SS,Jesus Torres,California Surfers,INT,09/13/2001,0.5 Stars,2.0 Stars,Normal,45,50,50,40,50,50,40,55,50,25,Oct. 20th   2017,Average,0,0
11030,SS,JORGE TORRES,Havana Sugar Kings,AAA,09/29/1995,2.0 Stars,2.5 Stars,Normal,45,50,40,35,55,60,35,20,35,65,Aug. 5th   2017,Average,2014,22
11018,SS,KEN TRAVIS,Rome Centurions,A,10/12/1995,1.5 Stars,2.0 Stars,Durable,50,50,50,45,45,60,35,40,55,50,Jul. 29th   2017,Low,2014,206
14521,SS,Hideki Tsuchida,-,-,05/22/2000,0.5 Stars,2.5 Stars,Normal,65,65,45,30,60,60,55,35,40,-,Jul. 24th   2017,Average,0,0
13555,SS,Alan Tunstall,Tokyo Tigers,INT,04/18/1998,0.5 Stars,1.5 Stars,Normal,40,45,40,35,50,50,50,25,30,30,Sep. 14th   2017,Average,0,0
8148,SS,Nelson Turton,Toronto Huskies,AAA,09/30/1985,1.5 Stars,1.5 Stars,Iron Man,35,40,35,50,50,50,45,45,60,45,Jul. 4th   2017,Low,0,0
13435,SS,Ghassan Usamah,Rome Centurions,INT,05/10/1998,0.5 Stars,0.5 Stars,Normal,35,45,35,30,40,65,40,35,35,25,Jun. 14th   2017,Low,0,0
15393,SS,Otte van de Moosdijk,-,-,05/14/2001,0.5 Stars,2.0 Stars,Normal,50,50,40,45,40,45,55,50,40,25,Oct. 17th   2017,Low,0,0
10732,SS,Eppe van der Meer,-,-,08/26/1992,1.5 Stars,1.5 Stars,Normal,35,40,35,35,45,50,50,60,45,50,May 30th   2017,Low,0,0
11249,SS,Halmar van der Meer,Amsterdam Dragons,A,10/13/1995,1.5 Stars,2.0 Stars,Normal,45,50,45,40,45,55,45,50,55,55,Aug. 19th   2017,Average,0,0
12220,SS,Ned van Ewijk,Adelaide Bite,R,10/28/1996,0.5 Stars,2.0 Stars,Normal,50,55,45,40,40,60,45,50,55,20,Aug. 24th   2017,Average,0,0
10263,SS,Donny van Leersum,Sint Maarten Sun Chasers,AA,02/05/1992,1.5 Stars,1.0 Stars,Fragile,35,40,40,30,45,40,40,55,70,60,Aug. 21st   2017,Average,0,0
12809,SS,Jordan Vargas,Dubai Bedouins,AA,06/23/1997,1.5 Stars,2.5 Stars,Normal,55,60,50,45,45,60,50,55,55,70,Jul. 9th   2017,Low,0,0
9188,SS,DAVE VASQUEZ,Galapagos Shellbacks,AAA,10/23/1990,2.0 Stars,2.0 Stars,Normal,45,50,40,40,35,55,20,35,45,45,Aug. 17th   2017,Average,2009,76
11035,SS,NICK VASQUEZ,Vancouver Homewreckers,A,04/27/1995,1.5 Stars,2.5 Stars,Normal,45,50,45,40,60,55,35,25,40,55,Sep. 5th   2017,Average,2014,229
9561,SS,NATE VAUGHAN,Lappland Boazu,AAA,08/28/1992,1.5 Stars,1.5 Stars,Normal,40,45,40,35,50,55,50,55,60,45,Jul. 12th   2017,Low,2013,203
15331,SS,Hector Vazquez,Amsterdam Dragons,INT,12/06/2000,0.5 Stars,2.0 Stars,Durable,50,55,40,40,55,55,55,55,55,-,Oct. 9th   2017,Average,0,0
