ID,POS,Name,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,SctAcc,Draft,OA Pick
12638,CF,Lex van der Maas,03/22/1996,2.0 Stars,2.5 Stars,Normal,75,75,45,25,45,65,50,45,45,V.High,0,0
11233,3B,Philip van der Meulen,03/29/1995,2.0 Stars,2.5 Stars,Normal,45,50,50,60,45,60,30,35,35,High,0,0
2809,1B,Craig Van Hoose,05/25/1973,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,629
10181,SS,Art Vandelay,07/16/1992,2.5 Stars,2.5 Stars,Normal,50,65,50,35,50,80,60,70,65,V.High,2011,65
9530,C,ALFONSO VANEGAS,08/05/1991,2.5 Stars,2.5 Stars,Iron Man,40,50,45,50,40,55,45,65,35,V.High,2010,37
12777,LF,Bobby Vargas,08/24/1996,2.0 Stars,2.5 Stars,Durable,50,50,55,60,45,50,65,40,35,Avg,0,0
12809,SS,Jordan Vargas,06/23/1997,2.5 Stars,2.5 Stars,Normal,55,55,50,45,35,55,55,60,60,High,0,0
11707,SS,CARLOS VASQUEZ,10/04/1992,2.5 Stars,2.5 Stars,Normal,50,50,50,40,40,50,45,55,50,V.High,2014,47
11199,3B,Dave Velasquez,10/13/1995,2.5 Stars,2.5 Stars,Fragile,55,55,55,50,45,55,50,50,45,V.High,0,0
11021,RF,Mike Vidulich,03/06/1995,2.5 Stars,2.5 Stars,Normal,45,50,45,60,45,65,30,50,40,V.High,2014,17
8012,SS,DAKOTA VOORHEES,10/10/1987,2.5 Stars,2.5 Stars,Normal,30,40,40,35,50,45,35,80,45,High,2006,48
10854,2B,Dustin Wall,12/04/1989,2.5 Stars,2.5 Stars,Fragile,45,50,55,45,55,50,50,75,60,V.High,2012,86
11225,3B,Alastair Watkins,10/03/1995,2.0 Stars,2.5 Stars,Normal,60,55,50,55,45,45,55,45,40,High,0,0
12409,CF,ALEX WATSON,05/23/1997,2.0 Stars,2.5 Stars,Normal,70,60,60,35,50,50,80,80,65,High,2016,9
9751,2B,DYLAN WEAVER,02/24/1992,2.5 Stars,2.5 Stars,Fragile,55,50,50,50,65,45,20,50,25,V.High,2010,9
4567,1B,Roman Welday,01/23/1978,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,51
11237,C,Tad Wheeler,07/18/1995,2.5 Stars,2.5 Stars,Normal,55,55,45,50,45,55,20,35,30,High,0,0
4875,LF,Elijah White,11/03/1974,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,64
10117,C,Aaron Williams,02/02/1993,2.5 Stars,2.5 Stars,Iron Man,50,55,55,55,55,55,25,30,25,V.High,2011,8
9105,2B,SAM WILLIAMS,11/21/1986,2.5 Stars,2.5 Stars,Fragile,45,45,50,50,45,50,30,75,30,V.High,2008,55
6476,LF,E.0. Wilson,07/01/1983,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2002,4
10647,C,Russ Winsor,06/08/1993,2.5 Stars,2.5 Stars,Normal,40,45,40,50,45,55,20,30,25,High,0,0
663,1B,Jason Woodward,10/27/1967,2.5 Stars,2.5 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,756
10728,2B,Matt Wortel,08/24/1994,2.5 Stars,2.5 Stars,Normal,50,50,55,50,55,50,45,70,40,High,0,0
11246,RF,Jacome Yagi,11/02/1995,2.0 Stars,2.5 Stars,Normal,45,50,60,55,40,55,70,70,65,High,0,0
4913,RF,Dave Ackerman,01/25/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,357
6402,C,JEFF ADAMS,11/11/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,163
8599,SS,Anthon Adelaar,03/01/1988,2.0 Stars,2.0 Stars,Iron Man,40,45,45,25,40,50,40,75,50,V.High,0,0
955,1B,Andrew Adriani,03/04/1966,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,586
8576,2B,Hugo Aguayo,07/16/1988,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
30,LF,Angel Aguilar,05/04/1961,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,661
9667,SS,ALLEN AINSWORTH,11/05/1985,2.0 Stars,2.0 Stars,Normal,40,45,50,25,50,45,35,55,50,V.High,2008,88
8657,2B,Danny Almanza,12/01/1988,2.0 Stars,2.0 Stars,Iron Man,45,45,55,35,50,45,60,65,70,V.High,0,0
3359,1B,Seth Alsobrook,07/15/1969,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1141
4128,2B,Horácio Alvarado,02/07/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,145
7465,RF,Tony Alvarez,01/18/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
5473,3B,Bill Ambriz,04/10/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,138
7015,RF,Aaron Anderson,07/22/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,10
9351,LF,Justin Anderson,08/27/1985,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2007,40
3242,2B,Danny Andrade,07/04/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,418
11374,3B,Edgar Andrade,09/30/1989,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2012,67
3581,3B,Bill Angel,11/16/1975,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,243
6460,3B,Travis Appel,03/20/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2002,25
6900,3B,Juan Arita,11/26/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
11983,RF,Alberto Arizmendi,01/27/1996,2.0 Stars,2.0 Stars,Normal,50,50,50,50,40,55,75,70,65,V.High,0,0
437,LF,Jonathan Armstrong,06/17/1966,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,340
9297,SS,Paul Arnaud,08/21/1990,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
6962,RF,John Arnone,04/17/1980,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2002,56
7828,3B,Mario Arredondo,01/16/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
10837,RF,Terence Aston,07/22/1994,2.0 Stars,2.0 Stars,Durable,60,55,50,45,35,50,55,55,50,V.High,2012,9
576,1B,Tom Athey,04/11/1964,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,112
10299,1B,Ezio Auditore da Firenze,02/13/1992,2.0 Stars,2.0 Stars,Normal,45,45,45,50,50,45,35,55,30,High,0,0
9498,2B,MIKE AVERY,10/29/1987,2.0 Stars,2.0 Stars,Normal,40,45,45,35,45,50,30,40,35,High,2009,47
1724,C,Roger Avila,01/28/1967,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,224
7591,1B,SAM AXE,06/15/1986,2.0 Stars,2.0 Stars,Durable,50,50,40,45,50,50,20,30,25,V.High,2004,51
4236,3B,Jim Ayala,02/10/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,596
2522,RF,Jim Baisa,06/02/1971,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,624
6109,3B,Luis Ballesteros,01/25/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,11
5031,1B,David Barahona,03/22/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,16
10352,C,Ramão Barbalho,07/16/1992,2.0 Stars,2.0 Stars,Durable,35,40,40,45,70,50,20,30,25,High,0,0
7695,2B,Dan Barbier,09/17/1986,2.0 Stars,2.0 Stars,Normal,40,40,45,35,55,45,40,70,40,V.High,2005,117
7210,2B,Omar Barcelo,09/17/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
8931,RF,Josh Barnts,02/20/1987,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
6190,1B,Enrique Barrera,01/29/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,156
10086,2B,Travis Bazzana,07/08/1992,2.0 Stars,2.0 Stars,Normal,50,45,50,45,50,40,50,70,55,V.High,2011,66
4340,C,Preston Beaumond,03/07/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,505
4995,RF,Matt Bednar,03/12/1980,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2001,49
9306,LF,Alan Begin,09/06/1989,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
8664,3B,STEVE BELLERIVE,01/06/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2006,59
11245,RF,Bryce Bence,12/22/1994,2.0 Stars,2.0 Stars,Normal,45,50,50,50,45,50,75,75,75,V.High,0,0
9142,LF,J.P. BENNETT,05/10/1987,2.0 Stars,2.0 Stars,Durable,40,45,50,40,50,45,60,75,75,V.High,2008,104
3223,LF,Ramon Berfort,01/24/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1175
8099,LF,Jarne Bergman,06/14/1987,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
6685,1B,Tim Berry,05/24/1983,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2001,20
4176,3B,Mike Berryhill,03/18/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,98
443,1B,Josh Bewley,02/20/1964,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,178
11416,1B,HARIZ BIN AYOOB,11/03/1991,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2013,29
12156,C,Makin bin Ma'mun,02/01/1995,2.0 Stars,2.0 Stars,Fragile,50,50,45,50,50,50,40,40,35,V.High,0,0
12973,C,MUHSIN BIN SADAQAT,12/24/1993,2.0 Stars,2.0 Stars,Normal,45,45,50,50,45,50,35,45,35,V.High,2016,76
4586,LF,Zach Boerner,02/21/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,237
10023,CF,TROY BOLTON,05/02/1991,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2010,82
12922,RF,CURT BOOTH,04/13/1993,2.0 Stars,2.0 Stars,Durable,45,45,45,45,35,45,60,55,50,High,2015,142
3932,LF,Steve Bottoms,07/21/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,18
5056,RF,John Bowden,01/07/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,19
8505,LF,Chris Boyles,11/16/1988,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2007,56
7362,1B,GREGG BRADSHAW,09/23/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2004,52
8133,RF,Renato Branca,08/09/1987,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,0
9983,LF,Andrew Brandon,10/25/1990,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2009,80
2873,3B,Jeff Brantley,06/13/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,867
4180,1B,Kyle Brigman,07/08/1975,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,871
9410,2B,BOB BROOKS,02/03/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2008,46
7398,RF,ALLEN BROWN,11/02/1986,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2004,36
8989,3B,Steve Brown,03/15/1985,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2007,36
9364,3B,TRENT BROWNING,07/03/1989,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2008,107
6794,2B,DAVID BRUNELLE,06/17/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,57
4988,RF,Marc Bryant,06/20/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,805
2556,RF,Mike Buckley,04/11/1967,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,428
10698,3B,Christos Bull,11/22/1994,2.0 Stars,2.0 Stars,Normal,50,50,45,50,50,50,20,35,20,V.High,0,0
10331,2B,Cain Bullock,04/06/1992,2.0 Stars,2.0 Stars,Wrecked,40,45,35,50,45,50,20,35,20,V.High,0,0
12080,2B,Rafael Burgess,03/19/1996,2.0 Stars,2.0 Stars,Normal,55,55,45,45,45,55,45,70,65,High,0,0
10876,RF,Steve Burkhart,08/09/1993,2.0 Stars,2.0 Stars,Normal,55,50,50,45,45,45,50,70,65,V.High,2012,19
4239,C,Joe Burrell,02/08/1974,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,563
5665,2B,Kenny Butler,09/11/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1568
3980,2B,Phil Butler,11/20/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,83
9408,3B,CHRIS CABRERA,10/02/1989,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2008,83
8393,2B,JOSH CALDERON,07/30/1989,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2007,90
7091,2B,Brett Caldwell,11/18/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
8179,RF,Dan Caldwell,10/09/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2004,5
8990,RF,Kyle Caldwell,09/12/1988,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2007,71
4692,SS,Chris Campbell,11/09/1978,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,391
7193,2B,Giovannino Canonicca,09/05/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
7650,3B,Josh Cantrell,03/03/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2005,43
7474,LF,Gabriele Capriati,12/15/1984,2.0 Stars,2.0 Stars,Normal,40,45,50,45,60,50,55,70,60,V.High,0,0
5808,LF,Giovani Capuana,05/24/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,364
12112,C,Jonathan Carnini,02/28/1996,2.0 Stars,2.0 Stars,Normal,45,45,45,50,45,45,30,30,20,High,0,0
4235,SS,Jimmy Carper,07/17/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,179
10791,3B,Marcos Carrera,11/28/1991,2.0 Stars,2.0 Stars,Normal,50,45,45,40,45,35,40,55,40,V.High,2011,81
8212,CF,Dave Carter,05/25/1987,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2005,45
9603,C,JAMIE CARTER,07/16/1991,2.0 Stars,2.0 Stars,Iron Man,40,45,30,50,55,55,25,20,25,V.High,2010,109
13799,LF,Jonah Casey,02/07/1994,2.0 Stars,2.0 Stars,Durable,55,50,50,45,45,45,55,55,55,Low,2016,2
10524,2B,Jose Castellanos,09/03/1991,2.0 Stars,2.0 Stars,Durable,50,50,45,40,45,50,40,45,55,High,0,0
4879,2B,Alan Castleberry,09/24/1974,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,903
755,3B,Fidel Castro,01/20/1971,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,149
5713,LF,Manny Castro,09/27/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,12
5751,3B,Ben Cato,05/08/1982,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,64
3788,2B,Oscar Cepeda,06/11/1973,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,274
8582,C,Chris Cespedes,09/18/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
4658,LF,Lee Chance,07/19/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,170
10046,SS,NICK CHANDLER,12/20/1987,2.0 Stars,2.0 Stars,Normal,40,40,50,35,45,35,50,65,60,High,2010,12
5002,RF,Pat Cheek,03/24/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1197
7309,LF,Alex Chilton,02/27/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,6
4314,2B,Cliff Chipman,11/27/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,567
7293,LF,JOSH CHMARA,06/30/1982,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2003,84
5317,CF,Jerrod Christin,07/08/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,429
11862,SS,Blaise Cibelli,10/28/1994,2.0 Stars,2.0 Stars,Normal,35,45,50,40,55,55,50,50,35,V.High,0,0
431,1B,Victor Cisneros,03/06/1965,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,935
9532,C,MIKE CLAY,08/04/1991,2.0 Stars,2.0 Stars,Iron Man,40,40,30,25,45,40,25,25,20,V.High,2011,72
7676,RF,Jayne Cobb,05/08/1986,2.0 Stars,2.0 Stars,Normal,35,35,35,55,50,35,55,45,55,Avg,2005,37
3222,C,Luis Cobian,10/02/1973,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1819
7546,LF,Tom Cody,12/22/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,19
4554,LF,Bill Coffey,03/12/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,203
9453,C,RYAN COLBURN,03/03/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2009,105
10484,SS,Al Connel,01/20/1993,2.0 Stars,2.0 Stars,Fragile,45,50,55,50,40,50,50,60,55,High,0,0
6835,1B,ANTONIO CONTRERAS,10/14/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,66
6066,3B,Luis Contreras,12/09/1982,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2001,17
10359,1B,Justin Cooke,03/12/1994,2.0 Stars,2.0 Stars,Normal,55,55,50,45,55,55,45,60,40,V.High,2012,113
8028,1B,MARK COOPER,03/05/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2006,36
438,LF,Ryan Copeland,11/14/1963,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,131
5495,RF,Eduardo Cornejo,01/03/1980,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,899
9192,2B,MATT CORNETT,04/19/1991,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2009,97
3692,RF,Jerry Cortez,10/28/1973,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,452
7189,C,Valentino Costocurta,09/13/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
8400,RF,MIKE COUREY,02/01/1989,2.0 Stars,2.0 Stars,Fragile,50,50,45,45,45,50,40,45,65,V.High,2007,88
11181,C,Clay Cross,01/09/1991,2.0 Stars,2.0 Stars,Iron Man,25,35,40,20,50,45,45,55,50,V.High,0,0
6802,1B,ALEX CRUZ,11/30/1984,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2003,42
4485,1B,Ivan Cruz,06/04/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,986
7479,C,Jose Cuadra,07/03/1985,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
7126,1B,Francisco Cuesta,11/23/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
9183,RF,CASEY CURCIO,05/27/1990,2.0 Stars,2.0 Stars,Durable,45,50,50,35,50,50,45,80,50,V.High,2009,118
5889,RF,Victor Curiel,11/11/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,796
3811,RF,Graham Cutright,05/09/1971,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,557
5018,C,Joe Dahlberg,10/18/1979,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,246
8675,1B,JOHNATHAN DANIELS,03/15/1988,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2007,142
4359,RF,Aaron Davis,10/03/1977,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,818
14,C,Pete Davis,03/25/1966,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,453
8022,C,Steve Davis,07/18/1987,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2006,21
6557,2B,Michael de Alba,06/30/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,304
10529,CF,Odwin de Heer,07/07/1993,2.0 Stars,2.0 Stars,Fragile,45,45,55,35,50,50,60,75,70,V.High,0,0
12134,LF,Alvaro de la Rosa,06/02/1996,2.0 Stars,2.0 Stars,Normal,55,55,50,50,45,50,50,40,35,High,0,0
3173,3B,Travis Dean,03/19/1975,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,394
2918,C,Juan del Cid,12/14/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,259
6452,RF,Ed Della Penna,06/19/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2002,14
6125,3B,Tom Deming,04/22/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2001,30
6414,RF,Butch DeRosa,12/29/1983,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2002,75
9465,1B,BILLY DERRICKSON,09/06/1990,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2009,123
12950,CF,LUCIEN DERRIEN,02/05/1994,2.0 Stars,2.0 Stars,Normal,50,45,50,55,45,30,65,65,60,High,2016,15
10153,C,JASON DILLON,05/08/1992,2.0 Stars,2.0 Stars,Normal,50,50,30,30,45,45,25,20,20,V.High,2014,80
2519,1B,Jon Dinsmore,10/29/1971,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1370
4000,LF,Matt Dollar,09/27/1976,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,330
8101,RF,Luis Dominguez,03/02/1987,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,0
5746,RF,Tommy Donmoyer,05/24/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2000,5
10510,3B,Brodie Donoghue,07/30/1993,2.0 Stars,2.0 Stars,Normal,45,45,45,50,55,45,25,45,30,V.High,0,0
9112,LF,TIM DORFMAN,07/18/1990,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,2008,41
4889,2B,Matt Dow,05/27/1978,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,412
3643,C,Luke Dreyer,11/29/1975,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,1031
7026,3B,DON DRYDEN,07/29/1984,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2003,165
4561,RF,Jake Duckart,09/08/1977,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,126
8392,3B,Doug Duerden,05/21/1988,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,2007,23
2675,LF,Brian Dullard,05/23/1972,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,745
3755,1B,Manny Duran,09/17/1975,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,455
10424,CF,Blake Dyke,12/30/1993,2.0 Stars,2.0 Stars,Normal,50,45,50,50,45,40,70,70,75,High,2012,1
293,1B,Ryan Eaton,11/12/1964,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,44
5426,3B,David Eaves,04/12/1981,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,336
664,3B,Jason Eble,01/09/1964,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,332
10785,CF,JASON ELDRIDGE,02/15/1989,2.0 Stars,2.0 Stars,Normal,35,45,40,35,45,55,65,75,75,V.High,2011,109
8135,CF,Willie Encarnacion,03/05/1986,2.0 Stars,2.0 Stars,Normal,45,50,50,25,45,65,65,75,70,High,0,0
3562,RF,Ross Engels,02/07/1976,2.0 Stars,2.0 Stars,Durable,-,-,-,-,-,-,-,-,-,V.Low,0,920
1801,1B,Sam English,09/04/1969,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,870
484,RF,Bret Enstad,02/28/1967,2.0 Stars,2.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,V.Low,0,52
