ID,POS,Name,ORG,Lev,DOB,B,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SR,STE,SctAcc,Draft,OA Pick
14415,3B,Majd Nabeel,HAV,A,05/11/2000,R,1.5 Stars,2.5 Stars,Normal,70,65,50,45,55,55,40,40,40,V.High,2018,24
15024,SS,Cecilio Leonetti,AMS,R,05/11/2000,R,1.5 Stars,2.0 Stars,Normal,45,50,50,50,50,50,45,45,40,V.High,2019,81
15384,1B,Eunice Felgas,NKO,A,05/11/2000,L,1.5 Stars,2.5 Stars,Normal,55,50,50,50,45,50,30,35,40,Avg,0,0
14516,C,Andy Moran,-,-,05/14/2000,R,1.0 Stars,2.0 Stars,Normal,50,50,45,45,35,50,30,25,25,V.High,2019,201
15164,2B,Mamoru Handa,HON,A,05/14/2000,R,1.5 Stars,2.5 Stars,Normal,45,50,50,50,35,55,65,60,55,High,0,0
14513,C,Aguinaldo Gidts,DUB,A,05/15/2000,R,1.5 Stars,2.5 Stars,Normal,50,55,45,45,50,55,20,20,20,V.High,2019,176
14720,CF,Nu'man bin Duqaq,GAL,R,05/16/2000,S,1.0 Stars,1.5 Stars,Normal,40,40,35,40,40,45,45,35,30,High,0,0
14979,RF,Abdelaziz Villeneuve,AMS,R,05/17/2000,L,1.5 Stars,2.0 Stars,Normal,45,45,50,45,30,50,65,55,55,High,0,0
15396,2B,Ricky Torres,RME,A,05/18/2000,R,1.5 Stars,2.5 Stars,Normal,50,55,50,50,45,55,45,45,45,Low,0,0
14964,SS,Victor Murgia,VAN,R,05/18/2000,R,1.5 Stars,2.0 Stars,Normal,50,50,45,50,35,50,45,50,55,High,0,0
14934,SS,Guastão Monteiro,RME,A,05/18/2000,R,1.5 Stars,2.5 Stars,Normal,55,55,40,45,40,55,50,40,30,V.High,0,0
14799,SP,Isaias Garcia,DUB,A,05/20/2000,R,1.0 Stars,1.5 Stars,Normal,45,45,35,25,35,45,30,25,20,V.High,0,0
14864,SS,Ostoja Omeragic,HON,R,05/21/2000,R,1.5 Stars,2.0 Stars,Normal,50,50,45,50,45,55,65,60,50,High,0,0
15343,C,Danny Gonzalez,-,-,05/21/2000,L,1.0 Stars,2.0 Stars,Durable,50,55,40,25,40,70,40,45,55,High,0,0
14766,LF,Takauji Fujita,LDN,R,05/21/2000,S,1.5 Stars,2.0 Stars,Normal,50,50,40,45,45,50,30,30,25,Low,0,0
14521,3B,Hideki Tsuchida,HON,R,05/22/2000,L,1.5 Stars,2.0 Stars,Normal,50,60,45,30,50,65,65,45,35,V.High,2019,178
14686,SS,Jin Joe,DUB,AA,05/23/2000,L,2.0 Stars,2.0 Stars,Normal,45,50,60,50,40,55,65,35,35,V.High,0,0
14743,RF,Murat Drulovic,-,-,05/23/2000,L,1.0 Stars,2.0 Stars,Normal,45,50,35,40,40,55,40,35,35,V.High,0,0
13861,CF,Tan van der Linden,CLE,R,05/24/2000,R,1.5 Stars,2.0 Stars,Normal,50,50,50,50,35,50,65,60,60,Avg,2018,13
14985,C,Radoje Mitevic,STU,R,05/25/2000,S,1.0 Stars,2.0 Stars,Normal,45,45,40,50,45,45,20,20,20,High,0,0
17705,C,Gabel ten Tije,-,-,05/26/2000,R,1.5 Stars,2.5 Stars,Normal,45,50,50,55,50,50,40,45,45,Avg,0,0
13972,C,Zahid Abu al Khayr,TOR,AA,05/31/2000,R,2.0 Stars,2.0 Stars,Normal,55,55,40,50,35,55,35,30,30,V.High,2018,144
14792,2B,Cesar Lopez,RME,R,06/01/2000,R,1.5 Stars,3.0 Stars,Normal,65,60,50,60,45,50,35,30,20,V.High,0,0
17579,2B,Naonobu Yoneyama,-,-,06/03/2000,R,1.5 Stars,2.5 Stars,Normal,65,65,45,40,45,65,55,35,45,Avg,0,0
14412,DH,Rixon Wingrove,ADE,AA,06/04/2000,S,1.5 Stars,3.5 Stars,Normal,70,75,60,55,55,70,35,35,40,V.High,2018,6
14833,2B,Erwijn Verbeek,AMS,R,06/06/2000,R,1.5 Stars,2.5 Stars,Durable,50,55,50,50,40,60,60,55,55,V.High,0,0
15166,1B,Bobby Trevino,-,-,06/06/2000,R,1.0 Stars,1.5 Stars,Normal,40,45,35,35,35,50,30,20,20,V.High,0,0
15371,2B,Maximiliano Luttazi,SMT,A,06/06/2000,L,1.0 Stars,2.0 Stars,Normal,50,50,45,50,45,50,35,45,50,High,0,0
14789,LF,Yasuo Ohno,CAL,R,06/08/2000,R,1.5 Stars,1.5 Stars,Normal,40,45,35,30,40,50,45,30,20,Avg,0,0
15129,SS,Theo Young,TOR,R,06/10/2000,R,1.0 Stars,1.5 Stars,Normal,30,40,40,25,40,55,40,30,20,Low,0,0
14726,2B,Leo Williams,HON,R,06/10/2000,R,1.0 Stars,2.0 Stars,Normal,50,50,55,50,40,50,60,50,45,Avg,0,0
14456,CF,Jasper Petzinger,NKO,A,06/17/2000,R,1.5 Stars,3.0 Stars,Normal,50,65,50,55,45,75,45,50,45,V.High,2019,94
14860,RF,Eric Schneider,SMT,A,06/19/2000,L,1.5 Stars,2.5 Stars,Durable,50,50,55,55,45,55,65,60,55,V.High,0,0
17716,SS,Eric Fischer,-,-,06/19/2000,R,1.5 Stars,2.0 Stars,Normal,50,50,50,45,45,55,45,40,30,Avg,0,0
17714,SS,Raghib Abdul-Hadi,-,-,06/21/2000,R,2.0 Stars,3.5 Stars,Normal,55,60,75,50,80,60,60,45,35,Avg,0,0
14987,SS,Oscar Rivera,DUB,R,06/22/2000,R,1.5 Stars,2.0 Stars,Normal,40,50,50,25,45,70,65,60,60,High,0,0
14511,C,Chikara Saiki,TOK,R,06/23/2000,R,1.5 Stars,2.0 Stars,Normal,50,50,45,45,35,50,30,35,40,V.High,2019,142
15148,RF,Jonathan Huerta,-,-,06/24/2000,R,1.0 Stars,1.5 Stars,Normal,30,40,35,30,35,50,35,35,40,Avg,0,0
14594,2B,Roberto Carlos,LAP,A,06/27/2000,R,1.5 Stars,2.5 Stars,Normal,60,55,50,50,45,50,60,45,45,V.High,2019,187
14878,CF,Shafiq bin Zuhair,TOR,A,06/27/2000,R,1.5 Stars,2.0 Stars,Normal,50,45,50,50,35,50,55,40,35,V.High,0,0
13885,CF,Masanori Ishikawa,CUR,A,06/28/2000,R,1.5 Stars,2.5 Stars,Normal,55,55,45,55,45,55,45,35,30,V.High,2018,98
14489,2B,Timothy Tinter,LAP,A,06/29/2000,R,1.5 Stars,2.0 Stars,Durable,50,55,40,45,45,55,65,55,45,Low,2019,107
13966,CF,Phil Shook,HON,AA,06/30/2000,S,1.5 Stars,3.5 Stars,Normal,55,65,80,50,45,75,80,75,75,High,2018,5
15497,3B,Johnny Salinas,LAP,AA,07/01/2000,S,1.5 Stars,2.5 Stars,Normal,50,55,45,50,45,55,50,35,35,V.High,0,0
14488,2B,Daniel Calzada,TOK,AA,07/01/2000,S,2.0 Stars,2.5 Stars,Normal,50,50,55,55,50,50,50,50,45,V.High,2019,162
14567,RF,Jose Chavez,RME,A,07/02/2000,L,1.5 Stars,2.5 Stars,Normal,65,45,65,80,45,30,65,55,55,V.High,2019,15
14504,CF,Kazushi Yoshida,TOK,A,07/03/2000,R,1.5 Stars,2.0 Stars,Normal,45,50,50,50,55,50,60,45,45,V.High,2019,44
14486,C,Pedrag Simovic,-,-,07/03/2000,R,1.0 Stars,2.0 Stars,Normal,45,45,40,45,40,45,35,25,25,High,2019,228
14551,3B,Nooh bin Khairy,CLE,A,07/04/2000,R,1.5 Stars,2.5 Stars,Normal,55,60,45,55,50,65,30,35,35,V.High,2019,65
14898,3B,Hieronymus Apenzeller,DEN,AA,07/04/2000,R,1.5 Stars,2.5 Stars,Normal,55,45,50,80,50,35,40,40,35,V.High,0,0
14502,1B,Nadim Ghassan,-,-,07/06/2000,L,1.0 Stars,2.0 Stars,Normal,50,50,35,45,45,55,30,25,25,V.High,0,0
17565,CF,Jorge Whitelaw,-,-,07/09/2000,R,1.5 Stars,2.0 Stars,Durable,50,55,50,40,45,55,65,60,50,Avg,0,0
15015,C,Jamie Watkins,ADE,A,07/13/2000,S,1.5 Stars,2.0 Stars,Durable,45,45,50,45,55,45,25,30,30,High,2019,226
14500,2B,Dave Southcott,-,-,07/13/2000,R,1.5 Stars,2.0 Stars,Normal,45,50,50,45,40,50,60,50,55,Avg,2019,210
14735,3B,Tomomi Kajioka,HAV,R,07/16/2000,R,1.5 Stars,2.5 Stars,Normal,50,60,45,50,45,65,30,20,25,V.High,0,0
14953,SS,Yoon-tae Hwang,DUB,A,07/16/2000,L,1.5 Stars,2.0 Stars,Normal,55,50,40,50,45,45,30,40,40,V.High,0,0
14590,LF,Tony Goss,AMS,AA,07/16/2000,R,1.5 Stars,2.5 Stars,Normal,55,55,50,55,45,60,45,35,45,High,2019,56
14519,LF,Hide Kato,-,-,07/17/2000,S,1.5 Stars,1.5 Stars,Normal,40,40,40,40,45,40,30,35,30,V.High,0,0
15133,3B,Danny Garcia,LAP,R,07/17/2000,R,1.5 Stars,2.5 Stars,Normal,50,55,50,55,55,60,35,25,25,High,0,0
14448,SS,Melvin Ramirez,-,-,07/18/2000,R,1.0 Stars,2.0 Stars,Normal,50,50,45,45,45,45,55,40,40,V.High,0,0
14924,3B,Brian Gordon,LAP,A,07/18/2000,R,1.0 Stars,2.5 Stars,Normal,55,60,50,50,45,70,40,30,25,High,0,0
14841,CF,Seiju Maeda,NKO,R,07/19/2000,R,1.0 Stars,2.5 Stars,Normal,50,55,60,50,45,65,60,55,55,High,0,0
15251,SS,Sung-min Ha,VAN,R,07/19/2000,L,1.0 Stars,2.0 Stars,Normal,50,50,45,45,40,55,40,35,40,High,0,0
15000,SS,Eric Eaves,RME,R,07/19/2000,R,1.5 Stars,2.5 Stars,Normal,65,60,45,55,45,55,65,50,45,V.High,2019,91
15169,C,Juan Castrejon,LAP,R,07/20/2000,R,1.0 Stars,1.5 Stars,Durable,50,45,35,35,30,35,20,25,20,High,0,0
14764,1B,Otte van Hell,AMS,R,07/22/2000,R,1.5 Stars,2.0 Stars,Normal,50,55,40,50,35,65,30,30,20,Low,0,0
15374,2B,Willie Medina,TOR,A,07/22/2000,L,1.0 Stars,2.0 Stars,Normal,50,50,50,50,45,50,55,60,60,High,0,0
14576,RF,Hiroshi Suzuki,SMT,A,07/24/2000,S,1.5 Stars,2.0 Stars,Normal,55,55,45,50,40,50,30,25,25,V.High,2019,128
15168,RF,Kyung-suk Kim,TOK,A,07/25/2000,R,1.5 Stars,2.0 Stars,Durable,50,50,50,50,40,50,50,55,55,High,0,0
14933,SP,Corrado Cossa,LON,MLB,07/25/2000,R,1.5 Stars,2.0 Stars,Normal,45,45,30,20,40,45,25,25,20,High,0,0
14974,3B,Victor Semedo,VAN,R,07/26/2000,S,1.0 Stars,2.0 Stars,Normal,50,50,45,45,40,45,30,25,20,Low,0,0
15174,3B,Peter Brown,SMT,R,07/26/2000,R,1.0 Stars,2.0 Stars,Normal,50,50,45,50,40,50,35,40,30,Low,0,0
14861,CF,Alberto Munoz,-,-,07/28/2000,L,1.0 Stars,1.5 Stars,Normal,45,45,40,45,30,45,45,50,50,High,0,0
14896,CF,Tony Pinero,TOR,R,07/30/2000,R,1.0 Stars,1.5 Stars,Normal,40,40,35,25,35,40,40,45,45,High,0,0
14996,C,Jonathan Cashdollar,-,-,07/30/2000,L,1.0 Stars,2.0 Stars,Normal,35,40,40,50,45,40,20,20,20,V.High,0,0
14854,2B,Carlitos Alvalede,CAL,R,08/04/2000,R,1.5 Stars,2.5 Stars,Durable,50,55,60,50,40,70,65,55,60,V.High,0,0
14870,SS,Dennis McLeod,TOR,R,08/05/2000,R,1.0 Stars,2.5 Stars,Normal,55,50,55,55,45,50,45,45,60,V.High,0,0
15025,C,Drees Schiphorst,GAL,R,08/06/2000,S,1.0 Stars,2.5 Stars,Normal,45,45,40,60,50,45,20,25,20,V.High,2019,229
14865,2B,Sung-jin Kim,HAV,AA,08/10/2000,L,1.5 Stars,2.5 Stars,Normal,50,50,55,55,45,45,60,35,30,V.High,0,0
14574,LF,Jose Benitez,HON,A,08/11/2000,R,1.5 Stars,2.5 Stars,Normal,55,55,50,50,45,55,70,65,65,V.High,2019,18
14559,C,Tim Cummings,GAL,A,08/12/2000,L,1.5 Stars,2.0 Stars,Normal,45,45,40,50,40,45,35,30,30,High,2019,109
14573,C,Jeremy Sandoval,-,-,08/13/2000,R,1.0 Stars,2.0 Stars,Normal,50,50,45,40,30,50,30,20,20,V.High,0,0
15217,2B,Azim Aladdin,NKO,R,08/13/2000,R,1.0 Stars,2.0 Stars,Normal,50,50,40,40,35,50,55,45,45,Avg,0,0
15177,1B,Graviel Laborde,-,-,08/16/2000,R,1.0 Stars,2.0 Stars,Normal,35,45,40,40,50,55,35,30,20,V.High,0,0
15477,SS,Young-kyu Kang,GAL,R,08/16/2000,R,1.0 Stars,2.0 Stars,Normal,45,45,45,50,45,45,55,55,55,High,0,0
14542,CF,Stewart Atkinson,CAL,R,08/16/2000,R,1.5 Stars,2.0 Stars,Normal,50,45,45,50,45,45,55,45,40,High,2019,213
14810,RF,Wilson Riojas,RME,R,08/22/2000,L,1.5 Stars,3.0 Stars,Normal,60,55,55,65,45,50,60,65,70,V.High,0,0
15307,LF,Sandy Ruiz,STU,R,08/23/2000,R,1.0 Stars,1.5 Stars,Normal,40,40,35,25,25,45,50,50,50,Avg,0,0
14858,SS,Carlo Hutcheon,CLE,AA,08/23/2000,R,1.5 Stars,2.0 Stars,Normal,50,45,45,50,50,45,35,35,40,High,0,0
14947,C,Ivan Olivas,SMT,A,08/24/2000,R,1.0 Stars,2.0 Stars,Normal,45,50,45,45,45,50,35,40,40,High,0,0
14891,C,Odílio Corvite,SMT,R,08/25/2000,R,1.0 Stars,2.0 Stars,Durable,45,45,40,50,45,45,25,25,25,Low,0,0
14570,SS,Freddy Perez,-,-,08/28/2000,R,1.0 Stars,2.5 Stars,Normal,55,55,45,55,40,55,60,35,30,V.High,0,0
14880,3B,Alvin Serrano,CLE,R,08/29/2000,R,1.0 Stars,2.0 Stars,Durable,50,45,50,50,45,45,40,35,35,High,0,0
14445,LF,Jose Madrigal,VAN,A,08/29/2000,R,1.5 Stars,2.5 Stars,Normal,70,65,65,40,50,55,75,70,65,V.High,2019,11
13950,CF,Jason Johnson,GAL,A,09/03/2000,R,1.5 Stars,2.0 Stars,Normal,50,50,45,50,40,50,60,35,25,V.High,2018,18
14466,C,Fernando Woodhouse,-,-,09/05/2000,R,1.0 Stars,2.0 Stars,Durable,45,45,40,45,30,45,35,45,55,V.High,2019,221
14855,1B,Ratko Ralevic,NKO,A,09/06/2000,R,1.5 Stars,3.0 Stars,Normal,55,55,50,65,40,55,25,25,20,V.High,0,0
15138,LF,Thabit bin Moosa,SMT,R,09/06/2000,L,1.5 Stars,2.5 Stars,Normal,50,55,50,50,45,60,60,45,50,Low,0,0
15140,3B,Sandro Pepulim,DUB,R,09/07/2000,R,1.0 Stars,2.0 Stars,Normal,55,55,45,40,40,55,40,30,20,Low,0,0
15341,CF,Bart Sillars,LON,A,09/08/2000,S,1.5 Stars,2.0 Stars,Normal,55,50,50,50,45,50,60,50,45,V.High,0,0
14838,3B,Steven Rollet,TOR,A,09/08/2000,R,1.5 Stars,2.5 Stars,Normal,60,50,40,55,45,45,35,35,50,High,0,0
13851,SS,Jesus Pena,CLE,A,09/09/2000,L,1.5 Stars,2.0 Stars,Normal,50,50,55,50,40,50,60,45,45,V.High,2018,15
14773,SS,Guus Mulder,SMT,R,09/11/2000,S,1.0 Stars,2.0 Stars,Normal,50,55,40,25,45,55,65,65,65,Avg,0,0
14942,1B,Teddy Lowe,-,-,09/13/2000,R,1.0 Stars,1.5 Stars,Normal,35,40,30,30,35,45,25,25,35,V.High,0,0
14963,2B,Marcus Bethea,TOK,A,09/15/2000,R,1.0 Stars,1.5 Stars,Normal,45,50,35,30,35,50,60,45,40,High,0,0
14471,3B,Eric Hettich,DUB,R,09/16/2000,R,1.5 Stars,2.5 Stars,Normal,55,65,50,40,55,70,60,55,55,High,2019,96
14911,CF,Miguel Hernandez,LAP,AA,09/17/2000,L,1.5 Stars,2.5 Stars,Normal,45,60,50,50,45,80,55,45,45,High,0,0
15128,RF,Jonathan Otten,TOK,R,09/18/2000,L,1.0 Stars,2.0 Stars,Normal,50,50,45,25,45,50,30,40,35,High,0,0
17070,CF,Bernard Merz,-,-,09/18/2000,R,1.5 Stars,2.5 Stars,Normal,55,60,65,45,45,65,55,45,45,High,0,0
14453,SS,Edmondo Fattori,HON,A,09/18/2000,R,1.5 Stars,2.0 Stars,Normal,45,50,40,45,35,55,60,55,55,High,2019,118
14509,3B,Tim Bayer,LDN,A,09/18/2000,L,1.5 Stars,2.5 Stars,Normal,65,60,45,55,45,55,35,45,45,High,2019,46
14845,1B,Rene Veen,STU,R,09/22/2000,R,1.0 Stars,2.0 Stars,Normal,45,45,45,50,45,45,35,40,40,Low,0,0
14444,RF,Tanner Beaudoin,-,-,09/22/2000,S,1.0 Stars,2.0 Stars,Normal,45,50,50,45,40,55,40,40,30,V.High,2019,195
14503,2B,Barry Keppell,TOK,A,09/27/2000,R,1.5 Stars,2.0 Stars,Normal,45,50,40,45,45,55,60,50,35,High,2020,224
17569,1B,Omran bin Sajid,-,-,09/29/2000,L,1.5 Stars,2.0 Stars,Normal,55,60,45,40,50,70,35,25,20,Avg,0,0
14879,C,Mark Lanegan,STU,A,09/30/2000,R,1.5 Stars,2.5 Stars,Normal,50,55,55,55,45,60,30,30,30,V.High,0,0
15564,CF,Robby Sinclair,-,-,10/03/2000,L,1.0 Stars,2.0 Stars,Normal,55,55,45,40,45,50,45,45,35,V.High,0,0
14463,RF,Raymond Krajancic,-,-,10/03/2000,R,1.0 Stars,2.0 Stars,Normal,50,55,40,30,55,55,40,30,35,V.High,0,0
14490,RF,Steve Eades,SMT,R,10/04/2000,L,1.5 Stars,2.5 Stars,Normal,50,60,50,35,50,80,25,25,20,V.High,2019,168
14937,LF,Tiziano Baiano,-,-,10/05/2000,L,1.0 Stars,2.0 Stars,Durable,45,45,45,50,45,45,40,45,50,Avg,0,0
14462,2B,Ben Nesmith,CLE,A,10/08/2000,R,1.5 Stars,2.0 Stars,Normal,50,50,45,50,40,50,50,40,35,V.High,2019,145
16926,CF,Ebbe Boersma,-,-,10/08/2000,R,1.5 Stars,2.0 Stars,Normal,50,55,50,50,45,55,35,35,40,High,0,0
16937,SS,Arnout van Pol,-,-,10/13/2000,R,1.5 Stars,2.0 Stars,Normal,55,45,45,70,55,30,40,35,30,High,0,0
14886,C,Stevan Zecevic,DEN,A,10/14/2000,L,1.5 Stars,2.0 Stars,Normal,50,45,50,55,40,40,25,30,30,V.High,0,0
15208,LF,Jose Burgos,-,-,10/14/2000,L,1.0 Stars,2.0 Stars,Normal,45,50,45,45,45,50,40,40,35,Avg,0,0
15136,3B,Axel Welch,CUR,A,10/16/2000,R,1.0 Stars,2.0 Stars,Durable,45,45,40,50,35,45,70,45,45,Low,0,0
14430,RF,Alejandro Gonzalez,-,-,10/16/2000,L,1.5 Stars,2.5 Stars,Normal,50,50,45,55,50,55,35,40,40,V.High,0,0
15151,2B,Slavko Ogrijenovic,LDN,R,10/18/2000,S,1.0 Stars,2.0 Stars,Durable,50,55,40,45,35,60,50,35,40,High,0,0
14369,C,Tim Hooks,-,-,10/18/2000,R,1.0 Stars,2.0 Stars,Normal,40,40,45,55,45,45,20,40,40,V.High,0,0
14984,LF,Luc Briatore,CUR,A,10/19/2000,S,1.0 Stars,2.0 Stars,Normal,50,50,45,45,40,50,45,40,40,Avg,0,0
14862,LF,Allen Parker,LON,AA,10/21/2000,R,1.5 Stars,3.5 Stars,Durable,65,75,50,55,50,75,35,25,20,V.High,0,0
14506,RF,Ji-hoon Kuk,HON,R,10/24/2000,L,1.0 Stars,2.0 Stars,Normal,50,55,50,30,35,65,60,45,35,High,2019,161
14467,DH,Ben Lonsdale,AMS,A,10/25/2000,L,1.5 Stars,2.5 Stars,Normal,65,60,45,45,50,55,50,45,40,V.High,2019,181
14429,C,Brian Kelly,DUB,R,10/25/2000,R,1.5 Stars,2.0 Stars,Normal,45,45,40,45,35,40,30,25,25,V.High,2019,119
15379,1B,Steef ten Brinke,LAP,AA,10/26/2000,R,1.5 Stars,2.5 Stars,Normal,55,55,50,55,45,55,35,25,30,High,0,0
14842,CF,Nelson Servantez,CLE,A,10/29/2000,S,1.5 Stars,3.0 Stars,Normal,50,60,70,55,50,70,60,35,30,V.High,0,0
14824,RF,Rudjer Vujica,TOR,A,10/30/2000,L,1.0 Stars,2.0 Stars,Normal,55,45,50,65,40,30,50,45,35,Low,0,0
15257,3B,Affan bin Nazeeh,LON,A,10/31/2000,L,1.5 Stars,1.5 Stars,Normal,35,45,35,30,45,55,30,20,20,High,0,0
15254,LF,Timmy Verra,-,-,11/02/2000,R,1.0 Stars,2.0 Stars,Normal,45,50,40,30,45,55,55,50,45,Low,0,0
14591,CF,Inês Centeio,TOK,A,11/03/2000,R,1.5 Stars,2.0 Stars,Normal,45,50,60,50,40,60,55,45,40,Low,2019,122
15218,LF,Philip van Baalen,VAN,AA,11/04/2000,L,1.5 Stars,2.5 Stars,Normal,55,60,45,45,45,65,45,35,30,High,0,0
14988,CF,Victor San Miguel,CLE,A,11/05/2000,L,1.5 Stars,2.5 Stars,Normal,60,65,50,50,40,65,35,45,50,V.High,0,0
14982,CF,Kadeen Wafid,-,-,11/07/2000,S,1.0 Stars,1.5 Stars,Normal,40,45,45,45,30,45,50,40,40,Avg,0,0
15364,C,Raul Cabrera,TOR,R,11/07/2000,L,1.0 Stars,2.0 Stars,Normal,45,45,40,50,40,50,30,25,20,V.High,0,0
15280,1B,Edwin Bahena,-,-,11/08/2000,S,1.0 Stars,2.0 Stars,Normal,45,50,40,45,40,50,30,30,30,Avg,0,0
15351,C,Ricky Ramos,LDN,A,11/09/2000,R,1.5 Stars,3.5 Stars,Durable,60,60,50,60,50,55,30,30,25,V.High,0,0
15145,SS,Lyndon Joseph,AMS,R,11/09/2000,R,1.0 Stars,2.0 Stars,Normal,50,55,45,35,50,55,45,45,55,Low,0,0
17577,3B,Alvaro Quiroz,-,-,11/11/2000,L,1.5 Stars,3.0 Stars,Durable,55,60,75,55,45,70,35,30,20,Avg,0,0
15422,CF,Juan Lira,NKO,R,11/13/2000,R,1.0 Stars,2.0 Stars,Normal,45,50,50,50,35,50,60,35,30,High,0,0
14474,RF,Devon Williams,NKO,R,11/14/2000,L,1.5 Stars,2.0 Stars,Normal,55,50,50,50,40,45,60,55,60,High,2019,134
15404,LF,Jun-young Kim,-,-,11/14/2000,R,1.0 Stars,2.0 Stars,Normal,45,45,45,40,45,45,45,55,55,Avg,0,0
15188,1B,Israel van Gelder,-,-,11/17/2000,R,1.0 Stars,2.0 Stars,Normal,50,50,40,40,40,50,35,30,25,V.High,0,0
15419,2B,Miguel Reyes,STU,R,11/18/2000,R,1.5 Stars,2.5 Stars,Normal,55,55,50,60,45,50,45,35,35,High,0,0
15185,LF,Marcos Cruz,LON,AAA,11/18/2000,L,1.5 Stars,2.0 Stars,Normal,55,45,45,45,50,35,30,30,25,High,0,0
15344,CF,Nuri bin Saleem,VAN,A,11/21/2000,R,1.5 Stars,2.0 Stars,Normal,50,50,50,45,40,50,75,55,45,V.High,0,0
15190,C,Joseph Smith,LON,R,11/23/2000,R,1.0 Stars,1.5 Stars,Normal,40,45,30,25,35,50,20,20,20,Avg,0,0
15407,LF,Rudolph Greenberg,DEN,A,11/24/2000,R,1.5 Stars,2.5 Stars,Normal,55,55,45,50,45,60,40,40,35,V.High,0,0
15361,CF,Hyun-woo Jung,HON,A,11/26/2000,R,1.5 Stars,2.0 Stars,Durable,45,55,65,30,35,65,75,75,80,V.High,0,0
14433,2B,Javy Gonzales,VAN,AA,11/26/2000,R,1.5 Stars,3.5 Stars,Normal,80,80,60,40,45,75,50,40,40,V.High,2019,70
15196,CF,Svetozar Randjelovic,STU,R,11/29/2000,L,1.0 Stars,2.0 Stars,Normal,50,55,55,45,45,55,70,55,60,Avg,0,0
15362,2B,Folkert Donkers,ADE,R,11/29/2000,R,1.5 Stars,2.5 Stars,Normal,70,65,45,45,35,55,40,45,40,V.High,0,0
15235,2B,Fergus Brooks,-,-,11/30/2000,S,1.0 Stars,2.0 Stars,Normal,45,50,40,30,45,55,65,60,65,Low,0,0
15414,C,Manny Vazquez,DUB,R,12/01/2000,R,1.5 Stars,2.5 Stars,Normal,55,55,45,50,50,55,25,35,40,Avg,0,0
15267,CF,Nuh Sameer,SMT,R,12/02/2000,L,1.0 Stars,2.0 Stars,Normal,55,50,45,55,45,50,45,30,35,High,0,0
15298,LF,Guarçia Sanguinetti,HAV,R,12/03/2000,R,1.0 Stars,2.0 Stars,Normal,50,50,40,35,45,50,25,35,30,V.High,0,0
15387,LF,Tony Miranda,HAV,AA,12/03/2000,L,2.0 Stars,3.0 Stars,Normal,55,60,65,55,50,65,50,50,60,V.High,0,0
15440,C,Bradley Davidson,LAP,A,12/05/2000,R,1.5 Stars,2.0 Stars,Normal,55,60,40,30,35,60,30,20,20,V.High,0,0
15400,C,Iestyn Craig,STU,R,12/06/2000,R,1.0 Stars,2.5 Stars,Normal,50,50,45,50,45,50,30,35,30,High,0,0
15563,SS,Mike Evans,CUR,A,12/08/2000,R,1.5 Stars,2.5 Stars,Normal,50,55,75,50,45,60,65,65,65,V.High,2019,16
15211,C,Baltwin Hager,-,-,12/09/2000,R,1.0 Stars,1.5 Stars,Normal,40,45,35,35,35,50,25,20,20,V.High,0,0
15421,1B,Dong-sik Ko,-,-,12/12/2000,S,1.5 Stars,2.0 Stars,Normal,45,45,45,45,35,50,35,30,25,V.High,0,0
15293,2B,Sjelle Geurts,GAL,R,12/12/2000,R,1.0 Stars,1.5 Stars,Normal,35,40,45,35,45,45,55,30,20,Avg,0,0
15348,1B,Dimitrije Bogicevic,TOR,R,12/13/2000,L,1.5 Stars,3.0 Stars,Normal,60,60,50,60,50,55,35,30,25,V.High,0,0
15360,CF,Luis Lima,DEN,A,12/14/2000,S,1.5 Stars,2.0 Stars,Normal,45,45,50,45,40,50,65,65,65,V.High,0,0
15368,3B,Jamie MacLeod,CLE,A,12/18/2000,R,1.0 Stars,2.0 Stars,Normal,50,50,50,50,40,50,35,35,40,V.High,0,0
15354,RF,Ji-won Lee,HAV,R,12/19/2000,S,1.5 Stars,4.0 Stars,Normal,65,70,75,60,55,70,65,45,35,V.High,0,0
15003,1B,Oliver Mackenzie,AMS,R,12/20/2000,R,1.5 Stars,3.0 Stars,Normal,65,60,50,55,50,50,30,25,20,High,2019,205
15284,CF,Roberto Laureles,TOR,R,12/20/2000,L,1.0 Stars,2.0 Stars,Normal,50,55,45,35,50,65,50,35,30,High,0,0
15408,RF,Nasser Khayri,STU,R,12/20/2000,R,1.5 Stars,2.5 Stars,Normal,55,50,50,60,45,45,45,50,50,High,0,0
15010,CF,Ernst Coady,-,-,12/20/2000,R,1.0 Stars,1.5 Stars,Normal,40,45,35,35,40,45,45,45,50,V.High,2019,233
15264,SS,Abdul-Fattah Abu Bakr,CAL,R,12/21/2000,S,1.5 Stars,2.5 Stars,Normal,50,55,55,50,40,55,40,45,50,V.High,0,0
14977,SS,Odilon Contreras,TOR,R,12/22/2000,R,1.5 Stars,2.0 Stars,Normal,50,50,40,30,50,50,45,50,50,V.High,0,0
14442,CF,Art Rabinovich,RME,R,12/24/2000,L,1.5 Stars,2.0 Stars,Normal,55,50,45,35,45,50,60,35,35,V.High,2019,231
14956,C,Allen Rowe,RME,R,12/25/2000,R,1.5 Stars,2.0 Stars,Normal,50,45,40,45,35,45,20,30,25,High,0,0
