ID,POS,Name,DOB,OVR,POT,Prone,HT P,CON P,GAP P,POW P,EYE P,K P,SPE,SctAcc
17568,SS,Roy Bourke,02/26/2001,1.5 Stars,2.0 Stars,Normal,55,55,50,40,45,60,45,Avg
13186,RF,HERMAN BOUT,05/06/1997,2.0 Stars,2.0 Stars,Normal,40,45,45,50,35,50,65,High
12979,2B,Thomas Bouvet,03/04/1997,1.5 Stars,2.0 Stars,Durable,50,50,45,50,45,50,50,High
12737,1B,Wendell Boxsell,11/05/1997,1.5 Stars,2.0 Stars,Normal,40,50,35,40,35,60,35,V.High
15687,LF,Whitney Braine,08/26/2003,1.0 Stars,2.0 Stars,Normal,45,45,45,45,50,45,35,V.High
17304,CF,Yannick Brandt,04/24/2004,1.0 Stars,2.0 Stars,Normal,50,50,40,45,40,50,30,Avg
13881,CF,Jimmy Bray,03/10/2000,1.5 Stars,2.0 Stars,Normal,50,45,50,50,40,40,65,Avg
16464,RF,Sean Brecher,09/08/2003,1.0 Stars,2.0 Stars,Normal,60,45,45,50,55,30,25,High
14984,LF,Luc Briatore,10/19/2000,1.0 Stars,2.0 Stars,Normal,50,50,45,45,40,50,45,Avg
16382,3B,Roger Brito,02/08/2002,1.0 Stars,2.0 Stars,Normal,50,45,45,40,45,30,30,V.High
16340,C,Maurice Broadley,12/21/2003,1.0 Stars,2.0 Stars,Normal,50,55,50,45,40,55,30,High
15235,2B,Fergus Brooks,11/30/2000,1.0 Stars,2.0 Stars,Normal,45,50,40,30,45,55,65,Low
14158,3B,Nigel Brooks,10/23/1998,1.5 Stars,2.0 Stars,Normal,70,55,50,30,75,45,30,Low
15009,CF,Elton Brophy,10/10/1997,1.5 Stars,2.0 Stars,Durable,45,45,45,45,45,45,60,V.High
10631,SS,GARREK BROWN,06/06/1995,1.5 Stars,2.0 Stars,Normal,45,50,55,25,45,50,55,V.High
15174,3B,Peter Brown,07/26/2000,1.0 Stars,2.0 Stars,Normal,50,50,45,50,40,50,35,Low
13832,2B,Gerold Bruins,07/10/1995,1.5 Stars,2.0 Stars,Normal,60,55,45,30,50,50,30,Low
15468,2B,Roelof Bryan,08/25/2001,1.0 Stars,2.0 Stars,Normal,50,50,40,30,55,50,45,Avg
16097,1B,Ian Buanoroti,05/05/2002,1.0 Stars,2.0 Stars,Normal,55,45,45,60,50,30,60,Avg
16608,C,Joel Bucio,12/23/2002,1.0 Stars,2.0 Stars,Normal,45,45,40,40,45,45,30,Avg
11794,RF,CLIVE BUFTON,05/03/1996,1.5 Stars,2.0 Stars,Normal,55,50,40,55,30,45,55,V.High
10698,3B,Christos Bull,11/22/1994,2.0 Stars,2.0 Stars,Normal,50,50,45,50,50,50,20,V.High
10331,2B,Cain Bullock,04/06/1992,2.0 Stars,2.0 Stars,Wrecked,40,45,35,50,45,50,20,V.High
13367,C,Sean Burdette,07/10/1998,1.0 Stars,2.0 Stars,Normal,45,45,45,40,35,45,20,V.High
12080,2B,Rafael Burgess,03/19/1996,2.0 Stars,2.0 Stars,Normal,55,55,45,45,45,55,45,High
15208,LF,Jose Burgos,10/14/2000,1.0 Stars,2.0 Stars,Normal,45,50,45,45,45,50,40,Avg
10876,RF,Steve Burkhart,08/09/1993,2.0 Stars,2.0 Stars,Normal,55,50,50,45,45,45,50,V.High
14991,RF,Dermot Burt,01/23/1997,2.0 Stars,2.0 Stars,Normal,55,55,45,55,45,50,30,Avg
12047,3B,Emil Bussink,03/10/1996,2.0 Stars,2.0 Stars,Normal,55,50,45,50,35,45,65,High
9282,CF,Damian Bywaters,01/20/1990,2.0 Stars,2.0 Stars,Durable,45,45,55,50,55,40,40,Avg
15364,C,Raul Cabrera,11/07/2000,1.0 Stars,2.0 Stars,Normal,45,45,40,50,40,50,30,V.High
13150,SP,Braz Cafu,07/14/1997,1.5 Stars,2.0 Stars,Fragile,45,45,30,20,35,45,30,V.High
16305,RF,Bill Cagnon,06/25/2003,1.0 Stars,2.0 Stars,Normal,50,55,45,45,45,55,45,High
12389,C,RUSSELL CALDWELL,03/03/1997,1.5 Stars,2.0 Stars,Normal,45,45,40,45,40,45,25,V.High
13089,2B,Brian Calvano,08/11/1998,1.0 Stars,2.0 Stars,Normal,50,50,45,35,40,50,50,V.High
15489,2B,Joseph Calveley,09/17/2001,1.0 Stars,2.0 Stars,Normal,50,55,45,45,50,55,45,Low
16098,CF,Alexander Calvert,09/23/2002,1.0 Stars,2.0 Stars,Normal,50,50,40,40,45,50,35,Low
12625,1B,Connor Cameron,04/11/1997,2.0 Stars,2.0 Stars,Durable,50,50,45,50,45,50,60,Avg
17303,SS,Jon Campa,05/15/2004,1.0 Stars,2.0 Stars,Normal,50,50,50,35,40,50,40,Low
14611,SS,Dino Canalo,10/18/1999,1.5 Stars,2.0 Stars,Normal,65,55,45,40,50,50,65,High
14998,C,Donato Canavaro,04/03/2001,1.5 Stars,2.0 Stars,Normal,50,50,45,45,40,45,35,High
7474,LF,Gabriele Capriati,12/15/1984,2.0 Stars,2.0 Stars,Normal,40,45,50,45,60,50,55,V.High
14256,3B,Georgio Carafa,06/16/1999,1.0 Stars,2.0 Stars,Normal,45,45,40,45,45,40,65,Avg
11260,3B,Joaquin Carballo,04/10/1995,2.0 Stars,2.0 Stars,Durable,55,55,45,50,40,55,50,V.High
17274,RF,Juan Carmona,03/11/2004,1.0 Stars,2.0 Stars,Normal,50,50,45,35,45,50,40,Low
12112,C,Jonathan Carnini,02/28/1996,2.0 Stars,2.0 Stars,Normal,45,45,45,50,45,45,30,High
15786,RF,Benito Carpaccio,01/10/1999,1.5 Stars,2.0 Stars,Normal,50,60,45,40,35,75,35,High
14562,CF,Rocco Carracci,07/25/2001,1.5 Stars,2.0 Stars,Normal,50,50,45,45,40,45,60,V.High
10791,3B,Marcos Carrera,11/28/1991,2.0 Stars,2.0 Stars,Normal,50,45,45,40,45,35,40,V.High
15869,CF,Dennis Carrier,07/31/2003,1.0 Stars,2.0 Stars,Normal,55,55,40,40,45,50,40,High
14082,SP,Len Carrier,01/03/1999,1.5 Stars,2.0 Stars,Normal,45,45,35,25,45,45,20,V.High
9603,C,JAMIE CARTER,07/16/1991,2.0 Stars,2.0 Stars,Iron Man,40,45,30,50,55,55,25,V.High
13268,CF,Nate Carter,12/18/1993,2.0 Stars,2.0 Stars,Normal,50,50,60,45,40,50,60,High
14707,LF,Lucas Casale,09/02/1999,1.5 Stars,2.0 Stars,Durable,60,60,45,40,45,55,40,V.High
13799,LF,Jonah Casey,02/07/1994,2.0 Stars,2.0 Stars,Durable,55,50,50,45,45,45,55,Low
14996,C,Jonathan Cashdollar,07/30/2000,1.0 Stars,2.0 Stars,Normal,35,40,40,50,45,40,20,V.High
17219,2B,Alfredo Castellano,12/17/2003,1.0 Stars,2.0 Stars,Durable,45,45,40,45,45,45,45,Low
10524,2B,Jose Castellanos,09/03/1991,2.0 Stars,2.0 Stars,Durable,50,50,45,40,45,50,40,High
11505,SP,DAVE CAVAZOS,07/05/1995,2.0 Stars,2.0 Stars,Normal,45,45,40,30,45,45,25,Avg
15359,LF,Luis Cavazos,02/16/2001,1.0 Stars,2.0 Stars,Normal,45,45,45,45,35,50,35,Avg
14354,2B,Ichiro Cazal,12/19/1998,1.5 Stars,2.0 Stars,Normal,50,45,55,50,40,45,70,V.High
14863,2B,Sergio Ceja,12/08/1999,1.5 Stars,2.0 Stars,Normal,45,45,45,55,50,45,65,High
14591,CF,Inês Centeio,11/03/2000,1.5 Stars,2.0 Stars,Normal,45,50,60,50,40,60,55,Low
17084,C,Tony Cervantes,04/05/2005,1.0 Stars,2.0 Stars,Normal,55,45,45,55,45,45,20,High
16839,C,Mario Chagoya,06/07/2003,1.0 Stars,2.0 Stars,Normal,45,45,45,50,45,40,25,Avg
12404,LF,CARLOS CHAIDEZ,05/03/1997,1.5 Stars,2.0 Stars,Normal,50,50,50,50,35,45,40,V.High
10046,SS,NICK CHANDLER,12/20/1987,2.0 Stars,2.0 Stars,Normal,40,40,50,35,45,35,50,V.High
17406,LF,Hal Chapple,12/27/2003,1.0 Stars,2.0 Stars,Normal,55,55,50,45,45,55,55,Avg
15504,RF,Mike Charron,02/15/2001,1.0 Stars,2.0 Stars,Normal,35,45,45,40,45,55,50,Avg
13745,RF,Danny Chavez,04/24/1998,1.5 Stars,2.0 Stars,Normal,50,50,45,30,45,50,45,V.High
13610,1B,Jose Chavez,12/07/1997,1.5 Stars,2.0 Stars,Normal,45,50,50,45,35,55,35,Low
11910,2B,Christos Cheadle,01/25/1996,2.0 Stars,2.0 Stars,Normal,55,50,40,30,40,45,60,V.High
17808,RF,Ling-kung Chen,03/14/2005,1.0 Stars,2.0 Stars,Durable,40,40,45,60,45,45,60,Low
12417,3B,JUSTIN CHERRY,07/23/1997,1.5 Stars,2.0 Stars,Normal,50,55,50,50,45,55,40,High
14003,2B,Tomehiro Chianca,03/22/1998,1.5 Stars,2.0 Stars,Normal,50,50,45,30,45,55,65,V.High
12672,LF,Claude Chieregati,01/03/1996,1.5 Stars,2.0 Stars,Durable,40,50,40,25,55,70,30,V.High
16910,1B,Micah Child,07/04/2003,1.0 Stars,2.0 Stars,Normal,50,40,40,50,45,30,30,High
11736,RF,Yves Chiron,11/10/1996,1.5 Stars,2.0 Stars,Normal,65,70,50,30,40,65,35,Avg
17712,C,Hae-chan Choo,03/22/2001,1.5 Stars,2.0 Stars,Normal,45,50,50,45,45,55,45,Avg
10907,C,BILL CHURCH,07/13/1994,1.5 Stars,2.0 Stars,Durable,45,50,35,40,45,50,25,V.High
11862,SS,Blaise Cibelli,10/28/1994,2.0 Stars,2.0 Stars,Normal,35,45,50,40,55,55,50,V.High
17157,SS,Pio Ciocchi,10/08/2004,1.0 Stars,2.0 Stars,Normal,50,50,45,55,45,55,45,High
14308,C,Vito Ciottone,04/15/1999,1.5 Stars,2.0 Stars,Normal,45,45,35,30,45,50,40,High
15988,C,Ognjeslav Ckrebic,01/25/2002,1.0 Stars,2.0 Stars,Normal,50,60,35,35,40,70,30,Low
15005,C,Arthur Clark,01/30/2001,1.0 Stars,2.0 Stars,Normal,50,50,40,50,40,55,25,V.High
13796,C,GERALD CLARKE,08/21/1994,2.0 Stars,2.0 Stars,Normal,50,50,40,50,40,50,30,Low
13778,C,JEREMY CLARY,10/20/1994,1.5 Stars,2.0 Stars,Normal,45,45,45,50,45,40,25,Avg
9532,C,MIKE CLAY,08/04/1991,2.0 Stars,2.0 Stars,Iron Man,40,40,30,25,45,40,25,V.High
10927,CF,CHRIS CLOSSEY,09/09/1994,2.0 Stars,2.0 Stars,Normal,45,50,40,45,55,55,65,High
14235,C,Ron Clough,08/14/1999,1.5 Stars,2.0 Stars,Normal,50,50,45,45,40,50,25,High
15406,C,Blair Cobb,03/04/2000,1.0 Stars,2.0 Stars,Normal,45,45,40,35,45,45,35,V.High
7676,RF,Jayne Cobb,05/08/1986,2.0 Stars,2.0 Stars,Normal,35,35,35,55,50,35,55,Avg
13732,2B,Lorenzo Cocciarella,11/06/1998,2.0 Stars,2.0 Stars,Normal,50,45,45,45,35,45,75,High
11310,C,Antan Cochat,04/09/1995,1.5 Stars,2.0 Stars,Normal,45,45,40,35,45,50,25,Avg
12039,2B,Rob Coenen,06/25/1996,2.0 Stars,2.0 Stars,Normal,55,50,45,50,45,50,45,V.High
10601,CF,BILL COLE,10/19/1994,2.0 Stars,2.0 Stars,Normal,55,50,50,40,50,45,50,High
11909,1B,William Coles,10/19/1995,2.0 Stars,2.0 Stars,Normal,55,50,55,50,40,45,40,Avg
12642,2B,Alexis Collado,09/28/1996,1.5 Stars,2.0 Stars,Normal,50,50,40,30,30,50,50,High
14203,2B,Bernard Collins,02/23/1999,1.5 Stars,2.0 Stars,Durable,55,60,50,40,45,65,55,High
16561,C,André Combe,01/30/2004,1.0 Stars,2.0 Stars,Durable,50,55,45,40,45,60,30,High
10484,SS,Al Connel,01/20/1993,2.0 Stars,2.0 Stars,Fragile,45,50,55,50,40,50,50,High
17156,SS,Andy Constable,03/18/2005,1.0 Stars,2.0 Stars,Normal,45,45,45,45,55,50,50,High
17322,SS,Edwin Contreras,03/22/2004,1.0 Stars,2.0 Stars,Durable,40,40,40,50,50,40,60,High
14977,SS,Odilon Contreras,12/22/2000,1.5 Stars,2.0 Stars,Normal,50,50,40,30,50,50,40,High
10359,1B,Justin Cooke,03/12/1994,2.0 Stars,2.0 Stars,Normal,55,55,50,45,55,55,45,V.High
10963,SS,NICK COOPER,05/10/1996,1.0 Stars,2.0 Stars,Normal,55,55,45,40,50,50,55,V.High
16813,3B,Herman Coort,08/13/2003,1.0 Stars,2.0 Stars,Normal,50,50,40,45,40,55,30,Low
11027,C,ROSS COPELAND,08/22/1995,2.0 Stars,2.0 Stars,Normal,40,45,45,50,45,50,50,Avg
12946,SP,KEN CORBIN,10/29/1994,2.0 Stars,2.0 Stars,Normal,45,45,40,20,35,45,30,High
15613,SS,Sisto Cordova,08/28/1997,1.5 Stars,2.0 Stars,Normal,45,45,45,40,45,50,55,High
17185,1B,Robby Coreas,09/21/2003,1.0 Stars,2.0 Stars,Normal,50,50,45,40,35,55,35,High
13594,2B,Mario Cornejo,04/03/1998,1.5 Stars,2.0 Stars,Normal,40,45,40,55,40,50,45,High
13551,3B,Ethan Cornell,06/13/1998,1.5 Stars,2.0 Stars,Normal,45,45,45,50,45,45,70,V.High
13155,LF,Joe Cornell,03/02/1998,2.0 Stars,2.0 Stars,Normal,55,55,40,45,40,50,60,Low
11659,1B,Anakale Corowa,08/28/1995,2.0 Stars,2.0 Stars,Normal,50,45,55,60,45,35,55,V.High
17708,2B,Stephano Corradini,02/15/2004,1.0 Stars,2.0 Stars,Normal,45,45,45,40,50,45,55,Avg
16132,3B,David Corral,07/11/2001,1.0 Stars,2.0 Stars,Normal,40,45,45,50,50,45,50,High
10819,C,Lance Corti,10/27/1993,2.0 Stars,2.0 Stars,Durable,40,40,35,40,40,40,20,High
14550,2B,Jorge Cortinez,07/07/2001,1.0 Stars,2.0 Stars,Normal,50,50,45,50,40,50,40,Avg
14891,C,Odílio Corvite,08/25/2000,1.0 Stars,2.0 Stars,Durable,45,45,40,50,45,45,25,Low
14868,LF,Jovan Cosic,01/16/2000,1.5 Stars,2.0 Stars,Normal,50,50,50,50,40,50,35,High
15521,C,Radovan Cosic,05/11/2002,1.0 Stars,2.0 Stars,Durable,50,50,50,50,55,45,30,High
14933,SP,Corrado Cossa,07/25/2000,1.5 Stars,2.0 Stars,Normal,45,45,30,20,40,45,25,High
14031,2B,Will Costello,07/04/1998,2.0 Stars,2.0 Stars,Normal,50,50,45,45,35,50,50,V.High
13200,CF,BRAD COTE,09/11/1997,1.5 Stars,2.0 Stars,Normal,50,55,45,30,40,60,50,High
12775,1B,Phil Coulter,04/28/1996,1.5 Stars,2.0 Stars,Normal,50,55,45,30,45,60,35,Avg
8400,RF,MIKE COUREY,02/01/1989,2.0 Stars,2.0 Stars,Fragile,50,50,45,45,45,50,40,V.High
16118,LF,Bernard Crawford,07/15/2002,1.0 Stars,2.0 Stars,Normal,55,50,40,45,35,50,30,Low
13032,C,Leo Crawford,06/01/1998,1.5 Stars,2.0 Stars,Normal,60,55,40,40,45,50,30,High
14714,LF,Luís Crispim,09/03/1999,1.5 Stars,2.0 Stars,Normal,50,50,45,55,45,55,35,V.High
15483,1B,Mathieu Crivelli,01/02/2001,1.5 Stars,2.0 Stars,Normal,45,45,35,40,35,50,20,High
11181,C,Clay Cross,01/09/1991,2.0 Stars,2.0 Stars,Iron Man,25,35,40,20,50,45,45,V.High
16267,CF,Logan Cross,12/09/2003,1.0 Stars,2.0 Stars,Durable,50,55,50,50,45,55,40,High
13521,SS,Francisco Cruz,12/18/1997,1.5 Stars,2.0 Stars,Normal,45,50,45,45,40,60,45,High
16810,C,Juan Cruz,02/01/2003,1.0 Stars,2.0 Stars,Normal,50,55,40,35,45,55,20,Avg
15185,LF,Marcos Cruz,11/18/2000,1.5 Stars,2.0 Stars,Normal,55,45,45,45,45,30,30,Low
13659,SS,Jing-bo Cuan,05/16/1998,1.5 Stars,2.0 Stars,Normal,55,55,50,50,40,50,60,High
12363,SS,RICKY CUCVAS,07/19/1998,1.5 Stars,2.0 Stars,Normal,50,60,45,35,40,65,50,High
13867,LF,Jeremy Cummings,03/01/1999,1.5 Stars,2.0 Stars,Durable,45,50,40,35,50,65,30,V.High
14559,C,Tim Cummings,08/12/2000,1.5 Stars,2.0 Stars,Normal,45,45,40,50,40,45,35,High
11919,CF,Walt Cummings,09/28/1995,2.0 Stars,2.0 Stars,Normal,55,50,35,40,40,50,55,V.High
9183,RF,CASEY CURCIO,05/27/1990,2.0 Stars,2.0 Stars,Durable,45,50,50,35,50,50,45,V.High
17575,CF,Gilberto Curet,01/25/2001,1.5 Stars,2.0 Stars,Normal,55,55,50,45,45,55,55,Avg
11218,2B,Terry Curnew,09/26/1995,1.5 Stars,2.0 Stars,Normal,55,55,40,50,40,50,35,High
13350,2B,Srdjan Cvijic,01/29/1999,1.5 Stars,2.0 Stars,Normal,45,50,45,55,40,55,60,V.High
12982,2B,IMAD AL DIN DA'UD,08/09/1994,2.0 Stars,2.0 Stars,Normal,50,50,50,50,40,50,55,High
14291,CF,Alfredo Damasso,04/10/1999,1.5 Stars,2.0 Stars,Normal,65,60,45,35,50,55,60,High
16818,SS,Raffaele Damiani,06/28/2003,1.0 Stars,2.0 Stars,Normal,50,50,45,40,45,50,45,Avg
14835,3B,Djodja Danicic,11/13/1999,1.0 Stars,2.0 Stars,Fragile,50,55,40,40,45,55,40,V.High
12239,CF,Rudjer Danicic,12/08/1996,1.5 Stars,2.0 Stars,Normal,50,55,45,35,45,60,60,V.High
14125,CF,Jules Danieli,11/10/1998,1.0 Stars,2.0 Stars,Normal,50,50,45,25,45,50,50,Avg
14087,LF,Iestyn Daniels,06/05/1999,1.5 Stars,2.0 Stars,Durable,50,50,40,40,35,45,35,Avg
15440,C,Bradley Davidson,12/05/2000,1.5 Stars,2.0 Stars,Normal,55,60,40,30,35,60,30,V.High
12658,LF,Lewis Davies,11/20/1996,1.5 Stars,2.0 Stars,Normal,45,50,45,40,50,55,50,High
16534,C,Jerry Davis,02/02/2004,1.0 Stars,2.0 Stars,Normal,45,55,45,35,40,70,40,High
11039,CF,JONATHON DAW,11/04/1995,2.0 Stars,2.0 Stars,Normal,30,35,35,70,50,40,60,V.High
10618,DH,JOHN DAWLEY,03/17/1994,2.0 Stars,2.0 Stars,Normal,50,50,55,45,45,50,50,High
15077,SS,Eric Day,08/08/2002,1.0 Stars,2.0 Stars,Normal,50,50,40,30,45,50,45,Avg
12472,RF,Miguel de Armas,07/16/1996,1.5 Stars,2.0 Stars,Durable,50,55,50,40,60,60,45,V.High
13002,CF,BO DE BOER,08/17/1994,2.0 Stars,2.0 Stars,Normal,55,50,55,50,45,50,50,Avg
16872,2B,Feltse de Boer,07/08/2003,1.0 Stars,2.0 Stars,Normal,50,45,40,45,55,30,50,Avg
15109,CF,Jens de Borst,12/23/2001,1.5 Stars,2.0 Stars,Normal,55,55,50,50,45,55,45,High
10529,CF,Odwin de Heer,07/07/1993,2.0 Stars,2.0 Stars,Fragile,45,45,55,35,50,50,60,V.High
13899,2B,David de Jesus,11/02/1999,1.5 Stars,2.0 Stars,Normal,50,45,50,45,35,40,60,High
11502,C,JOSE DE JESUS,08/23/1996,2.0 Stars,2.0 Stars,Normal,50,50,50,50,45,45,40,V.High
16112,2B,Odmar de Keijzer,07/04/2002,1.0 Stars,2.0 Stars,Normal,45,45,45,35,45,50,60,High
13261,CF,Marco de Kort,12/13/1997,1.5 Stars,2.0 Stars,Normal,50,55,50,40,45,55,45,Avg
15624,CF,Leen de Krijger,10/04/2001,1.0 Stars,2.0 Stars,Durable,60,60,45,40,35,55,60,Low
10755,C,Mario de la Cruz,07/27/1994,2.0 Stars,2.0 Stars,Normal,45,45,40,50,50,50,20,Avg
12134,LF,Alvaro de la Rosa,06/02/1996,2.0 Stars,2.0 Stars,Normal,55,55,50,50,45,50,50,High
15383,C,Wibren de Lange,04/20/2001,1.5 Stars,2.0 Stars,Normal,45,45,35,45,40,50,20,High
15990,C,Derrick de Rijke,02/11/2002,1.0 Stars,2.0 Stars,Normal,45,45,45,45,40,50,25,Avg
12258,CF,REGINALD DE RUIJTER,04/22/1997,1.5 Stars,2.0 Stars,Normal,55,45,60,55,45,25,75,High
11759,SS,ALWIN DE VRIES,12/27/1996,1.5 Stars,2.0 Stars,Fragile,50,50,45,40,40,50,65,High
16415,3B,Donny de Vries,09/08/2003,1.0 Stars,2.0 Stars,Normal,50,50,45,45,45,55,35,High
13644,C,Luppe de Vries,08/04/1998,1.5 Stars,2.0 Stars,Normal,50,40,50,55,45,25,30,Low
14404,LF,Ivan de Vrij,02/06/2000,1.5 Stars,2.0 Stars,Normal,45,45,40,45,30,50,35,Avg
13508,3B,Roelof de Wit,12/12/1997,1.5 Stars,2.0 Stars,Normal,40,45,45,45,40,50,55,High
15482,2B,Franky de Zeeuw,03/07/2001,1.0 Stars,2.0 Stars,Normal,50,55,40,45,45,65,35,High
16109,C,Sander de Zwart,05/15/2002,1.0 Stars,2.0 Stars,Normal,45,50,40,50,45,50,30,Avg
14655,2B,Rob dejong,03/03/2000,1.5 Stars,2.0 Stars,Normal,50,50,40,55,40,50,60,Avg
17539,1B,Kenny Dekker,02/21/1990,2.0 Stars,2.0 Stars,Normal,45,50,40,50,35,60,30,Avg
10435,C,Matt DeLand,12/09/1993,2.0 Stars,2.0 Stars,Normal,45,45,35,45,45,45,25,V.High
13066,C,Danny Delgado,09/17/1998,2.0 Stars,2.0 Stars,Normal,55,55,40,45,35,50,20,High
14270,C,Carlo Della Mea,10/13/1999,1.5 Stars,2.0 Stars,Normal,50,45,45,55,40,45,20,High
13254,1B,Gustavo DeNiro,03/08/1998,1.5 Stars,2.0 Stars,Normal,50,55,45,45,50,55,30,V.High
12002,1B,Bryan Derrick,09/19/1995,1.5 Stars,2.0 Stars,Normal,50,50,35,45,35,50,25,Avg
12950,CF,LUCIEN DERRIEN,02/05/1994,2.0 Stars,2.0 Stars,Normal,50,45,50,55,45,30,65,High
10708,CF,Donato Dettori,05/31/1994,1.5 Stars,2.0 Stars,Normal,45,50,50,30,45,50,50,V.High
17064,CF,Jose Devora,05/31/2003,1.0 Stars,2.0 Stars,Normal,45,50,45,50,55,50,60,Low
13459,3B,Beau Dhu,04/10/1998,1.5 Stars,2.0 Stars,Normal,55,55,50,35,35,55,65,Low
16692,CF,Jose Diaz,02/09/2003,1.0 Stars,2.0 Stars,Normal,45,50,40,35,45,50,35,Avg
10991,LF,MANNY DIAZ,12/19/1995,1.5 Stars,2.0 Stars,Normal,50,50,40,50,45,50,20,High
14179,SP,Tony Diaz,10/23/1998,1.5 Stars,2.0 Stars,Normal,45,45,30,30,40,45,20,V.High
15722,2B,Vinny Diaz,04/06/2003,1.0 Stars,2.0 Stars,Normal,50,50,45,55,50,50,55,High
15607,C,John Dierkes,03/21/1998,1.5 Stars,2.0 Stars,Normal,50,40,40,60,45,30,25,High
15493,2B,Timmy Dijkers,11/11/2001,1.5 Stars,2.0 Stars,Normal,50,55,40,45,35,55,45,High
10153,C,JASON DILLON,05/08/1992,2.0 Stars,2.0 Stars,Normal,50,50,30,30,45,45,25,V.High
14548,2B,Ray Dionne,04/01/2000,1.5 Stars,2.0 Stars,Normal,55,55,50,35,40,60,55,High
15919,CF,Domeneco DiTella,12/10/2001,1.0 Stars,2.0 Stars,Normal,65,60,50,45,40,55,45,V.High
15946,3B,Rudko Djilas,01/26/2002,1.0 Stars,2.0 Stars,Normal,50,45,45,45,35,45,40,Avg
14236,CF,Djordje Djukanovic,09/13/1999,2.0 Stars,2.0 Stars,Normal,45,45,50,45,30,45,70,V.High
15106,CF,Rudko Djuric,06/23/2001,1.0 Stars,2.0 Stars,Normal,55,50,45,35,45,50,40,V.High
17344,SS,Pavle Dobrica,09/03/2003,1.0 Stars,2.0 Stars,Normal,50,65,50,30,40,80,45,Low
13705,1B,Angus Doig,08/27/1998,1.5 Stars,2.0 Stars,Normal,40,45,40,35,45,55,35,Low
17259,1B,Chae-ku Dokko,01/26/2004,1.0 Stars,2.0 Stars,Normal,55,45,45,55,45,35,40,Avg
15893,C,Jesus Dominguez,01/22/2002,1.0 Stars,2.0 Stars,Normal,40,45,35,30,50,50,20,High
14215,2B,Mario Dominguez,12/24/1998,1.5 Stars,2.0 Stars,Normal,50,50,50,50,35,45,35,Avg
14229,RF,Max Dominguez,10/03/1999,1.5 Stars,2.0 Stars,Normal,50,50,50,45,35,50,55,High
11755,LF,RYAN DON,09/24/1996,1.5 Stars,2.0 Stars,Normal,45,45,45,45,30,50,75,V.High
14539,CF,Hunter Donavan,03/24/1996,1.5 Stars,2.0 Stars,Normal,55,50,55,50,40,45,65,High
10510,3B,Brodie Donoghue,07/30/1993,2.0 Stars,2.0 Stars,Normal,45,45,45,50,55,45,25,V.High
15002,3B,Ray Dowd,05/23/2001,1.5 Stars,2.0 Stars,Normal,55,55,50,45,45,55,30,High
11493,3B,TOMMY DOWELL,12/18/1995,2.0 Stars,2.0 Stars,Normal,60,50,50,50,40,40,40,V.High
13380,2B,Phil Doyle,03/30/1999,1.5 Stars,2.0 Stars,Normal,55,50,40,45,45,50,55,High
13608,SS,Borisav Drach,05/20/1998,1.5 Stars,2.0 Stars,Normal,50,50,40,45,35,50,50,High
13391,RF,Gary Drier,08/05/1998,1.5 Stars,2.0 Stars,Normal,55,55,45,40,45,50,40,Avg
14743,RF,Murat Drulovic,05/23/2000,1.0 Stars,2.0 Stars,Normal,45,50,35,40,40,55,40,V.High
14847,1B,Harrison Dulihanty,02/10/2000,1.0 Stars,2.0 Stars,Normal,45,45,40,35,40,45,30,V.High
15759,SS,Luke Dunne,11/27/2001,1.0 Stars,2.0 Stars,Normal,50,50,50,45,45,55,60,High
17804,LF,Luis Duran,09/04/2004,1.0 Stars,2.0 Stars,Normal,30,40,40,45,55,45,30,High
12108,C,George Durand,08/22/1996,2.0 Stars,2.0 Stars,Normal,40,50,50,50,40,65,20,High
10424,CF,Blake Dyke,12/30/1993,2.0 Stars,2.0 Stars,Normal,50,45,50,50,45,40,70,High
15672,2B,Scott Earle,07/08/2002,1.0 Stars,2.0 Stars,Normal,45,40,45,55,50,40,40,V.High
12993,2B,FLOYD EASSON,05/21/1997,1.5 Stars,2.0 Stars,Durable,50,50,45,45,35,45,65,Avg
16450,2B,Aaron Echeverria,10/29/2003,1.0 Stars,2.0 Stars,Durable,45,55,45,40,45,75,50,High
13779,C,STEVE EDWARDS,06/05/1994,2.0 Stars,2.0 Stars,Normal,50,50,40,35,50,50,20,High
11824,C,Tomaz Eiras,09/08/1995,1.5 Stars,2.0 Stars,Durable,50,55,45,25,50,60,20,V.High
10785,CF,JASON ELDRIDGE,02/15/1989,2.0 Stars,2.0 Stars,Normal,35,45,40,35,45,55,65,High
14601,CF,Gabriel Elliott,05/07/2000,1.0 Stars,2.0 Stars,Durable,50,45,45,50,35,45,55,V.High
10696,1B,Ethan Ellis,04/04/1994,2.0 Stars,2.0 Stars,Normal,50,50,45,60,45,50,40,High
11436,C,MIQUEL ELTINK,06/28/1994,2.0 Stars,2.0 Stars,Normal,45,50,45,40,45,55,35,V.High
14697,C,Divino Embaraador,07/05/1999,1.0 Stars,2.0 Stars,Normal,50,55,45,25,30,65,30,Avg
8135,CF,Willie Encarnacion,03/05/1986,2.0 Stars,2.0 Stars,Normal,45,50,50,25,45,65,65,High
17456,LF,Miguel Enciso,11/08/2003,1.0 Stars,2.0 Stars,Durable,50,40,45,60,45,35,45,Avg
15949,C,Sima Erkocevic,09/17/2001,1.0 Stars,2.0 Stars,Normal,45,40,45,45,45,40,30,Low
