ID,RL,Name,ORG,Lev,DOB,OVR,POT,LEA,LOY,AD,FIN,WE,INT,Type,Prone,HSC,STU P,CON P,PBABIP P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,G/F,VT,PT,STM,Sct,SctAcc,Draft,OA Pick
16288,SP,Robby LeBeau,-,-,10/12/2003,0.5 Stars,2.5 Stars,N,N,H,N,H,N,Unknown,Durable,HS Senior,80,40,50,40,80,80,-,80,-,-,-,-,-,-,-,-,EX FB,100+,Power,65,Apr. 10th   2021,High,0,0
12887,RP,Chan-woo Lee,TOK,MLB,06/12/1998,2.0 Stars,3.5 Stars,N,N,N,N,N,N,Normal,Normal,-,65,70,50,65,80,65,-,-,-,-,-,-,-,-,-,-,GB,97-99,Power,25,Jul. 22nd   2021,V.High,2017,50
14990,RP,Dong-min Lee,DEN,A,02/15/2000,1.0 Stars,1.5 Stars,N,N,N,N,H,H,Unknown,Normal,-,75,20,45,40,75,-,80,-,-,-,-,-,-,-,-,-,EX FB,93-95,Normal,30,Jul. 11th   2021,High,2019,215
11023,RP,GEOFF LEE,GAL,AAA,06/01/1995,2.0 Stars,2.0 Stars,N,L,N,N,L,N,Normal,Durable,-,55,40,50,40,70,50,-,-,-,40,55,-,-,40,-,-,GB,94-96,GB'er,50,Aug. 16th   2021,V.High,2014,118
15062,SP,Il-kyun Lee,NKO,R,09/14/2002,1.5 Stars,2.0 Stars,N,N,N,N,N,H,Unknown,Fragile,-,45,45,45,45,45,60,-,-,-,-,50,-,-,-,-,-,FB,92-94,Finesse,55,Aug. 5th   2021,V.High,2020,140
16293,SP,Jared Lee,-,-,02/26/2004,1.0 Stars,2.0 Stars,L,N,N,N,N,N,Unknown,Normal,HS Senior,45,55,45,50,45,50,-,-,-,50,-,-,-,-,-,-,NEU,91-93,Normal,45,Jul. 16th   2021,High,0,0
15215,RP,Ji-hu Lee,-,-,08/24/2000,1.0 Stars,1.5 Stars,N,H,N,N,H,N,Normal,Normal,-,45,30,40,45,45,50,-,-,45,-,-,-,-,-,-,-,EX FB,90-92,Normal,30,Aug. 31st   2020,Avg,0,0
15854,SP,Jong-hun Lee,DUB,R,12/13/2002,1.5 Stars,2.5 Stars,L,N,H,N,N,L,Unknown,Normal,-,45,75,55,70,-,-,-,30,50,65,50,-,-,-,-,-,GB,87-89,GB'er,40,Jul. 9th   2021,High,2021,23
11954,RP,Jong-yeol Lee,LON,AA,09/16/1995,2.0 Stars,2.0 Stars,N,N,H,N,N,H,Normal,Normal,-,45,50,40,35,55,45,-,-,-,40,-,-,-,-,-,-,NEU,93-95,Normal,45,Jul. 4th   2021,V.High,0,0
11251,SP,Joon-ho Lee,CAL,MLB,12/06/1994,2.5 Stars,2.5 Stars,N,N,H,N,N,N,Normal,Fragile,-,40,70,50,50,45,45,-,-,-,40,-,-,-,-,-,-,NEU,90-92,Normal,75,Jul. 18th   2021,V.High,0,0
16174,SP,Joong-hee Lee,-,-,08/20/1994,1.5 Stars,1.5 Stars,H,N,N,N,N,N,Normal,Normal,-,40,35,45,45,45,-,-,45,-,-,45,-,-,-,-,-,NEU,90-92,Normal,40,Aug. 8th   2021,V.High,0,0
12345,RP,Joong-seok Lee,TOK,AAA,08/23/1993,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,Normal,-,50,35,35,50,65,50,-,-,-,-,-,-,-,-,-,-,GB,94-96,GB'er,25,Jul. 8th   2021,V.High,2015,73
16940,SP,Kyung-bok Lee,-,-,08/23/2004,0.5 Stars,2.0 Stars,H,N,N,N,N,N,Unknown,Durable,HS Junior,50,55,45,35,65,50,-,-,45,-,-,-,-,-,-,-,FB,94-96,Normal,55,Jun. 16th   2021,High,0,0
14825,SP,Min-jun Lee,DUB,AAA,12/31/1999,2.0 Stars,3.0 Stars,N,N,H,N,H,N,Sparkplug,Durable,-,50,60,50,55,75,-,-,-,65,-,60,-,-,-,-,-,NEU,97-99,Power,60,Jul. 18th   2021,V.High,0,0
15161,RP,Moon-seok Lee,-,-,01/01/2001,0.5 Stars,1.5 Stars,N,N,L,N,N,N,Normal,Normal,-,30,30,45,35,35,-,-,-,30,-,30,-,-,-,-,-,NEU,90-92,Normal,30,Mar. 22nd   2021,High,0,0
15533,SP,Oh-min Lee,CUR,INT,11/16/2001,0.5 Stars,1.5 Stars,N,N,H,N,N,H,Unknown,Normal,-,40,40,45,40,45,45,-,-,45,-,-,-,-,-,-,-,FB,90-92,Normal,35,Jul. 30th   2021,High,0,0
14661,SP,Sang-cheol Lee,DUB,AA,07/16/1999,1.5 Stars,2.0 Stars,N,N,L,N,L,N,Unmotivated,Durable,-,45,40,40,45,60,55,-,45,-,-,-,-,-,-,-,-,NEU,93-95,Normal,60,Jul. 1st   2021,V.High,0,0
17582,RP,Sang-Seung Lee,-,-,10/25/2004,1.5 Stars,3.0 Stars,N,H,H,N,N,N,Unknown,Normal,HS Junior,55,50,50,70,75,-,-,-,60,-,55,-,-,-,-,-,NEU,95-97,Normal,30,Mar. 31st   2021,Avg,0,0
17163,SP,Suk-min Lee,-,-,07/06/2004,1.5 Stars,3.5 Stars,N,N,N,N,N,N,Unknown,Normal,HS Junior,60,45,50,80,-,-,-,-,80,70,80,-,-,-,-,-,GB,96-98,GB'er,40,Jun. 3rd   2021,High,0,0
17087,RP,Tae-yang Lee,-,-,02/07/2005,0.5 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Normal,HS Junior,50,30,45,40,70,-,-,55,-,-,-,-,-,-,-,-,FB,96-98,Normal,30,Jul. 27th   2021,High,0,0
16358,RP,Erwin Leerentveld,VAN,INT,01/28/2002,0.5 Stars,1.5 Stars,H,N,N,N,N,N,Unknown,Normal,-,50,25,50,35,55,45,35,55,-,-,-,-,-,-,-,-,EX FB,93-95,Normal,30,Jul. 7th   2021,Avg,0,0
16814,RP,Jim Leew,HON,R,11/09/2002,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Unknown,Fragile,-,50,30,40,50,50,65,-,-,-,-,-,-,-,-,-,-,EX FB,93-95,Normal,35,Jun. 6th   2021,Avg,0,0
11675,SP,GILBERT LELOUP,TOK,AAA,03/03/1995,2.0 Stars,2.0 Stars,L,H,N,N,H,H,Normal,Normal,-,50,35,45,45,80,45,-,65,-,-,-,-,-,-,-,-,FB,95-97,Power,50,Jul. 18th   2021,V.High,2016,132
15589,SP,Rémy Lemaire,HON,AA,11/15/1998,2.0 Stars,2.0 Stars,L,N,H,N,H,N,Unknown,Normal,-,45,50,45,50,55,45,45,-,45,45,-,-,-,-,-,-,FB,95-97,Power,50,Aug. 23rd   2021,V.High,2020,47
11426,SP,ELDON LEMESSURIER,-,-,12/19/1994,1.5 Stars,1.5 Stars,N,H,L,N,N,N,Normal,Fragile,-,50,30,45,45,60,45,65,-,-,50,-,-,-,-,-,-,FB,94-96,Normal,45,Mar. 2nd   2021,V.High,2014,117
11725,RP,ZHUO-CHENG LEONG,AMS,MLB,05/11/1995,2.0 Stars,2.0 Stars,N,H,N,N,H,N,Normal,Normal,-,50,45,45,50,50,35,-,-,-,-,50,-,-,-,-,-,NEU,93-95,Normal,25,Aug. 3rd   2021,V.High,2014,170
11556,SP,IAN LEVORATO,HAV,MLB,05/22/1997,2.5 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Fragile,-,55,50,45,50,75,-,-,-,65,-,65,-,-,-,-,-,NEU,96-98,Power,40,Jul. 26th   2021,V.High,2015,177
15739,RP,Lyndon Lewis,LON,R,07/08/2002,1.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,Durable,-,65,45,45,50,80,-,-,80,-,-,-,-,-,-,-,-,NEU,96-98,Normal,40,Jul. 12th   2021,High,2021,82
10005,SP,Mitch Lewis,-,-,12/09/1990,2.0 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Iron Man,-,40,40,50,50,-,50,45,35,45,45,-,-,-,-,-,-,GB,89-91,GB'er,55,Mar. 18th   2021,V.High,2009,60
9223,SP,RYAN LEWIS,CLE,AAA,05/22/1990,2.5 Stars,2.5 Stars,N,N,H,N,H,H,Sparkplug,Iron Man,-,45,45,50,50,50,-,45,-,40,-,30,-,-,-,-,-,EX GB,93-95,GB'er,40,Jul. 10th   2021,V.High,2010,59
12815,SP,Tai sun Li,CAL,AA,03/21/1997,2.0 Stars,2.0 Stars,N,H,N,N,N,L,Normal,Normal,-,60,40,45,40,80,55,-,75,-,-,55,-,-,45,-,-,NEU,97-99,Power,55,Aug. 1st   2021,V.High,0,0
13845,RP,Steve Libertini,-,-,07/03/1999,1.5 Stars,1.5 Stars,N,L,N,N,N,N,Unknown,Normal,CO Senior,50,30,45,45,80,45,-,-,-,-,-,-,-,-,-,-,NEU,95-97,Normal,30,Jun. 13th   2021,V.High,0,0
11831,RP,Gabel Lijzenga,RME,AA,12/29/1995,2.0 Stars,2.5 Stars,N,N,L,N,L,N,Unmotivated,Durable,-,80,35,45,65,80,-,-,80,-,-,-,-,-,-,-,-,FB,94-96,Normal,25,Jul. 11th   2021,High,0,0
10485,SP,Micah Lincoln,LON,MLB,08/08/1993,3.0 Stars,3.0 Stars,L,N,N,N,N,N,Normal,Normal,-,55,50,55,55,55,40,50,70,-,50,-,-,-,-,35,-,NEU,93-95,Normal,55,Jul. 13th   2021,V.High,0,0
11711,RP,CHRIS LING,CUR,AAA,03/29/1993,2.0 Stars,2.0 Stars,N,L,N,N,H,H,Normal,Normal,-,50,50,50,45,50,-,-,-,-,-,-,-,-,50,-,-,GB,91-93,GB'er,25,Jun. 14th   2021,High,2014,171
12222,SP,Carlos Lizarraga,AMS,AAA,07/22/1996,2.5 Stars,2.5 Stars,N,N,N,N,H,N,Normal,Fragile,-,50,45,45,50,60,50,50,-,55,-,45,-,-,-,-,-,GB,95-97,Power,55,Jul. 29th   2021,V.High,0,0
15804,RP,Valentin Lobatos,LDN,A,07/16/1998,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,55,45,45,45,80,50,-,-,-,-,-,-,-,-,-,-,FB,97-99,Power,30,Jul. 7th   2021,V.High,2020,191
14358,SP,Cherles Lobo,SMT,R,08/30/1999,1.5 Stars,2.0 Stars,N,H,H,N,H,H,Sparkplug,Durable,-,50,30,40,40,75,50,45,55,50,-,-,-,-,-,-,-,NEU,98-100,Power,50,Jul. 16th   2021,V.High,0,0
13786,RP,STEVE LOCKEN,STU,MLB,10/30/1997,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,45,50,45,60,45,-,-,45,45,-,45,-,-,-,-,-,NEU,92-94,Normal,40,Aug. 7th   2021,V.High,2016,159
11846,SP,Marcus Lois,-,-,08/26/1994,1.5 Stars,1.5 Stars,N,N,N,N,L,N,Normal,Fragile,-,45,30,50,40,50,40,45,40,-,-,40,-,-,-,-,-,FB,95-97,Normal,45,Mar. 15th   2021,V.High,0,0
13068,SP,Leo Loman,DEN,AAA,06/03/1998,2.0 Stars,2.5 Stars,N,L,H,N,H,N,Sparkplug,Durable,-,55,55,45,45,80,-,-,80,65,-,-,-,-,-,-,-,NEU,97-99,Power,60,Jul. 17th   2021,V.High,2017,85
12734,SP,Tucker Longley,-,-,09/13/1997,1.0 Stars,1.5 Stars,N,N,H,N,H,N,Sparkplug,Fragile,-,45,45,45,40,50,55,-,35,-,-,-,-,-,-,-,-,NEU,90-92,Finesse,40,Jul. 10th   2021,V.High,0,0
15036,SP,Josh Looney,CLE,R,12/25/2001,1.5 Stars,2.0 Stars,N,N,L,N,L,L,Unknown,Normal,-,65,50,40,40,80,-,-,70,60,-,-,-,-,-,-,-,NEU,94-96,Normal,55,Jul. 23rd   2021,V.High,2020,92
17269,SP,Javy Lopez,CAL,INT,11/08/2003,1.0 Stars,2.5 Stars,N,N,L,N,L,N,Unknown,Normal,-,50,55,40,50,65,55,55,-,55,-,-,-,-,-,-,-,NEU,94-96,Normal,65,Jul. 2nd   2021,Avg,0,0
13906,RP,JOSE LOPEZ,-,-,08/03/1994,2.0 Stars,2.0 Stars,N,N,H,N,H,N,Sparkplug,Normal,-,45,40,50,50,-,55,50,50,50,-,-,-,-,-,-,-,NEU,91-93,Normal,35,Mar. 10th   2021,V.High,2016,35
13131,SP,Luis Lopez,NKO,AA,03/05/1997,1.5 Stars,1.5 Stars,L,N,N,N,N,N,Normal,Normal,-,45,40,40,45,50,40,-,-,-,-,50,-,-,-,-,-,NEU,92-94,Normal,40,Aug. 8th   2021,V.High,0,0
15073,SP,Salvatore Lopez,LON,R,07/14/2001,1.5 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,Durable,-,50,55,50,55,55,55,-,55,40,-,-,-,-,-,-,-,NEU,93-95,Finesse,40,Aug. 7th   2021,V.High,2020,12
16224,SP,Valerio Lopez,STU,R,12/24/2002,1.5 Stars,2.5 Stars,N,N,N,N,H,N,Unknown,Normal,-,40,55,45,60,40,-,-,-,-,50,50,-,-,-,-,-,NEU,87-89,Finesse,55,Aug. 8th   2021,V.High,2021,20
17839,SP,Willie Lora,SMT,INT,12/25/2004,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,Normal,-,40,35,45,30,40,40,40,45,-,40,-,-,-,-,-,-,EX FB,89-91,Normal,40,Jun. 13th   2021,Avg,0,0
14018,RP,Henry Loudon,HAV,A,09/06/1998,1.5 Stars,1.5 Stars,N,N,N,N,N,L,Outspoken,Normal,-,55,40,45,35,65,55,-,-,50,-,-,-,-,-,-,-,EX FB,95-97,Power,40,Jul. 27th   2021,V.High,0,0
15336,SP,King Louis,-,-,01/11/2001,1.0 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Durable,-,30,45,40,45,35,35,-,-,35,-,-,-,-,-,-,-,NEU,89-91,Finesse,60,Mar. 16th   2021,V.High,0,0
17657,SP,Leon Loya,-,-,07/24/2005,0.5 Stars,2.0 Stars,N,N,N,N,N,L,Unknown,Normal,HS Sophomore,40,45,50,60,45,45,-,40,45,-,-,-,-,-,-,-,NEU,90-92,Normal,55,Aug. 11th   2021,Avg,0,0
17248,SP,Jose Lozada,TOR,INT,09/27/2003,0.5 Stars,1.5 Stars,L,N,L,N,N,N,Unknown,Normal,-,40,30,45,50,45,50,-,45,-,-,-,-,-,-,-,-,FB,88-90,Normal,50,Jul. 7th   2021,Avg,0,0
13812,SP,Willis Lozano,AMS,AAA,09/13/1995,2.0 Stars,2.0 Stars,N,H,H,N,N,H,Normal,Normal,-,50,50,50,45,70,50,-,55,50,-,-,-,-,-,-,-,NEU,96-98,Power,60,Aug. 3rd   2021,V.High,2017,77
11969,RP,Karst Lubbers,TOR,A,05/26/1996,2.0 Stars,2.0 Stars,N,N,H,N,N,N,Prankster,Fragile,-,50,45,40,45,50,50,40,-,50,50,-,-,-,-,-,-,GB,93-95,GB'er,55,Aug. 11th   2021,V.High,0,0
13044,SP,John Luckett,LAP,AAA,10/06/1998,2.0 Stars,3.0 Stars,N,N,N,N,N,N,Normal,Normal,-,60,65,50,45,80,65,-,-,50,-,-,65,-,-,-,-,EX FB,99-101,Power,50,Aug. 4th   2021,V.High,2017,145
14778,SP,Gus Luna,-,-,10/07/1999,1.0 Stars,1.5 Stars,N,N,L,N,N,N,Normal,Normal,-,55,35,50,40,60,65,-,60,-,-,-,-,-,-,-,-,EX FB,92-94,Normal,40,Jun. 30th   2021,V.High,0,0
13076,RP,John Lupkoski,DUB,AAA,09/24/1998,2.0 Stars,3.0 Stars,H,N,L,N,N,N,Normal,Normal,-,70,50,45,55,-,-,-,80,80,-,-,-,-,-,-,-,NEU,99-101,Normal,25,Jul. 18th   2021,V.High,2017,99
15101,RP,Ian Löwisohn,TOK,R,10/11/2001,1.5 Stars,2.5 Stars,N,H,N,N,N,N,Unknown,Normal,-,55,50,45,50,75,55,-,45,-,-,55,50,-,-,-,-,FB,96-98,Normal,40,Aug. 14th   2021,V.High,2020,142
15423,RP,Vittoriano Macaluso,STU,A,10/21/2001,2.0 Stars,4.5 Stars,N,N,H,N,H,N,Sparkplug,Normal,-,80,75,50,65,-,-,-,80,-,-,80,-,-,-,-,-,NEU,95-97,Normal,30,Aug. 16th   2021,V.High,0,0
15072,SP,Chuck MacAulay,-,-,07/02/2001,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,CO Sophomore,55,45,45,45,80,60,-,80,-,-,-,-,-,-,-,-,FB,96-98,Normal,65,Mar. 23rd   2021,V.High,0,0
13121,SP,Luciano Maccioni,-,-,11/01/1997,1.5 Stars,2.0 Stars,L,N,N,N,N,L,Outspoken,Normal,-,45,40,45,50,50,45,-,50,40,-,-,-,-,-,-,-,NEU,94-96,Normal,35,Mar. 13th   2021,High,0,0
11930,RP,Alfredo MacDonald,-,-,01/20/1996,1.5 Stars,1.5 Stars,L,N,H,N,H,N,Normal,Normal,-,50,30,40,40,55,45,70,-,40,-,-,-,-,-,-,-,NEU,94-96,Normal,30,Mar. 16th   2021,V.High,0,0
15076,SP,Dave MacDonald,LDN,R,03/21/2002,1.0 Stars,2.0 Stars,N,N,N,N,H,N,Unknown,Normal,-,50,55,40,40,-,55,-,70,-,-,70,-,-,-,-,-,FB,94-96,Normal,45,Aug. 17th   2021,V.High,2020,111
16146,RP,Diederick MacDonald,-,-,03/02/2002,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,Normal,-,40,30,45,50,40,40,-,35,40,-,-,-,-,-,-,-,FB,90-92,Normal,45,Sep. 29th   2020,Avg,0,0
17155,SP,Elton Macdonald,-,-,08/12/2004,1.0 Stars,3.5 Stars,N,N,N,N,N,N,Unknown,Fragile,HS Junior,55,65,50,55,55,75,65,-,-,-,60,-,-,-,-,-,NEU,92-94,Normal,65,May 20th   2021,Avg,0,0
13753,SP,Eugene MacDonald,STU,A,10/16/1998,1.5 Stars,2.0 Stars,N,N,L,N,N,N,Normal,Normal,-,45,45,45,50,-,45,75,-,-,-,55,-,-,-,-,-,NEU,95-97,Normal,40,Jul. 18th   2021,High,0,0
14667,SP,Jake Macgregor,LON,AA,12/24/1999,1.5 Stars,2.0 Stars,N,N,H,N,N,N,Normal,Normal,-,45,40,45,55,-,50,50,55,-,55,50,-,-,-,-,-,NEU,93-95,Normal,35,Aug. 2nd   2021,V.High,0,0
11645,RP,YASUMITSU MACHIDA,ADE,AA,07/31/1997,2.0 Stars,2.0 Stars,N,H,N,N,H,H,Normal,Normal,-,50,35,40,45,75,55,-,-,-,45,-,-,-,-,-,-,GB,96-98,Power,55,Jul. 16th   2021,V.High,2015,206
9506,RP,Javier Maciel,LDN,MLB,04/28/1991,2.5 Stars,2.5 Stars,H,H,N,N,N,N,Normal,Iron Man,-,50,30,50,55,50,-,-,30,50,40,-,-,-,-,-,-,GB,94-96,GB'er,50,Jul. 10th   2021,V.High,2009,22
16027,SP,Henry Mackay,DEN,R,02/04/2002,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Durable,-,45,45,40,45,50,45,50,-,45,-,-,-,-,-,-,-,NEU,92-94,Finesse,55,Jul. 14th   2021,V.High,0,0
14492,SP,Joe MacLellan,DUB,A,07/19/2001,1.5 Stars,2.0 Stars,N,L,H,N,N,N,Unknown,Fragile,-,40,45,45,45,45,50,-,-,-,30,-,-,35,-,-,-,NEU,91-93,Finesse,45,Jul. 24th   2021,V.High,2019,105
10002,SP,JOHN MADIGAN,-,-,01/23/1991,2.0 Stars,2.0 Stars,H,H,N,N,N,N,Prankster,Iron Man,-,45,40,50,50,50,40,45,-,-,50,-,-,-,-,-,-,EX GB,92-94,GB'er,45,May 13th   2021,V.High,2009,134
12458,SP,Ersilio Maffi,LDN,A,09/24/1996,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Fragile,-,70,25,50,40,80,55,-,50,70,-,45,-,-,-,-,-,EX FB,97-99,Power,55,Aug. 13th   2021,V.High,0,0
13027,RP,Sadaqat Mahdi,LDN,MLB,05/26/1998,2.0 Stars,3.0 Stars,N,N,N,N,N,N,Normal,Normal,-,75,45,50,65,80,-,-,80,-,-,-,-,-,-,-,-,NEU,95-97,Power,25,Jul. 9th   2021,High,2017,226
15745,SP,Asher Mahony,DUB,R,01/16/2003,1.0 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,Normal,-,50,50,50,50,65,-,-,-,50,-,70,-,-,-,-,-,NEU,94-96,Finesse,45,Jun. 30th   2021,High,2021,32
16973,SP,Ferdinando Maidalchini,-,-,06/10/2004,1.0 Stars,2.5 Stars,N,N,N,N,N,N,Unknown,Normal,HS Junior,45,55,45,50,50,50,55,-,-,55,-,-,-,-,-,-,NEU,94-96,Normal,70,Mar. 4th   2021,Avg,0,0
12767,CL,Wei-quo Mak,TOR,A,08/08/1997,2.0 Stars,2.0 Stars,N,N,H,N,L,N,Normal,Normal,-,55,45,40,45,80,-,-,70,-,-,-,-,-,-,-,-,GB,95-97,Power,20,Jul. 9th   2021,V.High,0,0
17261,SP,Pete Makepeace,SMT,INT,10/18/2003,1.0 Stars,2.5 Stars,N,H,L,N,N,N,Unknown,Normal,-,45,50,40,50,50,55,50,-,-,-,50,-,-,-,-,-,NEU,91-93,Normal,65,Jul. 3rd   2021,Avg,0,0
11779,RP,GUILLERMO MALDONADO,-,-,05/19/1996,2.0 Stars,2.0 Stars,H,N,H,N,N,N,Normal,Durable,-,55,35,45,40,80,-,-,-,-,-,-,-,-,-,75,-,FB,96-98,Power,25,Mar. 13th   2021,V.High,2015,171
12019,RP,Juan Maldonado,ADE,AA,05/25/1996,2.0 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,45,50,45,50,50,-,-,-,45,-,45,-,-,-,-,-,NEU,92-94,Normal,50,Aug. 23rd   2021,V.High,0,0
15789,SP,Jarrod Malone,VAN,A,10/22/1998,1.5 Stars,2.0 Stars,H,N,N,N,N,N,Unknown,Normal,-,45,50,45,50,45,40,-,45,45,-,-,-,-,-,-,-,NEU,90-92,Finesse,55,Aug. 11th   2021,V.High,2020,178
14620,SP,Vladislav Mandaric,RME,AA,12/07/1999,1.5 Stars,1.5 Stars,N,N,N,N,N,N,Normal,Normal,-,50,45,45,30,55,45,50,55,55,50,-,-,-,-,-,-,EX FB,95-97,Normal,50,Jul. 31st   2021,V.High,0,0
12450,SP,JUSTIN MANEILLI,RME,AA,07/15/1997,2.0 Stars,2.0 Stars,N,N,N,N,H,N,Normal,Normal,-,55,40,45,45,75,55,-,-,-,-,75,-,55,-,-,-,NEU,96-98,Power,55,Aug. 19th   2021,V.High,2016,215
14148,RP,Ferdinando Mansi,LDN,A,04/13/1999,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Fragile,-,50,45,45,40,55,45,55,-,45,-,-,-,-,-,-,-,NEU,95-97,Power,40,Jun. 16th   2021,High,0,0
16150,SP,Orazio Mantegna,ADE,INT,07/24/2002,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,35,55,40,55,40,45,35,-,-,-,35,-,-,-,-,-,NEU,89-91,Normal,45,May 18th   2021,Avg,0,0
14301,SP,Antony Manton,NKO,A,02/19/1999,1.5 Stars,2.0 Stars,L,N,N,N,N,H,Normal,Normal,-,55,30,45,45,65,50,60,65,-,55,-,-,-,-,50,-,NEU,94-96,Normal,60,Aug. 10th   2021,V.High,0,0
12499,RP,Martyn Manuel,LDN,AA,05/15/1996,1.5 Stars,1.5 Stars,N,H,L,N,H,N,Normal,Normal,-,55,40,45,30,60,45,-,-,55,-,-,45,-,-,-,-,EX FB,94-96,Normal,50,Aug. 21st   2021,V.High,0,0
12382,SP,WILL MARBAN,-,-,03/09/1997,1.5 Stars,1.5 Stars,L,N,L,N,L,L,Unmotivated,Normal,-,60,25,45,30,80,45,70,-,-,45,65,-,-,-,-,-,FB,95-97,Normal,35,Mar. 12th   2021,V.High,0,0
15941,RP,Qudamah Marid,LAP,A,09/02/2001,1.5 Stars,2.0 Stars,L,N,N,N,L,N,Unknown,Normal,-,55,45,45,45,65,50,-,-,-,-,55,-,-,-,-,-,NEU,94-96,Finesse,50,Aug. 1st   2021,V.High,0,0
15984,SP,Alfredo Marin,-,-,07/24/2001,1.0 Stars,1.5 Stars,N,L,L,N,L,N,Unknown,Durable,-,40,35,35,40,45,40,-,45,-,-,-,-,-,-,-,-,NEU,91-93,Normal,40,Mar. 10th   2021,V.High,0,0
14060,SP,Gualtiero Marinis,CAL,AA,06/03/1998,1.5 Stars,2.5 Stars,N,N,L,N,N,H,Normal,Normal,-,45,45,40,55,50,50,-,-,50,-,-,-,-,-,-,-,EX GB,92-94,GB'er,60,Aug. 4th   2021,V.High,0,0
16655,RP,Dusan Marinkovic,TOR,INT,03/24/2003,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Normal,-,60,40,45,45,75,70,-,-,-,40,-,-,-,-,-,-,EX FB,95-97,Normal,40,May 20th   2021,Avg,0,0
11439,RP,CLAUDIO MARISCO,LON,MLB,03/10/1994,3.0 Stars,3.0 Stars,N,N,N,N,N,N,Normal,Fragile,-,70,45,45,55,70,-,-,75,-,-,-,-,-,-,-,-,NEU,93-95,Normal,30,Jul. 2nd   2021,V.High,2013,115
7612,RP,RYAN MARKS,CUR,AAA,09/13/1986,2.0 Stars,2.0 Stars,N,N,L,N,N,H,Normal,Fragile,-,45,60,45,20,45,-,40,-,-,45,-,-,-,-,-,-,EX FB,91-93,Finesse,45,Aug. 6th   2021,V.High,2004,53
14112,SP,Jerry Marquez,NKO,A,07/19/1999,1.5 Stars,2.5 Stars,L,N,L,N,N,N,Normal,Normal,-,50,55,45,50,65,55,-,-,60,-,-,-,-,-,-,-,NEU,94-96,Normal,55,Aug. 3rd   2021,V.High,0,0
11583,SP,Matt Marr,NKO,AA,11/28/1996,2.0 Stars,2.5 Stars,N,N,N,N,N,N,Normal,Normal,-,50,50,45,45,55,45,-,70,65,-,-,-,-,50,-,-,NEU,96-98,Power,50,Jul. 24th   2021,V.High,2015,21
14340,SP,Carlos Marriott,-,-,06/12/1999,1.5 Stars,2.0 Stars,N,N,N,N,N,N,Normal,Normal,-,55,35,40,45,80,50,-,-,-,80,-,-,-,-,-,-,NEU,97-99,Power,35,Jul. 8th   2021,V.High,0,0
15203,RP,Odemar Marsman,-,-,08/07/2000,0.5 Stars,1.5 Stars,N,N,L,N,L,L,Unknown,Normal,-,35,40,45,45,40,35,-,-,-,30,-,-,-,-,35,-,EX FB,91-93,Finesse,50,Apr. 21st   2021,V.High,0,0
8459,RP,DOLAN MARSTELLER,-,-,04/30/1988,2.0 Stars,2.0 Stars,N,N,N,N,H,H,Normal,Normal,-,55,30,50,45,55,-,-,-,55,-,-,-,-,-,-,-,EX FB,92-94,Normal,65,Jul. 3rd   2021,V.High,2009,216
14161,RP,Estevan Marte,HAV,A,12/01/1998,1.5 Stars,2.0 Stars,N,H,N,N,N,N,Normal,Normal,-,40,50,40,45,40,40,35,-,35,-,-,-,-,-,-,-,NEU,90-92,Finesse,40,Jul. 28th   2021,V.High,0,0
17108,RP,Milutin Martic,-,-,10/03/2004,1.0 Stars,2.0 Stars,N,N,N,N,N,N,Unknown,Fragile,HS Junior,75,30,50,45,-,-,80,-,-,-,80,-,-,-,-,-,FB,100+,Normal,45,Jun. 30th   2021,High,0,0
16653,SP,Christian Martin,-,-,03/24/2003,0.5 Stars,1.5 Stars,N,N,L,N,L,N,Unknown,Normal,-,40,25,45,40,40,45,-,45,-,-,-,-,-,-,-,-,EX FB,89-91,Normal,65,Feb. 2nd   2021,Avg,0,0
15713,SP,Dane Martin,-,-,11/19/2002,1.0 Stars,2.0 Stars,N,N,L,N,N,N,Unknown,Normal,CO Freshman,45,50,40,45,50,45,-,50,-,-,-,-,25,35,-,-,NEU,94-96,Normal,55,Mar. 13th   2021,High,0,0
