ID,Age,DOB,Name,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,RET,Draft,OA Pick
8311,32,02/15/1989,Tyler Machado,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,54
15815,23,07/14/1997,Armando Rendon,2.0 Stars,3.0 Stars,Normal,70,45,70,-,-,-,80,-,-,80,-,-,-,-,-,97-99,40,No,2020,64
7544,36,09/14/1984,BEN RICK,2.5 Stars,2.5 Stars,Normal,50,45,50,50,25,-,-,-,-,-,-,-,45,55,-,93-95,55,No,2003,51
11386,30,08/04/1990,Lodewijk Gillis,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2012,65
11537,29,04/25/1992,DONG-HAK MYUNG,2.5 Stars,2.5 Stars,Normal,50,45,65,65,-,50,-,-,-,-,-,-,-,-,-,94-96,25,No,2014,65
12923,24,09/21/1996,Dave Tufts,2.5 Stars,4.0 Stars,Fragile,60,60,75,80,70,-,80,50,-,-,-,-,-,40,-,99-101,55,No,2015,63
7001,36,12/05/1984,DYLAN APPELBAUM,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,53
9199,30,06/18/1990,Josh Currie,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,58
12915,25,04/05/1996,Jason Knutson,4.0 Stars,4.5 Stars,Normal,80,60,80,80,-,-,80,-,-,-,-,-,-,-,-,97-99,35,No,2015,64
7612,34,09/13/1986,RYAN MARKS,2.0 Stars,2.0 Stars,Fragile,45,60,20,45,-,40,-,-,45,-,-,-,-,-,-,91-93,45,No,2004,53
9734,30,03/26/1991,DWIGHT STOKES,2.0 Stars,2.0 Stars,Wrecked,40,60,45,40,-,-,35,40,-,-,-,-,-,-,-,91-93,30,No,2010,57
11489,25,12/28/1995,EDWIN GOMEZ,3.5 Stars,3.5 Stars,Normal,80,55,45,80,-,-,-,80,-,80,-,-,-,-,-,97-99,30,No,2014,67
6084,37,10/07/1983,Dennis Higgins,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,57
9722,29,05/25/1991,KYLE SJOERDSMA,2.0 Stars,2.0 Stars,Iron Man,50,30,45,70,60,35,50,-,-,-,-,-,-,-,-,95-97,40,No,2010,58
10010,34,05/01/1987,Zach Sotelo,2.5 Stars,2.5 Stars,Iron Man,50,55,55,55,-,-,-,45,-,-,-,-,-,-,-,93-95,50,No,2009,59
13004,27,03/07/1994,BILL SPOTTSWOOD,2.5 Stars,2.5 Stars,Normal,50,50,55,50,55,-,40,55,-,-,-,-,-,-,-,91-93,50,No,2016,68
8449,36,06/21/1984,JOE CLARK,2.5 Stars,2.5 Stars,Normal,40,70,55,50,-,-,25,-,-,-,-,-,-,-,-,93-95,55,No,2006,54
7572,35,02/08/1986,JOHN GOOD,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2004,55
10356,29,05/11/1992,Lorenzo Gutierrez,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2011,61
6382,41,10/10/1979,Jerry Jones,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,58
11485,24,09/07/1996,WOUTER KERSTENS,2.0 Stars,2.0 Stars,Normal,50,55,40,50,50,-,-,55,-,-,-,-,-,-,-,93-95,55,No,2014,68
10005,30,12/09/1990,Mitch Lewis,2.0 Stars,2.0 Stars,Iron Man,40,40,50,-,50,45,35,45,45,-,-,-,-,-,-,89-91,55,No,2009,60
9223,31,05/22/1990,RYAN LEWIS,2.5 Stars,2.5 Stars,Iron Man,45,45,50,50,-,45,-,40,-,30,-,-,-,-,-,93-95,40,No,2010,59
10428,28,04/26/1993,Nick Price,2.0 Stars,2.0 Stars,Normal,50,45,50,65,50,30,-,-,55,-,-,-,-,-,-,96-98,45,No,2012,68
5758,39,11/22/1981,Dave Coleman,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,54
9544,29,01/03/1992,JUSTIN DELELLIS,3.0 Stars,3.0 Stars,Durable,40,55,70,40,-,-,45,45,-,-,-,-,-,-,-,89-91,50,No,2010,60
7329,35,11/18/1985,ADAM GOODSPEED,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2004,56
5721,39,10/24/1981,Nick Brown,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,55
8044,33,01/08/1988,ERIC BRUMAN,2.0 Stars,2.0 Stars,Normal,45,50,30,55,50,-,-,-,50,-,-,-,-,-,-,94-96,40,No,2006,56
9674,33,06/18/1987,Kerry Cornell,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,62
6477,37,11/17/1983,John Newman,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,58
7611,34,07/14/1986,BOBBY TROUP,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2004,57
10950,26,07/08/1994,JIM YOUNG,2.0 Stars,2.0 Stars,Fragile,50,35,45,50,30,-,-,-,55,-,-,-,-,-,-,93-95,20,No,2013,67
12327,28,03/14/1993,Radoje Cicic,2.0 Stars,2.0 Stars,Normal,45,35,45,60,-,-,45,-,-,-,-,-,-,-,-,95-97,30,No,2015,69
11004,24,05/27/1996,KEVIN PETRI,2.5 Stars,2.5 Stars,Fragile,60,45,50,80,35,-,-,65,-,-,-,-,-,-,-,96-98,50,No,2014,71
11772,24,06/14/1996,Farid Bruneau,2.0 Stars,2.0 Stars,Normal,55,50,45,65,-,-,45,60,-,-,60,-,60,-,-,95-97,50,No,2015,70
7010,37,05/18/1984,JAMES MCCLENDON,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,59
6848,35,08/01/1985,Mike Moss Jr.,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,62
8273,32,06/23/1988,SEAN SCHWARTZ,2.0 Stars,2.0 Stars,Normal,45,50,45,50,-,-,-,45,-,-,-,-,-,-,-,92-94,35,No,2006,58
11461,27,03/14/1994,RADOVAN UTJESENOVIC,2.0 Stars,2.0 Stars,Normal,65,35,50,55,70,80,-,75,-,-,-,-,40,-,-,94-96,40,No,2013,69
7617,38,09/04/1982,HUGO ALFARO,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2004,60
11603,24,07/08/1996,Willie Barragan,2.0 Stars,2.0 Stars,Durable,80,45,45,80,-,-,-,-,80,80,-,-,-,-,-,94-96,35,No,2015,71
8416,33,07/31/1987,John Johnson,2.0 Stars,2.0 Stars,Normal,40,40,65,40,-,-,40,40,-,-,-,-,-,-,-,92-94,50,No,2005,61
6969,40,08/23/1980,Ben Wiemers,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2002,60
11745,24,09/17/1996,Danny Arenas,2.0 Stars,2.5 Stars,Fragile,60,30,65,80,80,-,45,-,-,-,-,-,-,-,-,96-98,60,No,2015,72
3871,48,05/26/1972,TORY WILLIS,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,59
10155,29,05/20/1992,Jeff Allen,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2011,68
6645,42,09/13/1978,Josh Allen,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,60
8304,33,10/26/1987,KENNY BOND,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2006,61
12345,27,08/23/1993,Joong-seok Lee,2.0 Stars,2.0 Stars,Normal,50,35,50,65,50,-,-,-,-,-,-,-,-,-,-,94-96,25,No,2015,73
5321,45,03/27/1976,Ian Ray,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,60
6824,36,04/30/1985,NICK RIHA,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,62
10070,32,09/04/1988,ANDREW LEONHARDT,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2010,67
9157,29,08/08/1991,Bobby Monceaux,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,68
12925,27,09/15/1993,ANGELO PICHARDO,2.5 Stars,2.5 Stars,Fragile,55,50,45,80,-,50,-,-,-,-,-,-,-,-,-,96-98,40,No,2015,74
1488,53,12/28/1967,Steve Simser,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,61
9783,29,12/28/1991,LORENZO CORONEL,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2010,68
7653,34,07/20/1986,Bobby Girton,2.0 Stars,2.0 Stars,Normal,50,45,45,60,-,-,-,-,-,-,-,-,-,65,-,93-95,55,No,2005,65
11359,30,07/22/1990,Hae-min Kang,2.5 Stars,2.5 Stars,Durable,55,60,45,65,-,-,70,-,-,50,-,-,-,-,-,94-96,30,No,2012,77
9118,31,03/20/1990,ROCKY LUEBBERING,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,69
11034,26,03/06/1995,JONATHON VANDERMARK,2.0 Stars,2.5 Stars,Normal,60,60,45,65,55,80,65,60,-,-,-,-,-,-,-,94-96,35,No,2014,77
6732,40,08/31/1980,Larry Weinrich,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2002,64
6140,38,03/16/1983,Jason Brown,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2002,65
11620,25,04/11/1996,AARON RANKIN,2.0 Stars,2.5 Stars,Fragile,60,55,50,80,-,35,-,65,-,55,-,-,-,-,-,94-96,45,No,2015,76
10758,33,03/29/1988,Brad Tolbert,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2011,71
10997,25,11/15/1995,JUSTIN MCGILL,2.5 Stars,3.0 Stars,Fragile,80,50,45,80,65,50,80,80,-,-,-,-,-,-,-,98-100,50,No,2014,79
10636,26,08/20/1994,JEFF WILLEMS,2.0 Stars,2.0 Stars,Fragile,75,50,35,70,60,-,-,70,-,-,-,-,-,-,-,94-96,25,No,2013,76
10103,28,07/27/1992,OMAR DANIEL,2.0 Stars,2.0 Stars,Normal,45,45,45,55,50,-,60,-,-,-,-,-,-,-,-,94-96,45,No,2011,73
11792,25,04/17/1996,ALEX PADILLA,2.5 Stars,2.5 Stars,Durable,55,55,50,70,-,-,-,55,-,-,-,-,-,60,-,95-97,35,No,2015,78
10411,27,03/24/1994,JOSE HERNANDEZ,2.5 Stars,2.5 Stars,Durable,50,50,45,80,50,-,-,-,70,-,-,-,-,-,-,97-99,55,No,2012,82
11445,26,09/25/1994,CLYDE BARCLAY,2.0 Stars,2.0 Stars,Normal,50,30,45,50,45,60,-,-,45,-,-,-,-,-,-,92-94,55,No,2013,81
8335,31,06/29/1989,Dave Espino,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,70
7338,35,08/16/1985,DUNCAN GOODYEAR,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2004,66
8184,36,08/26/1984,RYAN BEERS,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,67
11340,29,04/19/1992,Lewis Curry,2.0 Stars,2.0 Stars,Fragile,55,40,45,55,55,-,-,55,-,60,-,-,-,-,-,92-94,25,No,2012,85
9194,30,09/18/1990,Morgan Lewis,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,75
11757,24,06/28/1996,DWAYNE MACDERMID,2.0 Stars,2.0 Stars,Normal,40,40,65,45,40,-,40,40,-,-,-,-,-,50,-,94-96,40,No,2015,83
7977,33,11/17/1987,MATT OLSON,2.0 Stars,2.0 Stars,Iron Man,50,45,40,50,-,-,-,-,-,50,-,-,-,-,-,91-93,35,No,2006,67
5634,43,10/31/1977,JOSH OSWALD,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,66
8793,31,06/30/1989,JAMAL MORROW,2.0 Stars,2.0 Stars,Iron Man,50,35,35,65,-,-,-,-,45,-,-,-,-,-,-,93-95,75,No,2008,76
11692,26,04/11/1995,RAFAEL RIVERA,2.5 Stars,2.5 Stars,Normal,50,50,45,-,50,50,-,-,55,50,-,-,50,-,-,93-95,50,No,2014,85
10110,28,07/14/1992,Jeremy Socha,2.5 Stars,2.5 Stars,Normal,60,35,55,80,55,-,-,-,70,-,-,-,-,-,-,95-97,55,No,2011,77
9649,35,12/04/1985,COLE AUBEL,2.0 Stars,2.0 Stars,Normal,50,40,45,55,60,-,-,-,-,-,-,-,-,55,-,92-94,25,No,2008,77
6342,38,04/08/1983,Matt Wilson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,73
10154,29,03/27/1992,Shawn Herron,2.5 Stars,2.5 Stars,Iron Man,45,45,65,50,30,-,-,45,-,-,-,-,-,-,-,91-93,40,No,2011,79
11758,25,05/07/1996,COLIN SUMAN,2.5 Stars,2.5 Stars,Fragile,70,30,60,80,65,80,55,-,-,-,-,-,-,45,-,97-99,55,No,2015,86
9226,30,09/29/1990,Jim Wangler,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,78
6007,42,12/21/1978,Dusty Miller,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,70
8278,37,12/20/1983,ALEJANDRO PAZ,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2006,71
7036,36,10/07/1984,CORY SCHROFF,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,72
9200,30,02/22/1991,PHIL YOUNG,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,79
10994,25,09/23/1995,CHRIS REID,2.0 Stars,2.0 Stars,Fragile,50,50,50,60,45,35,50,50,50,-,-,-,-,-,-,95-97,30,No,2014,89
9579,28,08/18/1992,JOSH RIPPERT,2.0 Stars,2.0 Stars,Wrecked,45,40,50,55,-,-,45,50,-,-,-,-,-,-,-,94-96,55,No,2010,79
10133,28,06/26/1992,Jose Fanjul,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2011,82
8405,32,07/25/1988,JAMEL HOLAS,2.5 Stars,2.5 Stars,Fragile,60,45,40,65,-,-,-,-,70,-,-,-,-,-,-,93-95,55,No,2007,77
10436,27,09/28/1993,Danny Mace,2.5 Stars,2.5 Stars,Normal,70,50,45,80,80,-,80,-,-,-,-,-,-,-,-,95-97,55,No,2012,91
10116,29,05/10/1992,Brad Lane,2.5 Stars,2.5 Stars,Iron Man,65,45,50,80,55,-,70,-,-,-,-,-,-,-,-,94-96,50,No,2011,83
5732,39,09/16/1981,Ray Moore,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,73
5001,41,11/07/1979,Bob Marvin,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,74
7715,34,10/01/1986,Charlie Rodney,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,75
13078,23,04/04/1998,Joey Walsh,2.5 Stars,2.5 Stars,Normal,65,50,50,65,-,70,60,-,-,-,-,-,-,-,-,92-94,30,No,2017,92
9583,29,11/26/1991,ATSUSHI OSUMI,2.0 Stars,2.0 Stars,Iron Man,50,40,45,65,55,-,-,55,-,-,-,-,-,-,-,94-96,55,No,2010,83
5290,41,07/27/1979,Johnny Thunders,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,75
9426,29,07/29/1991,ANDY WADDICK,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2011,85
144,57,03/26/1964,Adonis Forrest,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,76
10779,31,07/03/1989,ERIC HUBBARD,3.0 Stars,3.0 Stars,Normal,45,60,70,45,25,-,-,45,-,-,-,-,-,-,-,91-93,55,No,2011,86
11421,25,08/24/1995,MARK HOUSE,2.0 Stars,2.5 Stars,Fragile,55,55,65,55,-,55,-,60,65,-,-,-,-,-,-,92-94,25,No,2013,93
7671,34,04/20/1987,JOSH PLUMMER,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,86
8332,32,07/28/1988,FRED BRAY,2.0 Stars,2.0 Stars,Durable,45,55,45,50,55,-,55,-,-,-,-,-,-,-,-,91-93,55,No,2007,83
11541,26,03/04/1995,KIMIAKI KINOSHITA,2.5 Stars,2.5 Stars,Fragile,50,55,55,50,50,-,-,50,-,-,-,-,-,-,-,90-92,50,No,2014,96
6426,37,04/10/1984,Mike Redwine,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2002,80
9610,29,05/21/1992,JOHN SILVA,2.0 Stars,2.0 Stars,Fragile,65,40,45,80,50,-,-,-,-,65,-,-,-,-,-,95-97,30,No,2013,94
7600,38,05/04/1983,STEVE NARENS,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2004,80
12293,28,10/10/1992,OMAR RAMIREZ,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2014,97
11684,30,12/08/1990,KYLE WHITTLE,2.0 Stars,2.0 Stars,Normal,45,45,50,50,-,-,-,55,20,-,-,-,-,-,-,92-94,55,No,2013,95
9575,29,12/17/1991,EDWARD GRIEB,2.5 Stars,2.5 Stars,Normal,45,55,50,50,40,-,-,45,-,-,-,-,-,-,-,92-94,60,No,2013,96
6457,37,05/17/1984,Dave Smith,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2002,82
10916,29,11/27/1991,CHRIS KINSLEY,2.5 Stars,2.5 Stars,Durable,45,45,45,50,50,-,40,50,-,-,-,-,-,-,-,91-93,45,No,2013,97
13076,22,09/24/1998,John Lupkoski,2.0 Stars,3.0 Stars,Normal,70,50,55,-,-,-,80,80,-,-,-,-,-,-,-,97-99,25,No,2017,99
9481,34,03/06/1987,GEORGE MILLER,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2009,90
11528,28,08/24/1992,KYLE BETANCOURT,2.0 Stars,2.0 Stars,Normal,50,35,50,55,55,-,60,-,-,50,-,-,-,-,-,93-95,25,No,2014,103
12340,28,04/16/1993,ABU BAKR BIN NAJI,2.0 Stars,2.0 Stars,Normal,50,30,40,75,40,-,50,-,35,-,-,-,-,-,-,95-97,50,No,2015,102
9972,34,10/18/1986,BILL DOUGHERTY,2.0 Stars,2.0 Stars,Durable,50,35,50,55,45,45,55,50,-,-,-,-,-,-,-,93-95,60,No,2008,92
10598,25,05/31/1995,BOBBY MCLENDON,2.0 Stars,2.5 Stars,Durable,75,50,45,80,60,80,75,-,70,-,-,-,-,-,-,94-96,30,No,2013,101
1468,55,01/13/1966,Tim Weaver,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,81
6394,41,09/20/1979,Chris Crowe,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,87
8425,34,07/01/1986,Lance Gray,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,83
9132,31,11/02/1989,ERIC HUFFMAN,2.0 Stars,2.0 Stars,Normal,55,35,45,55,-,55,-,55,-,45,-,-,-,-,-,94-96,25,No,2008,93
10958,25,08/26/1995,COREY O'CONNELL,2.5 Stars,2.5 Stars,Fragile,50,45,45,80,55,-,75,-,-,-,-,-,-,-,-,96-98,55,No,2014,104
7638,34,06/13/1986,TRAVIS BANKS,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2008,94
4659,42,09/23/1978,Wout Maas,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,83
6976,37,04/16/1984,Mark Rodriguez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2005,84
10025,32,11/03/1988,PAUL SCHWARTZ,3.0 Stars,3.0 Stars,Normal,50,55,70,45,-,-,-,55,55,-,-,-,-,60,-,90-92,25,No,2010,93
10590,26,05/05/1995,JOE WEIGEL,2.0 Stars,2.0 Stars,Durable,60,40,45,80,60,-,-,-,65,-,-,-,-,-,-,96-98,30,No,2013,103
6798,36,05/03/1985,DAVID BRYANT,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,86
5678,43,09/28/1977,Jalen Taylor,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2000,84
2820,51,06/08/1969,Freddy Hernandez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,85
9236,30,04/05/1991,STEPHEN MILLER,2.0 Stars,2.0 Stars,Fragile,50,40,40,50,60,-,50,-,-,30,-,-,-,-,-,92-94,40,No,2009,96
6345,38,07/27/1982,Bob Soltysiak,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,90
1212,54,11/30/1966,Jon Gomez,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,86
8530,32,11/20/1988,ANDREW GRAYSON,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,91
6469,37,09/08/1983,ANDY PAYNE,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,88
10074,32,04/14/1989,DAVID RIVERA,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2010,96
8325,32,01/06/1989,TOM KONECNY,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,92
11394,31,11/02/1989,Rob McCann,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2012,110
6390,38,07/25/1982,DERRICK TALLEY,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,92
11747,24,07/02/1996,SHINTARO YAMADA,2.5 Stars,3.0 Stars,Fragile,50,50,60,60,45,-,-,50,70,-,-,-,-,-,-,94-96,55,No,2015,108
13162,28,11/08/1992,IVAN BERNAL,1.5 Stars,1.5 Stars,Normal,50,30,50,55,-,-,60,-,-,-,-,-,-,-,-,93-95,35,No,2015,109
6306,43,03/08/1978,Carlos Diaz,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,93
8509,32,08/14/1988,ALEX ORTIZ,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2007,93
10789,31,07/23/1989,Bobby Miller,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2011,101
6800,36,03/13/1985,MARIO POISEL,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2003,91
11712,25,03/06/1996,RHYS GAULT,3.0 Stars,3.5 Stars,Fragile,80,50,65,80,80,-,-,-,-,-,-,-,-,-,-,92-94,30,No,2014,112
11451,26,09/10/1994,YUUCHI IKEDA,2.0 Stars,2.0 Stars,Normal,70,40,30,65,45,-,-,-,-,75,-,-,-,-,-,93-95,60,No,2013,110
6193,39,01/28/1982,Nolan Ramirez,2.0 Stars,2.0 Stars,Durable,45,45,45,45,-,-,50,-,-,-,50,-,-,-,-,91-93,65,No,0,90
5435,40,03/21/1981,Gene Amato,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2002,93
9486,33,07/07/1987,JOSH HALL,2.0 Stars,2.0 Stars,Iron Man,50,40,40,50,-,-,-,45,-,50,-,55,-,-,-,91-93,45,No,2009,102
8669,33,12/14/1987,CRAIG SKAGGS,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2006,92
6371,38,07/29/1982,Emanuel Johnson,0.5 Stars,0.0 Stars,Iron Man,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,2001,97
5229,45,12/26/1975,Bobby Alexander,0.5 Stars,0.0 Stars,Durable,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Yes,0,93
6070,37,06/19/1983,Miguel Velazquez,2.5 Stars,2.5 Stars,Iron Man,45,50,50,50,-,65,55,-,-,-,-,-,-,-,-,93-95,60,No,2001,98
13171,28,12/09/1992,BENJAMIN KOK,2.0 Stars,2.0 Stars,Normal,45,25,45,55,50,-,-,-,-,-,-,-,-,-,-,93-95,25,No,2016,118
