ID,POS,Name,DOB,Age,OVR,POT,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,STM,SctAcc
9573,RP,CORY CALDWELL,10/31/1991,26,1.5 Stars,1.5 Stars,60,20,40,70,50,-,-,-,65,-,-,-,-,-,-,60,Very High
11907,RP,Yoelbi Campinho,12/16/1995,21,1.5 Stars,1.5 Stars,50,45,45,50,55,-,-,-,-,50,-,-,-,-,-,35,Very High
10241,RP,Leo Campos,08/20/1991,26,1.5 Stars,1.5 Stars,45,20,30,50,-,40,-,-,50,-,-,-,-,-,-,45,Very High
11901,SP,Juan Canas,07/27/1995,22,1.5 Stars,1.5 Stars,45,45,40,50,55,-,-,-,-,60,-,-,-,-,-,55,Very High
13139,SP,Etelson Candeias,09/27/1997,20,0.5 Stars,1.5 Stars,45,40,50,45,45,55,-,45,-,-,-,-,-,-,-,30,Very High
9261,RP,Yoshinari Canio,10/26/1989,28,1.5 Stars,1.5 Stars,50,25,25,50,55,-,-,50,-,-,-,-,-,-,-,50,Very High
14605,RP,Anton Cantu,07/01/1999,18,0.5 Stars,1.5 Stars,40,30,45,45,-,45,-,-,-,-,-,-,-,-,-,40,Average
13206,SP,PASQUALINO CARAFFA,05/02/1993,24,0.5 Stars,1.5 Stars,40,40,45,45,50,-,-,45,-,-,-,-,-,-,-,65,Very High
10289,SP,Victor Cardenas,09/05/1992,25,1.5 Stars,1.5 Stars,40,40,45,55,-,35,-,-,-,-,-,-,-,45,-,55,Very High
14167,SP,Juan Carmona,12/06/1998,18,0.5 Stars,1.5 Stars,45,45,45,45,50,45,-,-,-,45,-,-,-,-,-,50,Low
10052,RP,ANDRES CARRAZCO,08/01/1992,25,1.5 Stars,1.5 Stars,50,35,40,60,55,-,55,-,-,-,-,-,-,-,-,45,Average
11923,RP,Hector Carrero,08/12/1995,22,1.5 Stars,1.5 Stars,45,35,40,45,45,-,45,-,-,-,-,-,-,-,-,50,Average
15197,RP,Mario Carrillo,02/12/2001,16,0.5 Stars,1.5 Stars,50,35,40,45,60,55,45,-,55,-,-,-,-,50,-,55,Average
12674,RP,Mike Carrion,12/23/1996,20,1.5 Stars,1.5 Stars,45,40,40,45,50,-,50,-,-,-,-,-,-,-,-,55,Average
6813,SP,Rick Carver,02/22/1985,32,1.5 Stars,1.5 Stars,45,40,40,55,40,-,-,-,-,-,-,-,-,60,-,50,Very High
11449,RP,KEVIN CASEY,09/28/1994,23,1.5 Stars,1.5 Stars,45,35,35,55,50,-,-,-,45,-,-,-,-,-,-,55,High
12006,RP,Lílian Cassadora,02/12/1996,21,1.5 Stars,1.5 Stars,50,45,35,50,45,40,-,50,-,-,-,-,-,-,-,40,Average
11768,RP,PABLO CASTANEDA,07/23/1996,21,0.5 Stars,1.5 Stars,45,35,45,55,-,-,60,-,-,-,-,-,-,-,-,30,Very High
11951,RP,Gauthier Castiglione,03/12/1995,22,1.5 Stars,1.5 Stars,45,30,50,50,50,-,-,50,-,-,-,-,40,-,-,60,High
7831,RP,Alex Castillo,04/07/1984,33,1.5 Stars,1.5 Stars,45,40,40,45,-,-,-,-,-,-,-,-,-,45,-,60,Very High
12621,RP,Francisco Castruita,09/27/1996,21,1.0 Stars,1.5 Stars,40,50,45,35,45,45,-,40,45,-,-,-,-,-,-,50,Very High
11807,RP,Higino Catalo,09/10/1995,22,0.5 Stars,1.5 Stars,45,20,45,-,50,50,35,-,-,50,-,-,-,-,-,65,Very High
13520,RP,Silvano Cato,10/27/1997,20,1.5 Stars,1.5 Stars,50,45,40,55,-,-,50,50,-,-,-,-,-,-,-,50,Very High
12589,RP,Emmanuel Cavalleri,11/17/1996,20,0.5 Stars,1.5 Stars,45,45,45,50,40,45,-,-,-,45,-,-,-,-,-,40,Very High
10894,RP,ADAM CAVE,05/19/1994,23,1.0 Stars,1.5 Stars,55,40,35,55,45,-,-,-,55,50,-,-,-,-,-,55,Very High
9574,SP,PAUL CAWTHON,05/04/1991,26,1.5 Stars,1.5 Stars,50,40,40,55,40,45,-,55,-,-,-,-,-,-,-,50,Very High
11915,RP,Ji-hoon Chae,03/24/1995,22,1.5 Stars,1.5 Stars,50,35,40,50,45,55,35,45,-,-,-,-,-,-,-,55,Average
11085,RP,Kai Chapon,08/24/1995,22,1.5 Stars,1.5 Stars,65,40,35,65,50,-,-,65,-,-,-,-,-,-,-,40,Average
12726,RP,James Chatterton,07/31/1997,20,1.0 Stars,1.5 Stars,40,40,35,40,45,-,40,40,-,45,-,-,-,-,-,40,Very High
12966,SP,DAVID CHAVEZ,10/05/1997,20,0.5 Stars,1.5 Stars,35,45,50,45,-,-,45,45,45,-,-,-,-,-,-,70,Very High
13567,RP,Eddie Chavez,06/01/1998,19,0.5 Stars,1.5 Stars,50,30,45,55,-,-,-,55,-,60,-,-,-,-,-,40,Very High
12329,CL,RODOLFO CHAVIRA,08/02/1993,24,1.5 Stars,1.5 Stars,50,45,45,60,-,-,55,-,-,-,-,-,-,-,-,30,Very High
13713,SP,Dong-chan Cho,12/07/1997,19,0.5 Stars,1.5 Stars,45,45,45,50,50,-,-,40,-,-,-,-,-,-,-,55,Low
13400,RP,Dae-je Choi,04/10/1998,19,0.5 Stars,1.5 Stars,45,40,45,45,50,-,-,45,-,-,-,-,-,-,-,45,Very High
14021,RP,Hyun-il Choi,10/20/1998,19,0.5 Stars,1.5 Stars,45,35,45,45,45,45,-,-,-,50,-,-,-,-,-,60,Average
11976,RP,Sang-chul Choi,08/04/1995,22,1.5 Stars,1.5 Stars,45,35,35,55,50,-,-,-,50,-,-,-,-,-,-,45,Very High
14441,SP,Livio Ciaravella,06/26/2000,17,0.5 Stars,1.5 Stars,50,40,45,45,60,-,-,-,-,50,-,-,-,-,-,75,Very High
9218,SP,TRISTAN CIPOLLONI,03/16/1990,27,1.0 Stars,1.5 Stars,45,45,40,50,40,-,50,45,-,-,-,-,-,-,-,55,Very High
11850,SP,Armando Cisneros,08/26/1993,24,1.0 Stars,1.5 Stars,55,35,45,60,-,-,55,50,-,55,-,-,-,-,-,40,Very High
12904,RP,Tomislav Ckrebic,04/12/1997,20,1.5 Stars,1.5 Stars,60,40,40,60,60,-,-,55,-,-,-,-,-,-,-,35,Average
13476,RP,Brian Clark,02/18/1998,19,1.5 Stars,1.5 Stars,50,35,40,50,45,-,55,-,-,-,-,-,-,-,-,50,Very High
12203,RP,Callum Clark,08/06/1996,21,1.5 Stars,1.5 Stars,45,45,45,45,50,-,-,-,-,55,-,-,-,-,-,55,Average
10816,RP,Daniel Clark,06/20/1992,25,1.5 Stars,1.5 Stars,50,35,45,-,-,-,50,60,-,-,-,-,-,-,-,25,Very High
14284,RP,Brad Clarke,01/23/1998,19,1.5 Stars,1.5 Stars,50,35,35,50,55,-,55,-,-,-,-,-,-,50,-,45,Very High
13791,RP,MATT CLAYTON,05/11/1994,23,1.5 Stars,1.5 Stars,45,40,50,45,-,50,-,45,-,-,-,-,-,-,-,55,Very High
14059,RP,Norman Clow,02/06/1998,19,0.5 Stars,1.5 Stars,40,35,50,40,45,45,40,-,50,45,-,-,-,-,-,55,Low
12135,RP,Norm Coles,03/31/1996,21,1.0 Stars,1.5 Stars,45,35,40,50,55,-,50,35,-,-,-,-,-,-,-,40,High
12662,SP,Joseph Coll,02/22/1997,20,0.5 Stars,1.5 Stars,45,45,45,50,50,-,-,-,-,50,-,-,-,-,-,35,High
15088,SP,Jose Colunga,04/12/2001,16,0.5 Stars,1.5 Stars,45,45,40,45,55,55,-,50,-,-,-,-,-,-,-,50,Very Low
14596,SP,Rick Connett,12/04/2000,16,0.5 Stars,1.5 Stars,50,35,45,50,60,-,-,45,-,-,-,-,45,-,-,50,Very High
13370,SP,Manny Contreras,03/20/1998,19,0.5 Stars,1.5 Stars,35,55,50,45,45,-,-,-,-,-,-,-,-,35,-,60,Very High
12946,SP,KEN CORBIN,10/29/1994,23,1.5 Stars,1.5 Stars,50,45,45,60,50,55,-,45,-,-,-,-,-,-,-,45,Very High
14250,RP,Calvin Cornell,04/13/1999,18,0.5 Stars,1.5 Stars,50,30,45,-,-,-,50,-,-,55,-,-,-,-,-,25,Average
13678,SP,Luis Cortes,06/21/1997,20,0.5 Stars,1.5 Stars,60,30,40,70,50,-,60,65,-,-,-,-,-,-,-,55,High
14343,RP,Guillermo Cortez,06/15/1999,18,0.5 Stars,1.5 Stars,40,45,50,40,40,45,-,-,45,-,-,-,-,-,-,45,High
11475,SP,JESUS COTTO,09/07/1995,22,1.5 Stars,1.5 Stars,50,40,45,55,50,-,55,45,-,-,-,-,-,-,-,75,Average
15253,SP,Gareth Coughlan,03/15/2001,16,0.5 Stars,1.5 Stars,35,45,60,45,50,-,40,-,-,-,-,-,-,-,-,50,Average
10657,RP,Cooper Cox,07/13/1993,24,1.5 Stars,1.5 Stars,45,20,35,40,55,-,45,45,40,-,-,-,-,-,-,45,Average
14571,RP,Dermot Cox,07/05/2001,16,0.5 Stars,1.5 Stars,65,45,25,70,55,-,-,-,-,-,-,-,-,-,-,30,Very High
6478,SP,Vance Cox,11/10/1983,33,1.5 Stars,1.5 Stars,45,45,35,50,55,50,-,-,40,-,-,-,-,-,-,35,Very High
11811,RP,Gordon Crabtree,12/14/1995,21,1.5 Stars,1.5 Stars,45,45,35,55,40,-,50,45,-,-,-,-,-,-,-,45,Very High
9401,SP,K.C. Cribbs,09/07/1989,28,1.5 Stars,1.5 Stars,45,35,50,-,-,50,-,-,-,55,60,-,-,-,-,55,Very High
11048,RP,Carlos Cruz,01/05/1995,22,1.5 Stars,1.5 Stars,55,35,35,70,50,-,-,-,55,-,-,-,-,-,-,35,Very High
14796,RP,Gertrudes Cruz,07/11/1999,18,0.5 Stars,1.5 Stars,50,25,45,50,60,-,-,-,-,-,-,-,-,-,-,40,Low
14175,SP,Luis Cruz,06/25/1999,18,0.5 Stars,1.5 Stars,50,35,50,55,60,-,55,-,-,-,-,-,-,-,-,45,Average
10653,RP,Melvin Cuevas,07/30/1993,24,1.5 Stars,1.5 Stars,50,35,30,55,45,-,50,45,-,-,35,-,-,-,-,45,High
13169,RP,QUINTIN CULAHAM,09/08/1992,25,1.5 Stars,1.5 Stars,55,20,45,65,60,-,50,-,-,55,-,-,-,-,-,40,Very High
13124,RP,Pat Cunningham,01/02/1998,19,0.5 Stars,1.5 Stars,40,35,40,45,40,-,-,40,-,-,-,-,-,-,-,55,High
14708,SP,Declan Curnow,11/24/1999,17,0.5 Stars,1.5 Stars,45,30,50,45,40,55,50,-,-,-,-,-,-,-,-,60,Low
9199,SP,Josh Currie,06/18/1990,27,1.5 Stars,1.5 Stars,50,40,45,60,-,45,-,-,-,60,-,-,-,-,-,50,Very High
14696,SP,Verdiano Curti,10/22/1999,18,0.5 Stars,1.5 Stars,45,40,45,45,55,-,-,-,45,-,-,-,-,-,-,55,Low
13305,RP,Cody Cyr,08/20/1998,19,1.0 Stars,1.5 Stars,35,45,40,40,40,-,-,45,-,-,-,-,-,-,-,35,Very High
13156,SP,Mendel Daamen,08/07/1997,20,0.5 Stars,1.5 Stars,40,35,60,45,50,-,45,-,-,-,-,-,-,-,-,55,Average
10615,SP,CAMERON DAHL,10/29/1994,23,1.5 Stars,1.5 Stars,55,35,45,65,-,70,60,-,-,-,-,-,-,-,-,55,High
12477,SP,Brayden Dalley,12/07/1996,20,0.5 Stars,1.5 Stars,40,45,45,45,50,-,-,-,-,-,-,-,50,-,-,50,Average
12670,RP,Cam Darke,08/22/1997,20,1.0 Stars,1.5 Stars,45,30,40,45,45,-,40,-,50,-,-,-,-,-,-,30,Very High
14460,SP,Bosko Davidovic,08/17/2000,17,0.5 Stars,1.5 Stars,50,45,45,50,55,60,50,-,-,-,-,40,-,-,-,55,Very High
9557,RP,ELIJAH DAVIS,02/03/1991,26,1.5 Stars,1.5 Stars,45,30,30,50,35,-,55,-,-,-,-,-,-,-,-,50,Very High
14005,RP,Steef de Bakker,10/11/1998,19,0.5 Stars,1.5 Stars,55,30,30,60,-,-,-,-,-,55,-,45,-,-,-,30,High
11682,RP,HENRI DE BIE,04/08/1992,25,1.5 Stars,1.5 Stars,40,25,50,-,40,50,45,-,-,45,-,-,-,-,-,75,Very High
10326,RP,Ray de Boer,11/19/1991,25,1.5 Stars,1.5 Stars,50,40,30,55,-,-,-,45,-,60,-,-,-,-,-,55,High
12433,SP,IJSBRAND DE BRUIJN,10/19/1997,20,0.5 Stars,1.5 Stars,45,45,45,50,45,-,45,50,-,-,-,-,-,35,-,40,Very High
14533,RP,Nalle de Graaf,08/30/1996,21,0.5 Stars,1.5 Stars,45,35,40,45,-,-,45,-,-,50,-,-,-,-,-,30,Very High
13364,RP,Ray Deckers,07/24/1998,19,0.5 Stars,1.5 Stars,45,40,45,50,-,50,-,-,-,-,-,-,-,-,-,30,Very High
12677,RP,Rogelio Degadillo,02/11/1996,21,1.5 Stars,1.5 Stars,65,35,40,65,-,-,-,60,-,55,50,-,-,-,-,30,Average
12159,RP,Moses Dekker,01/12/1996,21,1.5 Stars,1.5 Stars,50,35,45,55,-,-,-,45,-,45,-,-,-,-,-,45,Very High
11830,RP,Humberto Delgado,07/19/1995,22,1.5 Stars,1.5 Stars,50,35,40,55,55,45,55,-,-,-,-,-,-,-,-,50,Very High
15237,SP,Jean-Claude Denis,05/28/2001,16,0.5 Stars,1.5 Stars,45,40,50,50,50,-,45,-,-,-,-,-,-,-,-,55,High
13363,SP,Edwin Deniz,05/13/1999,18,0.5 Stars,1.5 Stars,40,40,50,45,45,-,45,45,-,-,-,-,-,-,-,70,Very High
10320,SP,Brett Dewar,04/17/1992,25,1.5 Stars,1.5 Stars,45,35,45,50,45,-,-,-,-,45,-,-,-,-,-,40,Very High
10468,RP,Norman DeYoung,09/04/1992,25,1.5 Stars,1.5 Stars,50,40,40,50,-,-,-,50,-,45,40,-,-,-,-,45,Very High
14169,SP,Hussein Dharr,12/16/1998,18,0.5 Stars,1.5 Stars,45,45,50,45,45,45,-,-,50,-,-,-,-,-,-,40,Low
14702,SP,Juan Diaz,08/03/1999,18,0.5 Stars,1.5 Stars,40,45,50,40,50,-,45,-,-,-,-,-,-,50,-,50,High
14649,SP,Santiago Diaz,03/29/2000,17,0.5 Stars,1.5 Stars,40,45,55,45,50,-,-,45,-,-,-,40,-,-,-,40,Low
14179,SP,Tony Diaz,10/23/1998,19,0.5 Stars,1.5 Stars,45,35,50,50,50,60,-,-,40,-,-,-,-,-,-,60,Low
13110,RP,Dave Diego,11/21/1997,19,0.5 Stars,1.5 Stars,45,50,35,45,45,45,-,45,40,-,-,-,-,45,-,55,Very High
13712,SP,Tim Dillon,01/11/1998,19,0.5 Stars,1.5 Stars,40,45,45,45,50,-,-,-,45,-,-,-,-,-,-,55,Average
10367,RP,Mark Dimmitt,07/25/1994,23,1.5 Stars,1.5 Stars,55,40,35,70,35,-,65,-,-,-,-,-,-,-,-,60,Very High
10277,RP,Clark Dingwell,09/21/1992,25,1.5 Stars,1.5 Stars,55,30,40,60,60,-,-,50,-,-,-,-,-,-,-,40,Very High
12935,SP,MILO DJOROVIC,09/05/1993,24,0.5 Stars,1.5 Stars,45,35,50,50,-,-,-,50,-,50,-,-,-,-,-,45,High
13982,SP,Borisav Djukanovic,05/10/1998,19,0.5 Stars,1.5 Stars,50,50,40,70,55,-,-,-,-,-,-,-,-,55,-,70,Very High
14133,CL,Misa Djukanovic,12/01/1998,18,0.5 Stars,1.5 Stars,45,40,40,45,55,-,-,-,45,-,-,-,-,-,-,40,Low
14908,CL,Rudjer Djurdjuvic,03/21/2000,17,0.5 Stars,1.5 Stars,50,30,55,45,-,-,-,55,-,55,-,-,-,-,-,30,Average
11300,RP,Young-jin Do,11/09/1995,21,1.5 Stars,1.5 Stars,45,30,40,45,45,-,-,45,-,40,-,-,-,-,-,25,Very High
12346,SP,RYAN DOMINA,10/09/1993,24,1.5 Stars,1.5 Stars,45,50,45,50,-,-,50,-,-,55,-,-,-,-,-,35,Very High
10688,RP,Nick Dominey,01/18/1992,25,1.5 Stars,1.5 Stars,55,25,45,65,50,45,-,55,35,-,-,-,-,-,-,70,Very High
9526,SP,DAVE DONOVAN,02/12/1992,25,1.5 Stars,1.5 Stars,45,40,40,50,45,-,55,50,-,-,-,-,-,-,-,35,Very High
14472,SP,Laurente Dorso,03/11/2001,16,0.5 Stars,1.5 Stars,45,35,50,50,50,-,35,-,-,-,-,-,-,-,-,60,Very High
10334,RP,Howard Dove,03/02/1992,25,1.5 Stars,1.5 Stars,60,35,40,70,60,-,-,-,-,60,-,-,-,-,-,35,Very High
14807,SP,Damian Dowling,08/14/2000,17,0.5 Stars,1.5 Stars,55,60,30,50,60,-,-,-,-,-,-,-,60,-,-,70,Low
11468,RP,KIERON DOWLING,06/06/1992,25,1.5 Stars,1.5 Stars,55,35,45,60,45,-,-,60,-,60,-,-,-,-,-,30,Very High
10965,SP,CHRIS DOYLE,04/13/1996,21,1.0 Stars,1.5 Stars,55,45,45,70,60,-,70,-,-,-,-,-,-,-,-,50,Very High
11576,SP,ROBBY DROHAN,05/29/1996,21,0.5 Stars,1.5 Stars,35,45,50,40,35,-,-,45,40,-,-,-,-,-,-,55,Average
13392,RP,Harry Drost,07/21/1998,19,0.5 Stars,1.5 Stars,50,30,45,50,-,60,-,-,-,-,-,-,-,-,-,25,Very High
10322,RP,Mike Duff,04/27/1992,25,1.5 Stars,1.5 Stars,50,20,40,65,40,-,-,-,-,-,-,-,-,55,-,50,Very High
13550,SP,Daniel Dunn,12/15/1997,19,0.5 Stars,1.5 Stars,35,40,55,45,35,-,35,-,40,-,-,-,-,-,-,55,Very High
11053,SP,Lionel Durante,09/18/1994,23,1.5 Stars,1.5 Stars,55,45,40,65,-,65,-,-,-,60,-,-,-,40,-,60,Very High
9597,SP,MANNY DUSA,08/11/1991,26,1.5 Stars,1.5 Stars,50,45,40,60,55,-,60,-,-,-,-,-,45,-,-,55,Very High
14071,RP,Jörg Ebner,08/07/1998,19,1.5 Stars,1.5 Stars,50,30,40,60,55,-,-,45,-,-,-,-,-,-,-,45,High
9173,RP,BRET EDWARDS,02/10/1991,26,1.5 Stars,1.5 Stars,50,30,40,55,35,-,-,-,55,-,-,-,-,-,-,40,Very High
10857,RP,Fred Elgie,02/02/1994,23,1.5 Stars,1.5 Stars,55,25,35,60,-,-,-,55,50,50,-,-,-,-,-,45,Very High
15167,RP,Luigi Emery,11/09/2000,16,0.5 Stars,1.5 Stars,35,30,50,40,45,-,-,-,-,-,-,-,-,-,-,30,Very High
10645,SP,Masahiro Endo,11/05/1993,23,1.5 Stars,1.5 Stars,50,45,45,55,40,-,-,55,-,-,55,-,-,-,-,50,Very High
12466,RP,Danny Escalera,04/05/1996,21,1.0 Stars,1.5 Stars,45,30,30,55,45,-,-,-,45,-,-,-,-,-,-,40,Very High
9559,RP,ALEXIS ESCAMILLA,03/21/1992,25,1.5 Stars,1.5 Stars,55,30,45,60,60,-,-,55,-,-,-,-,-,-,-,35,Very High
11646,SP,SERAFINO ESCORCIO,03/19/1996,21,0.5 Stars,1.5 Stars,40,45,50,40,40,45,-,45,-,-,-,-,-,-,-,70,High
14997,SP,Rafael Esparza,06/06/1997,20,0.5 Stars,1.5 Stars,45,50,45,50,-,35,45,-,-,50,-,-,-,-,-,50,Average
10283,RP,Alfredo Espinosa,05/17/1991,26,1.5 Stars,1.5 Stars,55,30,30,65,55,-,-,-,50,-,-,-,-,-,-,55,Very High
14553,SP,Waldo Espinoza,01/25/2001,16,0.5 Stars,1.5 Stars,45,35,50,45,55,-,-,-,-,55,-,-,-,-,-,35,High
12690,SP,Cássio Esqueira,11/17/1996,20,0.5 Stars,1.5 Stars,45,35,45,60,45,-,-,45,-,-,-,-,-,-,-,50,High
12397,SP,MANNY ESTRADA,06/14/1998,19,1.0 Stars,1.5 Stars,50,45,45,60,50,-,-,-,55,-,-,-,-,-,-,45,Very High
14787,RP,Miguel Estrada,04/04/1999,18,0.5 Stars,1.5 Stars,35,45,45,40,45,-,-,45,-,-,-,-,-,-,-,45,Average
10641,SP,ALEC EVANS,03/09/1994,23,0.5 Stars,1.5 Stars,50,40,40,50,55,-,-,50,-,50,-,-,-,-,-,65,Very High
11970,RP,Callum Farrow,12/22/1995,21,1.5 Stars,1.5 Stars,40,45,50,40,-,-,-,40,-,45,-,-,-,-,-,35,Very High
15269,SP,Arwarh Fatin,06/01/2001,16,0.5 Stars,1.5 Stars,50,50,35,45,60,-,-,40,-,-,-,-,-,-,-,60,Low
10652,RP,Cleto Favela,10/13/1993,24,1.5 Stars,1.5 Stars,50,30,30,75,45,-,50,-,-,-,-,-,-,55,-,50,Very High
15240,SP,Ray Fell,12/27/2000,16,0.5 Stars,1.5 Stars,45,40,50,50,55,-,-,-,55,-,-,-,-,-,-,65,High
11588,SP,RYAN FERGUSON,07/20/1996,21,0.5 Stars,1.5 Stars,50,45,40,60,50,-,-,-,55,-,-,-,-,-,-,45,Very High
15184,SP,Jesus Fernandez,01/06/2001,16,0.5 Stars,1.5 Stars,40,45,50,45,45,45,-,45,-,-,-,-,-,-,-,45,Average
15219,SP,Oscar Fernandez,01/06/2001,16,0.5 Stars,1.5 Stars,55,40,45,50,60,55,45,-,-,-,-,-,-,-,-,65,High
11810,RP,Marwan Ferran,05/09/1995,22,1.5 Stars,1.5 Stars,50,35,45,45,55,-,50,-,-,-,-,-,-,-,-,35,Very High
14216,RP,Lucan Ferraris,06/22/1999,18,0.5 Stars,1.5 Stars,45,40,50,45,-,-,-,50,-,50,-,-,-,-,-,35,Average
14455,RP,Joseph Field,07/16/2000,17,0.5 Stars,1.5 Stars,45,30,45,45,60,-,-,-,-,-,-,-,-,-,-,30,Very High
12089,SP,Jayden Fielding,07/04/1996,21,0.5 Stars,1.5 Stars,45,45,45,45,50,-,-,-,-,50,-,-,-,-,-,55,Very High
9840,RP,Jeronimo Figas,03/11/1991,26,1.5 Stars,1.5 Stars,45,25,30,45,45,-,45,-,40,-,-,-,-,-,-,45,High
9178,SP,JASON FISCHER,05/01/1991,26,1.5 Stars,1.5 Stars,50,25,55,60,60,-,-,60,-,-,-,-,-,-,-,40,Very High
9299,RP,Nick Fisher,05/27/1990,27,1.5 Stars,1.5 Stars,40,30,25,50,-,-,45,-,40,-,-,-,-,-,-,60,Very High
12355,SP,JOHN FITZSIMMONS,01/03/1993,24,1.5 Stars,1.5 Stars,55,35,45,55,60,65,55,45,-,-,55,-,-,-,-,55,Very High
14046,SP,Vern Flemming,06/15/1998,19,0.5 Stars,1.5 Stars,45,45,45,45,45,-,-,-,50,-,-,-,-,-,-,50,Average
10625,RP,DEAN FLESCH,03/01/1995,22,1.5 Stars,1.5 Stars,50,30,30,55,-,-,55,50,-,-,-,-,-,-,-,45,Very High
12812,RP,Damon Fletcher,06/23/1997,20,0.5 Stars,1.5 Stars,45,30,45,45,45,40,-,45,-,-,-,-,-,-,-,35,Average
13763,SP,David Flores,12/26/1998,18,0.5 Stars,1.5 Stars,45,35,45,50,55,-,-,-,-,-,-,-,-,60,-,60,High
13335,SP,Jesus Flores,06/19/1998,19,0.5 Stars,1.5 Stars,50,50,40,65,55,-,-,-,40,-,-,-,-,-,-,55,Very High
11591,RP,PEDRO FLORES,04/02/1996,21,1.0 Stars,1.5 Stars,50,35,35,60,-,-,55,-,-,-,-,-,-,-,-,25,Very High
14238,RP,Joey Foster,11/15/1998,18,0.5 Stars,1.5 Stars,50,40,45,45,-,50,-,-,-,55,-,-,-,-,-,45,Low
15116,RP,Josiah Foster,06/28/2001,16,0.5 Stars,1.5 Stars,55,35,25,45,-,65,-,-,-,-,-,-,-,-,-,50,Low
12620,RP,Rex Fouracre,02/24/1997,20,1.0 Stars,1.5 Stars,40,45,45,45,40,-,45,45,-,-,-,-,-,-,-,60,Very High
14754,SP,Harry Fowlow,02/19/2000,17,0.5 Stars,1.5 Stars,35,45,55,45,50,-,45,-,-,-,-,-,-,-,-,65,High
10397,SP,Dan Fox,03/21/1994,23,1.5 Stars,1.5 Stars,65,30,40,75,65,-,-,65,-,-,-,-,-,-,-,60,Very High
12003,RP,Miguel Franco,06/09/1996,21,1.0 Stars,1.5 Stars,50,20,45,55,50,-,55,-,-,-,-,-,-,-,-,70,Very High
15311,CL,Pete Fraser,09/05/2001,16,0.5 Stars,1.5 Stars,55,35,35,50,60,-,-,45,-,-,-,-,-,-,-,40,Low
14706,SP,Gerry Frew,05/20/1999,18,0.5 Stars,1.5 Stars,40,40,50,45,50,-,-,-,50,-,-,-,-,-,-,50,High
9886,SP,Tim Fry,04/13/1991,26,1.5 Stars,1.5 Stars,50,45,35,55,50,55,-,55,-,-,-,-,-,-,-,40,Very High
13238,SP,Roberto Fuentes,03/03/1997,20,0.5 Stars,1.5 Stars,45,35,45,-,50,50,-,-,50,55,-,-,-,50,-,60,High
14683,SP,Yonetoshi Fujii,10/28/1999,18,0.5 Stars,1.5 Stars,45,35,45,55,50,-,55,-,-,-,-,-,-,-,-,35,Low
13126,SP,Kentaro Fujita,01/18/1998,19,0.5 Stars,1.5 Stars,45,35,50,45,50,50,-,-,50,45,-,-,-,-,-,60,Average
10774,RP,BRYCE FULTZ,09/28/1988,29,1.5 Stars,1.5 Stars,45,30,45,60,-,-,35,-,-,-,-,-,-,-,-,20,Very High
11399,RP,Shunichi Funaki,03/18/1991,26,1.5 Stars,1.5 Stars,50,30,45,-,-,-,70,-,-,50,-,-,-,-,-,30,Very High
11883,RP,Young-lau Fung,01/27/1996,21,1.5 Stars,1.5 Stars,50,35,40,55,50,-,55,-,-,-,-,-,-,-,-,45,Average
12010,RP,Pino Funicello,09/20/1995,22,1.5 Stars,1.5 Stars,50,30,45,50,55,-,45,50,-,-,-,-,-,-,-,50,Very High
11423,RP,ROBERTO GADEA,12/19/1990,26,1.5 Stars,1.5 Stars,50,30,45,-,-,65,-,-,-,55,-,-,-,-,-,25,Very High
10469,RP,Anthony Gadsden,07/26/1992,25,1.5 Stars,1.5 Stars,50,35,35,55,-,60,-,50,-,-,-,-,45,-,-,60,Very High
11628,SP,SÍLVIO GALEANA,08/22/1996,21,0.5 Stars,1.5 Stars,45,45,40,55,40,45,55,-,-,-,-,-,-,-,-,55,Very High
10914,RP,BEN GALLAGHER,04/21/1991,26,1.5 Stars,1.5 Stars,50,35,40,45,-,-,50,50,-,-,-,-,-,-,-,55,High
14973,SP,Eddie Gallardo,03/30/2000,17,0.5 Stars,1.5 Stars,35,55,55,40,40,-,40,-,35,35,-,-,-,-,-,50,Average
13800,SP,Jon Gallegos,06/21/1998,19,0.5 Stars,1.5 Stars,50,30,50,50,60,-,-,55,-,-,45,-,-,-,-,55,Very High
13838,SP,Ignacio Gamez,03/11/1999,18,0.5 Stars,1.5 Stars,50,45,45,50,60,-,-,-,60,-,-,-,-,-,-,55,Very High
13833,SP,Esteban Garcia,06/19/1999,18,0.5 Stars,1.5 Stars,40,45,45,45,40,-,45,-,45,-,-,-,-,-,-,45,Very High
14799,SP,Isaias Garcia,05/20/2000,17,0.5 Stars,1.5 Stars,45,45,45,45,55,-,50,-,-,-,-,-,-,-,-,55,Average
12494,RP,Ruben Garcia,03/30/1996,21,1.5 Stars,1.5 Stars,55,25,55,55,55,-,55,-,-,55,-,-,45,-,-,60,Very High
13561,SP,Brendan Gardner,02/07/1998,19,0.5 Stars,1.5 Stars,40,45,45,40,40,45,40,45,40,-,-,-,-,-,-,50,Low
10969,SP,JASON GARNETT,07/13/1995,22,1.0 Stars,1.5 Stars,55,40,40,-,45,60,60,-,60,60,-,-,-,-,-,40,Very High
13357,RP,Cody Garver,11/13/1998,18,0.5 Stars,1.5 Stars,50,35,30,55,-,60,-,-,-,-,-,-,-,-,-,25,Very High
