ID,Name,ORG,Lev,DOB,OVR,POT,Prone,STU P,CON P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VELO,STM,Sct,SctAcc,Draft,OA Pick
12571,Juan Maya,LDN,A,10/30/1996,2.0 Stars,2.0 Stars,Normal,50,40,45,60,45,55,55,-,-,-,-,-,-,-,-,93-95,55,Apr. 22nd   2021,Low,0,0
13398,Shamar Mayfield,VAN,AA,09/30/1998,1.5 Stars,2.0 Stars,Normal,45,30,45,-,40,50,-,50,-,50,-,-,-,-,-,96-98,55,Apr. 9th   2021,Low,2018,12
13886,Marcel Mazzolani,LAP,A,06/18/1999,1.5 Stars,2.0 Stars,Normal,80,40,30,80,-,-,80,-,-,-,-,-,-,-,-,96-98,25,Jun. 6th   2021,Avg,2018,133
10098,Sean McBride,ADE,AAA,12/20/1992,2.0 Stars,2.0 Stars,Normal,50,40,55,50,-,-,55,40,-,55,-,-,-,-,-,92-94,35,Apr. 24th   2021,Low,2011,45
15703,Martin Mccarthy,-,-,12/07/2002,0.5 Stars,2.0 Stars,Normal,40,45,55,55,45,-,-,35,-,-,-,-,-,-,-,91-93,60,Jan. 31st   2021,Low,0,0
8769,PHIL MCCLENDON,-,-,12/30/1989,2.0 Stars,2.0 Stars,Fragile,50,45,45,65,60,-,-,55,-,-,-,-,-,-,-,94-96,65,Aug. 27th   2020,Low,2011,131
16956,Christopher McCullough,-,-,01/25/2005,0.5 Stars,2.0 Stars,Normal,45,45,40,50,45,-,50,45,-,-,-,-,-,-,-,90-92,45,Dec. 21st   2020,Low,0,0
10997,JUSTIN MCGILL,SMT,MLB,11/15/1995,2.0 Stars,2.0 Stars,Fragile,65,45,45,80,55,40,80,70,-,-,-,-,-,-,-,98-100,45,Mar. 20th   2021,Low,2014,79
11787,ED MCGREER,CUR,A,06/22/1996,2.0 Stars,2.0 Stars,Normal,45,45,40,60,50,-,-,-,35,-,-,-,-,-,-,96-98,40,May 1st   2021,Low,2015,176
14673,Curt McLeish,-,-,12/13/1999,1.5 Stars,2.0 Stars,Normal,40,50,55,35,40,-,40,40,-,-,-,-,-,-,-,89-91,50,Jan. 3rd   2021,Avg,0,0
17662,Earl Meagher,-,-,05/10/2005,0.5 Stars,2.0 Stars,Normal,80,50,40,80,-,-,-,-,-,-,80,-,-,-,-,93-95,35,Dec. 30th   2020,Low,0,0
10626,RUBEN MEASTAS,HON,AA,09/20/1994,2.0 Stars,2.0 Stars,Normal,65,45,40,70,55,55,75,-,-,-,-,-,-,-,-,94-96,55,Apr. 25th   2021,Low,2013,228
13524,Danny Medellin,-,-,08/31/1998,1.0 Stars,2.0 Stars,Fragile,45,45,35,50,50,-,-,50,-,40,-,-,-,-,-,93-95,55,Apr. 23rd   2021,Avg,0,0
12097,Ricciardo Medici,-,-,03/11/1996,1.5 Stars,2.0 Stars,Normal,45,50,45,-,-,-,45,-,-,45,-,-,-,-,-,89-91,30,Apr. 5th   2021,Avg,0,0
13834,Ramon Medina,-,-,05/20/1998,1.5 Stars,2.0 Stars,Normal,65,25,55,80,75,-,-,-,-,-,-,-,-,-,-,92-94,25,Apr. 5th   2021,Avg,2021,222
16483,Nelis Meijers,DEN,A,03/31/2002,1.5 Stars,2.0 Stars,Normal,50,70,40,65,45,55,45,55,-,-,-,-,-,-,-,91-93,65,May 2nd   2021,Low,0,0
14219,Armando Mendes,DUB,AA,06/26/1999,1.5 Stars,2.0 Stars,Fragile,45,45,60,-,45,55,-,-,-,65,-,-,-,-,-,95-97,30,Mar. 11th   2021,Low,0,0
9744,ARTURO MENDEZ,-,-,03/10/1991,2.0 Stars,2.0 Stars,Wrecked,45,50,45,50,30,-,50,-,-,-,-,-,-,-,-,96-98,30,Jul. 30th   2020,Avg,2010,23
13237,Joel Mendoa,VAN,AAA,05/13/1997,2.0 Stars,2.0 Stars,Normal,50,55,40,70,50,40,-,50,-,-,-,-,-,-,-,95-97,65,Jun. 5th   2021,Avg,2017,72
15232,Alejandro Mendoza,NKO,R,02/12/2001,1.0 Stars,2.0 Stars,Normal,45,45,50,45,45,45,-,50,-,-,-,-,-,-,-,90-92,60,May 25th   2021,Avg,0,0
17391,Edwin Mendoza,ADE,INT,10/29/2003,0.5 Stars,2.0 Stars,Normal,45,30,50,45,55,-,-,-,40,-,-,-,-,-,-,87-89,50,May 12th   2021,Low,0,0
17321,Willie Mendoza,DEN,INT,02/07/2004,0.5 Stars,2.0 Stars,Durable,45,30,55,45,50,-,-,50,-,-,-,-,-,-,-,89-91,45,May 21st   2021,Avg,0,0
11770,Ceasario Menocchio,DUB,AAA,08/30/1997,2.0 Stars,2.0 Stars,Normal,50,35,75,60,70,-,65,-,-,-,-,-,-,-,-,93-95,35,May 31st   2021,Avg,2015,18
10370,Tyler Messamore,-,-,06/05/1993,2.0 Stars,2.0 Stars,Normal,45,40,45,50,30,-,-,-,-,50,40,-,-,-,-,90-92,50,Oct. 1st   2020,Avg,2012,51
9229,DAN METCALF,SMT,AAA,09/26/1991,2.0 Stars,2.0 Stars,Wrecked,45,45,55,50,45,40,35,50,-,-,-,-,-,-,-,94-96,40,Apr. 30th   2021,Low,2010,100
13814,Dan Meyer,STU,AA,05/05/1999,2.0 Stars,2.0 Stars,Durable,80,65,35,80,-,-,-,-,60,80,-,-,-,-,-,94-96,35,May 4th   2021,Low,2017,218
17319,Osvaldo Mialheiro,LAP,INT,08/10/2003,0.5 Stars,2.0 Stars,Normal,45,80,35,50,35,55,-,50,-,-,-,-,-,-,-,89-91,65,Apr. 30th   2021,Low,0,0
10449,Kyle Michael,LDN,AA,03/30/1994,2.0 Stars,2.0 Stars,Normal,50,20,40,65,45,50,-,40,-,40,-,-,-,-,-,95-97,55,Apr. 27th   2021,Low,2012,145
14001,Srdjan Mihajlovic,LON,A,07/09/1998,1.5 Stars,2.0 Stars,Normal,45,50,40,50,50,-,-,-,35,-,-,-,-,-,-,91-93,55,May 9th   2021,Avg,0,0
15728,Aleksandar Mijatovic,-,-,09/04/2002,0.5 Stars,2.0 Stars,Normal,35,30,55,40,40,-,-,-,35,-,-,-,-,-,-,90-92,70,Jan. 31st   2021,Low,0,0
17759,Kazutoshi Miki,-,-,02/18/2006,0.5 Stars,2.0 Stars,Normal,50,80,35,55,40,-,55,-,-,50,-,-,-,-,-,90-92,65,Jan. 31st   2021,Low,0,0
16546,Milojica Miletic,-,-,05/25/2004,1.0 Stars,2.0 Stars,Normal,70,30,50,80,-,-,80,-,-,-,-,-,-,-,-,93-95,35,Mar. 5th   2021,Low,0,0
14339,Vuk Milkovic,SMT,AAA,08/01/1999,1.0 Stars,2.0 Stars,Normal,75,45,40,80,-,-,80,-,-,-,-,-,-,-,-,94-96,40,Jun. 7th   2021,Avg,0,0
10201,Adam Miller,VAN,AAA,05/16/1992,2.0 Stars,2.0 Stars,Fragile,45,50,45,65,-,-,50,-,-,-,-,-,-,55,-,95-97,50,Mar. 22nd   2021,Low,2011,132
11937,Marcus Miller,CUR,MLB,03/21/1996,2.0 Stars,2.0 Stars,Normal,80,40,45,80,45,80,-,80,-,-,-,-,-,-,-,98-100,35,Apr. 27th   2021,Low,0,0
9236,STEPHEN MILLER,LDN,MLB,04/05/1991,2.0 Stars,2.0 Stars,Fragile,45,40,40,50,55,-,50,-,-,25,-,-,-,-,-,92-94,40,Mar. 27th   2021,Low,2009,96
16616,Jochen Mink,GAL,INT,06/24/2002,1.5 Stars,2.0 Stars,Normal,45,40,55,50,50,50,-,50,-,-,-,-,-,-,-,89-91,45,Feb. 27th   2021,Low,0,0
16021,Antonio Miranda,AMS,INT,12/01/2001,1.0 Stars,2.0 Stars,Normal,50,30,50,65,65,-,40,-,-,-,-,-,-,-,-,91-93,45,Apr. 22nd   2021,Low,0,0
17245,Jesus Miranda,LDN,INT,09/14/2003,0.5 Stars,2.0 Stars,Normal,40,40,45,40,45,-,45,-,-,-,-,-,-,-,-,88-90,55,Mar. 10th   2021,Low,0,0
10579,Ross Miranda,CUR,AA,04/21/1993,2.0 Stars,2.0 Stars,Normal,50,35,40,60,60,-,-,55,45,-,-,60,-,-,-,94-96,55,Apr. 29th   2021,Low,2012,12
16995,Nick Misner,-,-,03/18/2004,0.5 Stars,2.0 Stars,Normal,55,45,40,80,60,-,80,-,-,-,-,-,-,-,-,93-95,65,Dec. 21st   2020,Low,0,0
13023,Riley Mitchell,ADE,A,06/01/1998,1.5 Stars,2.0 Stars,Normal,55,45,45,80,60,-,55,-,-,-,-,-,-,-,-,96-98,35,Apr. 3rd   2021,Low,2020,187
12454,CHICO MITSUKURI,RME,A,08/24/1997,1.5 Stars,2.0 Stars,Normal,40,30,80,40,50,-,-,55,-,-,-,-,-,-,-,89-91,35,May 11th   2021,Avg,2016,127
15463,Makoto Miura,NKO,R,03/07/2001,1.0 Stars,2.0 Stars,Normal,50,45,50,50,-,70,-,50,-,-,-,-,-,-,-,90-92,50,May 2nd   2021,Low,0,0
15752,Zenzo Mizuno,AMS,R,07/20/2001,1.5 Stars,2.0 Stars,Fragile,50,35,45,50,45,-,-,-,-,50,-,-,-,-,-,92-94,50,May 20th   2021,Avg,0,0
13466,Herman Moesker,HAV,AAA,07/13/1997,1.5 Stars,2.0 Stars,Fragile,45,40,40,50,40,-,40,45,-,50,-,-,-,-,-,92-94,60,May 6th   2021,Avg,0,0
9790,CARLOS MOLINA,DUB,AAA,08/13/1991,2.0 Stars,2.0 Stars,Iron Man,45,40,55,55,-,-,50,45,-,-,-,-,-,-,-,93-95,65,Apr. 10th   2021,Low,2010,44
13870,Ismael Molina,DEN,A,07/06/1999,1.5 Stars,2.0 Stars,Normal,45,40,50,50,50,-,-,-,35,-,-,-,-,-,-,92-94,55,Apr. 24th   2021,Low,2018,237
13105,Draza Moljevic,LON,A,09/29/1998,1.5 Stars,2.0 Stars,Fragile,55,45,45,65,-,-,-,55,80,-,-,-,-,-,-,93-95,60,Apr. 21st   2021,Low,2017,141
12836,Edouard Monasta,SMT,AAA,02/09/1997,2.0 Stars,2.0 Stars,Normal,45,45,45,65,45,-,-,-,45,-,-,-,-,-,-,94-96,45,Apr. 28th   2021,Low,0,0
12874,Al Montoya,STU,AAA,08/18/1997,2.0 Stars,2.0 Stars,Fragile,60,30,50,80,65,60,80,-,65,60,-,-,-,-,-,95-97,55,Mar. 26th   2021,Low,0,0
13941,Roy Mooney,HAV,AA,11/24/1999,2.0 Stars,2.0 Stars,Normal,60,40,50,80,-,-,80,-,-,-,-,-,-,-,-,97-99,25,May 14th   2021,Avg,2018,45
14053,Harry Moraine,NKO,AA,01/11/1999,1.5 Stars,2.0 Stars,Normal,50,35,40,55,50,60,-,-,55,-,-,-,-,-,-,93-95,55,May 2nd   2021,Low,0,0
16517,Jose Morales,CUR,INT,02/24/2003,0.5 Stars,2.0 Stars,Durable,40,45,45,40,50,-,-,-,-,-,-,-,-,45,-,87-89,55,Apr. 12th   2021,Low,0,0
14371,Juan Morales,VAN,A,02/27/2001,1.0 Stars,2.0 Stars,Normal,50,40,45,80,50,-,45,40,-,-,-,-,-,-,-,96-98,55,May 26th   2021,Avg,2019,170
11479,TRAVIS MOREHOUSE,VAN,MLB,05/13/1992,2.0 Stars,2.0 Stars,Normal,60,45,45,70,-,-,75,-,-,65,-,40,-,-,-,95-97,25,Mar. 18th   2021,Low,2014,146
14464,Tsutomu Morimoto,TOK,A,07/30/2000,1.5 Stars,2.0 Stars,Normal,45,40,65,50,50,-,-,50,-,-,-,-,-,-,-,93-95,55,May 21st   2021,Avg,2019,102
15590,Isami Morioka,RME,R,08/05/2002,1.5 Stars,2.0 Stars,Normal,65,35,45,70,65,80,-,60,65,-,-,-,-,80,-,92-94,65,Apr. 15th   2021,Low,2020,76
15532,Kinya Morita,LON,R,09/13/2001,0.5 Stars,2.0 Stars,Normal,40,45,45,40,40,-,40,40,-,-,-,-,-,-,-,89-91,60,May 5th   2021,Avg,0,0
11330,Glen Morrall,DEN,MLB,12/10/1995,2.0 Stars,2.0 Stars,Normal,60,45,45,75,50,-,40,-,-,70,-,-,-,-,-,94-96,60,May 22nd   2021,Avg,0,0
9747,CHRIS MORRIS,-,-,03/24/1992,2.0 Stars,2.0 Stars,Iron Man,45,50,35,50,-,65,-,-,35,-,-,-,-,-,-,94-96,55,Jan. 23rd   2021,Avg,2010,15
13083,Jason Morris,RME,AA,10/21/1998,1.5 Stars,2.0 Stars,Normal,75,25,40,70,75,-,-,-,80,-,-,-,-,-,-,93-95,50,Apr. 30th   2021,Low,2017,97
16491,Patrick Morris,TOR,INT,07/15/2002,0.5 Stars,2.0 Stars,Normal,35,55,45,45,45,-,-,-,35,-,-,-,-,-,-,87-89,55,Jun. 5th   2021,Avg,0,0
8793,JAMAL MORROW,LDN,AAA,06/30/1989,2.0 Stars,2.0 Stars,Iron Man,50,35,35,60,-,-,-,-,45,-,-,-,-,-,-,93-95,75,Apr. 29th   2021,Low,2008,76
14189,Bryan Moseley,RME,A,06/16/1999,1.5 Stars,2.0 Stars,Normal,45,45,50,50,-,50,-,-,-,-,-,-,-,-,-,92-94,20,Apr. 29th   2021,Low,0,0
12627,Noah Moy,GAL,AA,06/13/1997,1.5 Stars,2.0 Stars,Normal,45,40,55,55,50,-,-,50,-,-,-,-,-,30,-,93-95,35,May 1st   2021,Low,0,0
12869,Gervasio Mrtires,VAN,A,01/07/1998,1.5 Stars,2.0 Stars,Normal,50,40,50,65,60,50,-,-,45,-,-,-,-,-,-,94-96,40,May 26th   2021,Avg,0,0
12597,Huibrecht Mulder,AMS,AA,09/20/1996,2.0 Stars,2.0 Stars,Normal,50,40,45,50,50,-,-,-,-,50,-,-,-,-,-,91-93,60,Apr. 24th   2021,Low,0,0
16799,Mario Munoz,VAN,INT,07/07/2003,1.0 Stars,2.0 Stars,Normal,55,45,35,55,-,-,-,45,-,60,-,-,-,-,-,90-92,50,Apr. 24th   2021,Low,0,0
14315,Ciaran Munro,LAP,R,06/30/1999,1.5 Stars,2.0 Stars,Normal,40,55,55,40,45,-,-,-,45,-,30,-,-,-,-,90-92,55,May 22nd   2021,Avg,0,0
9545,CODY MURPHY,-,-,08/30/1992,2.0 Stars,2.0 Stars,Normal,50,40,50,50,50,-,-,-,-,-,-,-,-,60,-,94-96,50,Jan. 25th   2021,Low,2010,165
15202,Kian Murray,VAN,R,03/14/2001,1.5 Stars,2.0 Stars,Durable,40,45,50,40,40,-,-,-,-,40,-,-,-,-,-,87-89,40,Apr. 9th   2021,Low,0,0
17152,Jeff Musgrove,-,-,07/16/2005,0.5 Stars,2.0 Stars,Durable,45,45,40,60,50,-,-,-,50,-,-,-,-,-,-,91-93,60,Jan. 30th   2021,Low,0,0
15314,Trey Music,LDN,R,04/09/2001,0.5 Stars,2.0 Stars,Durable,40,80,45,40,40,45,35,40,45,-,-,-,-,-,-,87-89,45,Mar. 17th   2021,Low,0,0
13809,Yugi Muto,HON,AAA,02/12/1999,2.0 Stars,2.0 Stars,Normal,45,35,50,-,45,45,-,-,40,55,-,-,-,50,-,94-96,55,Apr. 26th   2021,Low,2017,16
11537,DONG-HAK MYUNG,DEN,MLB,04/25/1992,2.0 Stars,2.0 Stars,Normal,50,40,60,70,-,50,-,-,-,-,-,-,-,-,-,94-96,25,Mar. 31st   2021,Low,2014,65
10511,Ki-hyuk Na,-,-,01/06/1993,2.0 Stars,2.0 Stars,Fragile,50,35,40,75,45,70,60,-,-,-,-,-,-,-,-,95-97,55,Oct. 17th   2020,Avg,0,0
17387,Yong-woon Na,SMT,INT,01/16/2004,0.5 Stars,2.0 Stars,Normal,45,35,55,45,65,-,-,45,-,-,-,-,-,-,-,88-90,45,Apr. 24th   2021,Low,0,0
11826,Radovan Nacuk,GAL,AAA,08/26/1995,2.0 Stars,2.0 Stars,Normal,50,45,45,55,-,-,55,55,-,-,-,-,-,-,-,93-95,55,Apr. 28th   2021,Low,0,0
12448,SOTAN NAKADA,HAV,AAA,10/29/1997,2.0 Stars,2.0 Stars,Fragile,55,45,40,80,50,-,-,-,30,-,-,-,-,-,-,97-99,30,May 2nd   2021,Low,2016,158
16606,Anrrique Nakano,CLE,INT,11/27/2002,0.5 Stars,2.0 Stars,Normal,45,35,45,50,50,-,-,50,-,-,40,-,-,-,-,87-89,50,May 24th   2021,Avg,0,0
13954,Constant Napoleoni,DUB,A,01/15/2000,1.5 Stars,2.0 Stars,Normal,50,45,50,80,40,-,55,-,-,-,-,-,-,-,-,96-98,30,Mar. 29th   2021,Low,2018,179
13772,Xavier Nattrass,DUB,AA,06/25/1998,2.0 Stars,2.0 Stars,Fragile,55,45,45,65,50,-,55,40,-,50,-,-,-,-,-,94-96,50,May 25th   2021,Avg,0,0
12562,Carlos Navarro,HON,AA,06/01/1996,2.0 Stars,2.0 Stars,Durable,50,50,35,65,50,-,40,-,-,-,-,-,-,-,-,94-96,65,May 22nd   2021,Avg,0,0
16619,Omar Navarro,-,-,05/23/2003,0.5 Stars,2.0 Stars,Normal,45,45,55,50,65,-,-,-,-,-,-,-,-,-,-,89-91,25,Oct. 30th   2020,Avg,0,0
13249,Dave Naylor,STU,AAA,06/28/1994,2.0 Stars,2.0 Stars,Normal,45,45,35,50,40,50,40,-,-,-,-,-,-,40,-,92-94,75,May 7th   2021,Low,2017,180
15730,Fahad Nazih,LON,R,05/20/2002,0.5 Stars,2.0 Stars,Normal,50,60,45,60,50,-,-,45,-,65,-,-,-,-,-,92-94,30,Apr. 12th   2021,Low,2021,162
16189,Gerardo Nebiolo,VAN,R,01/26/2002,1.0 Stars,2.0 Stars,Normal,45,40,55,60,55,-,-,45,-,-,-,-,-,-,-,91-93,60,Mar. 20th   2021,Low,0,0
13947,Martin Newbold,TOR,R,06/21/2000,1.5 Stars,2.0 Stars,Normal,80,45,35,80,-,-,-,-,-,-,-,80,-,-,-,95-97,25,Mar. 29th   2021,Low,2019,239
15775,Guy Nichol,AMS,A,06/14/1997,1.5 Stars,2.0 Stars,Normal,50,40,50,65,-,-,-,-,50,-,-,-,-,-,-,94-96,25,Apr. 14th   2021,Low,2019,43
16514,Alex Nieblas,DUB,R,02/01/2003,0.5 Stars,2.0 Stars,Normal,40,25,50,45,45,45,-,-,45,-,-,-,-,-,-,87-89,70,Apr. 29th   2021,Low,0,0
14073,Wop Nijenhuis,-,-,08/08/1998,1.5 Stars,2.0 Stars,Normal,60,45,35,70,60,-,50,50,-,-,-,-,-,-,-,94-96,35,Aug. 29th   2020,Avg,0,0
16406,Mart Nijsten,LON,R,03/26/2002,0.5 Stars,2.0 Stars,Normal,45,30,60,45,50,-,-,-,50,-,-,-,-,-,-,90-92,55,May 15th   2021,Avg,2021,202
16308,Zaijiro Ninomiya,-,-,03/31/2004,0.5 Stars,2.0 Stars,Normal,45,70,45,55,50,-,-,-,-,-,-,-,-,-,-,90-92,35,Jun. 6th   2021,Low,0,0
12044,Akihito Nishimura,-,-,08/22/1995,2.0 Stars,2.0 Stars,Normal,45,50,45,75,45,-,-,-,-,50,-,-,-,-,-,96-98,55,Dec. 21st   2020,Avg,0,0
11904,Vítor Nishimura,-,-,10/09/1995,2.0 Stars,2.0 Stars,Normal,45,45,50,40,40,70,-,45,-,40,-,-,-,-,-,91-93,35,Aug. 20th   2020,Avg,0,0
13389,Manato Nitta,-,-,06/19/1998,0.5 Stars,2.0 Stars,Durable,40,35,60,45,45,-,-,-,-,45,-,-,-,-,-,88-90,55,Mar. 27th   2021,Avg,2018,155
15867,Bobby Noftall,VAN,R,12/26/2002,0.5 Stars,2.0 Stars,Normal,50,45,45,80,45,-,55,45,-,-,-,-,-,-,-,94-96,55,Apr. 11th   2021,Low,2021,93
17690,Amilcar Noia,CUR,INT,07/01/2004,0.5 Stars,2.0 Stars,Normal,55,30,50,40,65,55,60,-,-,-,-,-,-,-,-,88-90,65,Apr. 26th   2021,Avg,0,0
16223,Neill Noij,LDN,A,09/26/1998,1.5 Stars,2.0 Stars,Normal,50,50,45,60,50,55,-,-,55,-,-,-,-,-,-,93-95,50,Apr. 7th   2021,Low,2021,171
13946,Josef Norder,CUR,R,10/14/1999,1.5 Stars,2.0 Stars,Normal,50,35,45,60,45,70,-,-,55,-,-,-,-,-,-,94-96,45,May 2nd   2021,Low,2018,198
12249,GEORGE NORMAN,DEN,AA,12/05/1997,1.5 Stars,2.0 Stars,Normal,50,55,30,80,50,-,-,-,-,-,-,-,-,50,-,96-98,55,Apr. 10th   2021,Low,2016,116
17818,Tim Norton,CAL,INT,01/21/2005,0.5 Stars,2.0 Stars,Normal,45,40,50,55,55,-,-,50,-,-,-,-,-,-,-,90-92,50,Mar. 17th   2021,Low,0,0
17522,Christovão Novais,LDN,INT,10/23/2004,0.5 Stars,2.0 Stars,Normal,45,50,50,50,50,-,-,-,50,-,-,-,-,-,-,90-92,40,May 29th   2021,Avg,0,0
10399,Warren Nunes,CAL,AA,12/30/1993,2.0 Stars,2.0 Stars,Durable,45,40,45,55,45,-,-,-,-,-,-,-,-,50,-,92-94,45,Jun. 3rd   2021,Avg,2012,192
12078,Hurem Nusic,-,-,02/17/1996,2.0 Stars,2.0 Stars,Normal,40,55,50,40,-,40,-,40,-,-,-,-,-,-,-,90-92,65,Mar. 17th   2021,Avg,0,0
10958,COREY O'CONNELL,LAP,MLB,08/26/1995,2.0 Stars,2.0 Stars,Fragile,50,45,45,75,55,-,70,-,-,-,-,-,-,-,-,96-98,55,Apr. 6th   2021,Low,2014,104
11580,HAYDEN O'CONNOR,TOK,AA,03/07/1997,1.5 Stars,2.0 Stars,Normal,65,30,50,80,-,80,-,-,-,-,-,-,-,-,-,94-96,25,May 10th   2021,Avg,2018,172
13345,Kai O'Doherty,SMT,AA,08/16/1998,1.5 Stars,2.0 Stars,Normal,70,30,45,80,-,80,-,-,-,-,-,-,-,-,-,96-98,35,May 28th   2021,Avg,2018,168
17628,Cecil O'Malley,-,-,05/30/2005,1.0 Stars,2.0 Stars,Normal,65,50,40,40,60,65,-,50,-,70,-,-,-,-,-,87-89,55,Dec. 30th   2020,Low,0,0
16376,Charles Oakes,HON,R,12/05/2002,1.5 Stars,2.0 Stars,Normal,50,40,50,50,50,-,55,55,-,-,-,-,-,-,-,90-92,60,May 6th   2021,Low,0,0
13574,Masato Oba,CAL,AAA,09/16/1998,2.0 Stars,2.0 Stars,Normal,45,40,45,50,40,-,-,50,-,50,-,-,-,-,-,91-93,55,May 22nd   2021,Avg,0,0
16699,Conceição Oda,DEN,R,10/23/2002,0.5 Stars,2.0 Stars,Normal,45,50,40,45,45,-,-,-,-,45,-,-,-,-,-,87-89,45,Apr. 29th   2021,Low,0,0
16151,Shusaku Oelrich,TOK,INT,01/16/2002,0.5 Stars,2.0 Stars,Normal,50,50,35,55,45,-,-,-,-,55,-,-,-,-,-,89-91,50,Mar. 26th   2021,Low,0,0
10474,Daizo Ogasawara,VAN,AAA,10/19/1992,2.0 Stars,2.0 Stars,Iron Man,50,40,50,60,-,-,75,-,-,55,35,-,-,-,-,95-97,45,May 30th   2021,Avg,0,0
13299,Dae-hyung Oh,ADE,AAA,05/07/1997,2.0 Stars,2.0 Stars,Normal,45,45,45,60,-,-,-,40,-,45,-,-,-,-,-,96-98,45,Jun. 4th   2021,Avg,2017,25
16652,Edwin Ohata,LDN,INT,05/18/2003,0.5 Stars,2.0 Stars,Durable,45,45,45,-,50,-,55,-,-,50,-,-,-,35,-,89-91,65,May 18th   2021,Avg,0,0
16643,Keiichi Okazaki,-,-,03/06/2003,0.5 Stars,2.0 Stars,Normal,45,35,60,-,55,50,-,-,45,45,-,-,-,-,-,88-90,40,Feb. 19th   2021,Low,0,0
15029,Yukichi Okumura,LAP,AAA,01/25/1997,2.0 Stars,2.0 Stars,Normal,55,45,50,65,40,-,65,60,-,-,-,-,-,-,-,91-93,55,Apr. 26th   2021,Low,2019,127
11312,Manabu Okuno,CUR,AAA,04/07/1995,2.0 Stars,2.0 Stars,Normal,50,35,50,50,65,55,50,-,-,-,-,-,-,-,-,90-92,45,May 1st   2021,Low,0,0
17646,Shoji Okuno,-,-,03/21/2005,0.5 Stars,2.0 Stars,Normal,45,40,55,45,50,60,45,-,-,-,-,-,-,-,-,88-90,55,Dec. 30th   2020,Low,0,0
15455,Kazuya Okura,LDN,R,12/08/2000,1.5 Stars,2.0 Stars,Normal,40,30,50,40,45,-,35,-,-,-,-,-,-,-,-,89-91,55,May 8th   2021,Low,0,0
7977,MATT OLSON,LDN,AAA,11/17/1987,2.0 Stars,2.0 Stars,Iron Man,50,45,45,50,-,-,-,-,-,50,-,-,-,-,-,91-93,35,May 9th   2021,Avg,2006,67
17217,Misao Omura,LON,INT,09/28/2003,1.0 Stars,2.0 Stars,Normal,45,60,40,55,50,-,-,-,40,-,-,-,-,-,-,89-91,40,Apr. 25th   2021,Low,0,0
17062,Jae-bok On,DUB,INT,01/05/2004,1.0 Stars,2.0 Stars,Normal,45,70,45,50,50,-,-,-,50,45,-,-,-,-,-,88-90,65,Mar. 4th   2021,Low,0,0
17824,Boris Opacic,TOR,INT,07/19/2004,0.5 Stars,2.0 Stars,Normal,45,25,50,45,-,-,-,50,-,50,-,-,-,-,-,86-88,60,Mar. 23rd   2021,Low,0,0
10716,Peyton Orr,STU,AAA,02/08/1994,2.0 Stars,2.0 Stars,Normal,50,45,40,65,-,-,55,50,-,40,-,-,-,-,-,95-97,50,May 14th   2021,Avg,0,0
15748,Fernando Ortiz,TOK,R,12/08/2002,0.5 Stars,2.0 Stars,Normal,80,30,30,80,-,-,-,-,80,-,-,-,-,-,-,92-94,35,Apr. 10th   2021,Low,2021,108
11993,Moises Ortiz,ADE,AAA,02/08/1996,1.5 Stars,2.0 Stars,Normal,55,35,45,75,50,-,-,-,-,55,-,-,-,-,-,96-98,35,May 8th   2021,Avg,0,0
17351,Michio Osada,HON,INT,07/31/2004,0.5 Stars,2.0 Stars,Normal,35,35,50,40,45,40,40,-,-,-,-,-,-,-,-,88-90,55,Mar. 3rd   2021,Low,0,0
12598,Glenn Oskam,VAN,AA,04/12/1997,2.0 Stars,2.0 Stars,Normal,70,35,40,80,-,80,-,65,-,-,-,-,-,-,-,97-99,35,May 22nd   2021,Avg,0,0
13770,Milojica Ostrozinska,SMT,A,10/01/1998,1.0 Stars,2.0 Stars,Normal,40,35,50,45,50,-,-,-,35,-,-,-,-,-,-,90-92,45,May 1st   2021,Low,0,0
9583,ATSUSHI OSUMI,-,-,11/26/1991,2.0 Stars,2.0 Stars,Iron Man,50,40,50,60,55,-,-,55,-,-,-,-,-,-,-,94-96,60,Dec. 18th   2020,Low,2010,83
9165,Garett Ottaviano,-,-,09/26/1990,2.0 Stars,2.0 Stars,Wrecked,45,50,40,-,45,50,-,-,25,55,-,-,-,-,-,93-95,35,Sep. 2nd   2020,Avg,2009,44
12820,Dave Ovando,VAN,AA,06/30/1996,2.0 Stars,2.0 Stars,Normal,45,45,65,40,50,-,45,45,-,-,-,-,-,-,-,90-92,40,Mar. 26th   2021,Low,0,0
11217,Randy Overwater,AMS,AAA,06/03/1995,2.0 Stars,2.0 Stars,Normal,50,40,55,-,45,50,60,50,-,45,-,-,-,-,-,94-96,35,Apr. 8th   2021,Low,0,0
15034,Alberto Pacheco,STU,AA,06/16/1997,1.5 Stars,2.0 Stars,Durable,45,40,60,50,50,-,40,-,50,-,-,-,-,-,-,90-92,60,Sep. 4th   2020,Low,2019,50
13878,Carlos Pacheco,SMT,A,11/27/1999,1.5 Stars,2.0 Stars,Normal,45,65,45,55,40,-,-,40,-,-,-,-,-,-,-,93-95,30,Apr. 28th   2021,Low,2018,48
14746,Danny Pacheco,AMS,R,02/01/2000,1.5 Stars,2.0 Stars,Normal,55,60,30,60,50,-,-,-,60,-,-,-,-,-,-,92-94,55,May 10th   2021,Avg,0,0
