ID,Name,Pos,League,Team,Org,LgLvl,Age,Height,Bats,Throws,PotCntct,PotGap,PotPow,PotEye,PotKs,PotBABIP,IFR,IFE,IFA,TDP,OFR,OFE,OFA,CBlk,CArm,CFrm,P,C,1B,2B,3B,SS,LF,CF,RF,PotP,PotC,Pot1B,Pot2B,Pot3B,PotSS,PotLF,PotCF,PotRF,Speed,StlRt,Steal,Run,SacBunt,BuntHit,PotStf,PotMov,PotHRA,PotPBABIP,PotCtrl,Vel,GB,Stm,Hold,PotFst,PotSnk,PotCutt,PotCrv,PotSld,PotChg,PotSplt,PotFrk,PotCirChg,PotScr,PotKncrv,PotKnbl,Int,WrkEthic,Greed,Loy,Lead,Prone,Acc,Ovr,Pot
15228,"Jayden Rawlings",2B,-200,13,13,,19,186,R,R,45,40,30,35,50,40,40,45,30,30,35,35,25,20,20,20,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,60,55,60,50,55,25,20,35,30,35,25,84-86,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,H,N,H,N,N,Normal,L,2,3
15229,"Kazuo Doi",SS,-200,4,4,,19,185,S,R,45,40,30,40,50,40,45,40,55,70,35,40,50,20,20,20,0,0,0,25,25,25,0,0,0,0,0,0,45,40,35,0,0,0,55,35,30,35,50,20,20,30,30,35,25,85-87,48,20,20,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,Normal,A,2,3
15230,"Davi Tat",LF,0,0,0,0,19,184,R,R,45,35,25,40,45,45,30,30,25,35,45,55,55,25,25,20,0,0,0,0,0,0,30,20,25,0,0,0,0,0,0,50,25,45,40,35,40,30,55,25,20,30,30,30,20,84-86,43,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,2,3
15231,"Sayyar bin Yasar",SS,-200,103,103,,19,195,R,R,40,40,30,45,45,35,40,35,75,40,45,50,45,20,20,20,0,0,0,20,25,0,0,0,0,0,0,0,30,45,0,0,0,0,65,60,55,50,55,25,20,35,35,35,25,80-83,59,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,N,Normal,H,2,3
15232,"Alejandro Mendoza",SP,-200,1,1,,19,183,S,R,40,30,25,35,40,40,30,30,30,30,25,25,30,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,30,25,30,55,30,45,45,50,40,45,89-91,44,55,25,45,50,0,45,0,50,0,0,0,0,0,0,N,N,H,N,N,Normal,A,2,4
15234,"Pavle Mihajlovic",SP,204,77,2,6,20,188,R,R,40,30,25,35,40,45,30,30,55,20,25,35,35,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,20,20,40,20,50,40,40,40,40,92-94,46,40,45,60,0,0,0,55,45,55,0,0,0,0,0,L,N,N,N,N,Normal,L,1,3
15235,"Fergus Brooks",2B,204,70,11,6,20,188,S,R,50,40,30,45,50,45,40,35,30,30,30,35,25,20,20,20,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,65,60,65,65,50,20,20,35,35,35,25,85-87,35,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,Normal,L,2,4
15237,"Jean-Claude Denis",SP,-200,13,13,,19,192,R,R,40,35,25,40,40,40,30,25,40,25,35,25,35,25,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,30,30,20,25,70,20,45,45,45,40,40,89-91,53,50,35,55,0,0,0,40,50,0,0,0,0,0,0,N,N,N,N,N,Normal,H,1,4
15239,"Nobunori Okuda",SP,204,77,2,6,20,181,R,R,40,35,25,30,45,40,30,25,35,20,30,25,35,25,25,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,30,35,30,60,20,35,45,45,45,25,88-90,43,55,55,40,0,0,0,35,45,0,0,0,0,0,0,N,L,N,N,N,Normal,A,1,3
15240,"Ray Fell",SP,203,62,13,4,20,189,R,R,45,30,20,35,45,50,35,25,45,25,45,30,55,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,25,20,20,35,20,45,45,45,40,30,93-95,51,40,40,60,0,0,0,0,45,50,0,0,0,0,0,H,N,N,N,N,Normal,VH,3,3
15241,"Felice d'Alema",3B,-200,103,103,,19,184,R,R,45,45,35,45,45,45,60,35,40,40,40,50,60,20,20,20,0,0,0,20,25,0,0,0,0,0,0,0,45,30,0,0,0,0,35,35,45,30,55,25,20,30,30,30,25,84-86,42,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,A,2,3
15243,"Maaik Kolff",SP,-200,4,4,,19,186,L,L,40,35,25,35,40,45,30,30,45,20,35,30,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,20,20,55,25,35,45,45,40,45,88-90,51,35,60,40,40,0,0,0,35,0,0,0,0,0,0,N,H,N,N,H,Normal,A,1,3
15244,"Na'il Seif",1B,204,71,14,6,19,191,R,R,45,45,55,45,45,45,35,35,65,40,35,35,65,20,20,20,0,0,25,0,30,0,0,0,0,0,0,50,0,40,0,0,0,0,45,45,55,40,50,25,20,30,30,30,25,83-85,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,N,N,Normal,H,2,4
15245,"Kwang-sik Choi",SP,-200,103,103,,19,192,R,R,45,35,25,50,40,45,25,25,45,25,30,20,30,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,30,25,25,30,60,25,50,30,25,45,30,91-93,45,45,35,50,0,55,65,0,50,0,0,0,0,0,0,N,N,L,H,N,Normal,A,1,3
15246,"Rade Mandaric",SP,203,111,104,4,20,203,L,R,45,35,25,40,45,50,30,35,40,20,30,30,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,35,35,25,50,40,40,40,40,89-91,52,55,40,45,50,0,55,50,50,0,0,0,0,0,0,N,N,H,L,L,Normal,A,2,3
15247,"Yong-sung Lee",SP,204,70,11,6,20,175,S,R,45,35,30,35,45,45,30,25,30,25,40,30,35,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,20,20,20,20,45,25,40,45,45,45,25,88-90,49,40,55,40,40,0,0,45,0,0,0,0,0,0,0,L,L,L,N,N,Fragile,L,1,3
15248,"Nathan Fairbank",CF,204,68,16,6,19,184,R,R,45,45,50,40,40,45,60,50,50,35,60,60,40,20,20,20,0,0,0,0,0,0,30,35,30,0,0,0,0,0,0,65,50,55,65,55,55,60,40,20,20,25,25,30,25,83-85,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N,Normal,A,2,4
15249,"Simon Lawrence",1B,0,0,0,0,19,197,R,R,50,40,50,35,55,50,25,35,25,30,30,25,30,20,20,20,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,40,40,35,35,65,25,20,35,35,35,25,84-86,46,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,Normal,L,2,4
15250,"Steven Prévot",SP,-200,3,3,,20,189,R,R,30,35,25,35,35,25,30,30,35,20,35,25,30,25,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,50,25,40,45,40,45,25,89-91,51,35,45,45,45,0,0,40,0,0,0,0,0,0,0,N,N,N,N,N,Normal,H,1,3
15251,"Sung-min Ha",3B,204,72,6,6,20,185,L,R,50,45,45,40,55,50,50,50,50,50,35,50,50,20,20,20,0,0,0,0,40,25,0,0,0,0,0,0,0,45,35,0,0,0,40,35,40,45,30,20,20,30,30,30,20,83-85,53,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,N,N,Normal,VH,2,4
15252,"Rivelino Russel",SP,-200,9,9,,20,188,R,R,30,30,30,35,30,25,30,20,50,25,45,25,20,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,25,20,20,20,45,25,45,20,20,50,30,91-93,38,50,50,60,0,0,0,55,45,0,0,0,0,0,0,N,H,L,H,N,Normal,L,1,3
15253,"Gareth Coughlan",SP,-200,3,3,,19,182,R,R,40,30,30,35,45,40,25,25,40,25,40,40,50,20,20,20,35,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,30,25,20,30,65,25,35,45,50,40,50,88-90,54,40,25,40,0,0,0,40,40,0,0,0,0,0,0,N,N,N,N,N,Normal,L,3,4
15254,"Timmy Verra",CF,-200,4,4,,20,185,R,R,50,40,30,45,55,45,35,30,30,40,50,40,35,20,20,20,0,0,0,0,0,0,25,25,25,0,0,0,0,0,0,50,30,35,55,50,45,50,45,25,20,25,20,35,25,80-83,46,20,20,0,0,0,0,0,0,0,0,0,0,0,0,L,L,H,L,L,Normal,L,2,3
15255,"Pippino Partino",SP,-200,13,13,,19,199,R,R,45,35,25,30,45,45,30,25,35,40,20,25,30,20,20,25,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,60,30,35,40,40,45,30,87-89,45,30,45,40,0,0,0,35,35,0,0,0,0,0,0,N,N,L,N,N,Normal,H,1,3
15257,"Affan bin Nazeeh",3B,202,40,8,3,20,181,L,R,45,35,30,45,55,35,30,35,40,35,35,40,30,20,20,20,0,0,25,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,30,20,20,20,55,20,20,30,25,30,20,85-87,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,L,L,N,N,N,Normal,A,3,3
15258,"Biagio Panatta",2B,204,68,16,6,19,196,R,R,40,45,60,40,25,50,50,50,30,40,35,45,25,20,20,20,0,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,40,35,35,40,30,20,20,30,30,30,25,85-87,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,L,2,4
15259,"Eytor Gualter",2B,204,71,14,6,19,194,R,R,55,55,55,45,60,55,55,55,35,60,35,55,25,20,20,20,0,0,0,35,0,0,0,0,0,0,0,0,50,0,0,0,0,0,65,35,25,35,40,25,20,35,35,35,20,83-85,45,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,H,N,Normal,VH,2,5
15261,"Steven Beach",RP,204,66,12,6,19,188,R,R,40,30,20,35,40,35,35,25,65,35,30,25,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,20,20,40,20,50,50,50,40,40,90-92,57,45,30,55,50,0,0,0,50,0,0,0,0,0,0,N,N,N,N,H,Normal,VH,3,4
15262,"Ashley Bond",C,-200,2,2,,19,187,R,R,50,40,40,40,45,55,30,30,30,25,30,30,30,60,35,50,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,30,25,20,20,45,20,20,30,25,35,25,80-83,42,20,20,0,0,0,0,0,0,0,0,0,0,0,0,H,H,L,H,L,Normal,L,2,4
15263,"Donato Ferrobeiro",CF,204,67,7,6,19,192,L,L,50,55,50,45,50,50,50,40,50,20,65,50,55,20,20,20,0,0,0,0,0,0,30,35,25,0,0,0,0,0,0,75,55,65,55,45,30,45,65,60,20,30,30,35,25,85-87,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,L,N,N,H,N,Normal,L,2,5
15264,"Abdul-Fattah Abu Bakr",SS,204,79,15,6,20,187,S,R,55,55,50,45,50,55,65,45,60,45,50,35,60,20,20,20,0,0,0,55,35,40,25,20,25,0,0,0,55,55,50,55,30,50,40,45,55,55,30,20,20,35,35,40,20,84-86,36,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,H,H,N,N,Normal,H,3,4
15265,"Altair bin Fadil",RP,204,108,103,6,20,189,R,R,35,30,25,40,40,35,30,25,45,25,20,25,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,20,35,20,75,25,40,35,35,45,25,88-90,44,40,50,40,0,0,0,0,40,40,0,0,0,0,0,N,N,L,N,L,Normal,L,1,3
15266,"Adam Warner",CF,204,112,104,6,19,196,L,R,55,50,45,45,70,50,35,30,30,30,45,45,40,20,25,20,0,0,0,0,0,0,25,0,20,0,0,0,0,0,0,45,0,35,35,40,50,40,50,25,20,30,30,35,20,80-83,57,20,25,0,0,0,0,0,0,0,0,0,0,0,0,H,H,N,N,N,Normal,H,3,4
15267,"Nuh Sameer",CF,-200,11,11,,20,187,L,L,50,45,55,45,50,50,35,25,40,20,45,45,35,20,20,20,0,0,0,0,0,0,25,20,20,0,0,0,0,0,0,40,20,30,45,30,30,35,40,20,20,30,30,30,25,84-86,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,L,N,Normal,H,2,4
15268,"Vasa Petrovic",RP,204,98,93,6,20,194,R,R,35,35,30,30,40,30,30,30,45,25,25,30,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,30,30,30,20,65,20,55,45,45,40,40,87-89,47,45,40,50,0,0,0,0,55,40,0,0,0,0,0,N,H,N,N,N,Normal,VH,3,4
15269,"Arwarh Fatin",SP,0,0,0,0,19,184,L,R,25,30,25,35,25,20,30,30,45,20,25,30,50,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,35,25,40,30,30,40,40,88-90,45,40,40,45,35,0,0,0,45,0,0,0,0,0,0,N,H,N,N,N,Normal,VH,1,3
15271,"Mike Vazquez",SP,204,73,13,6,20,186,R,R,45,35,25,35,40,45,25,35,45,20,35,25,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,25,30,60,25,40,45,50,40,45,89-91,53,30,65,45,0,35,0,0,45,0,0,0,0,0,0,L,N,N,N,N,Normal,L,2,4
15272,"Walliyullah bin Fahd",RP,-200,15,15,,19,183,R,R,30,30,35,40,30,25,30,30,35,30,20,30,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,25,25,20,75,20,40,45,45,40,45,88-90,51,55,35,40,0,0,35,35,35,0,0,0,0,0,0,N,N,N,N,N,Normal,H,2,4
15273,"Mick Gallagher",LF,0,0,0,0,19,186,R,R,45,40,50,45,45,45,25,25,35,20,35,30,50,20,20,20,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,35,0,0,30,25,25,20,35,20,20,35,35,35,20,84-86,43,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,H,L,N,Normal,H,2,4
15274,"Sung-min Kim",RP,204,72,6,6,20,186,S,R,35,30,30,35,40,30,30,30,50,20,20,25,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,25,60,20,40,45,50,40,45,87-89,54,45,25,40,40,0,35,0,35,0,0,0,0,0,0,L,N,N,N,L,Normal,H,2,4
15275,"Humam bin Harun",RP,204,67,7,6,20,185,R,R,45,35,25,50,45,40,30,30,55,20,40,40,30,25,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,20,35,25,55,35,35,40,50,89-91,52,45,60,60,0,0,70,0,50,35,0,0,0,0,0,N,H,N,N,N,Durable,H,2,4
15276,"Mauricio Valquez",RP,0,0,0,0,20,191,S,R,40,35,25,30,40,40,35,25,30,20,35,30,45,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,25,20,30,75,25,35,45,45,40,50,89-91,48,50,65,0,0,30,40,35,35,0,0,0,0,0,0,N,H,L,H,H,Normal,VH,2,3
15277,"Karif Umarah",SP,0,0,0,0,19,183,L,L,30,30,30,35,35,25,30,35,40,20,35,30,45,25,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,20,20,50,25,45,40,40,45,35,90-92,50,60,75,50,40,0,0,0,40,45,0,0,0,0,0,H,N,L,N,N,Normal,A,2,3
15278,"Roger Heredia",SP,-200,2,2,,20,197,R,R,40,35,25,35,40,45,25,30,45,25,40,20,50,25,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,35,25,25,20,60,20,40,50,50,40,60,91-93,45,55,45,45,45,0,0,45,40,0,0,0,0,0,0,N,N,N,N,N,Normal,L,2,5
15279,"Brian Leijs",SP,204,70,11,6,20,181,R,R,30,30,25,40,35,25,35,30,40,25,35,30,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,20,25,55,25,40,45,50,40,45,88-90,51,35,60,45,40,0,0,0,40,0,0,0,0,0,0,N,N,L,N,N,Normal,VH,2,3
15280,"Edwin Bahena",1B,204,68,16,6,20,195,S,R,50,40,45,40,50,45,30,35,35,25,45,20,25,20,20,20,0,0,30,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,30,30,30,20,55,20,20,30,30,30,25,85-87,35,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L,Normal,A,2,4
15281,"Brendan Speed",RP,204,68,16,6,20,182,R,R,30,30,25,30,35,30,35,25,40,30,35,30,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,20,20,20,20,70,25,45,50,50,45,50,86-88,59,40,40,45,0,0,0,0,45,45,0,0,0,0,0,N,N,H,N,N,Fragile,H,3,4
15282,"Sergio Lopez",SP,-200,16,16,,20,187,R,R,45,35,25,35,45,45,25,25,50,25,20,30,30,20,25,25,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,20,20,25,75,20,45,40,40,45,25,90-92,40,35,70,55,0,0,0,60,50,0,0,0,0,0,0,N,N,H,L,L,Normal,A,1,3
15284,"Roberto Laureles",CF,204,69,3,6,20,189,L,R,55,45,35,50,65,50,30,35,35,40,50,40,45,20,25,20,0,0,0,0,0,0,20,20,40,0,0,0,0,0,0,50,25,40,50,35,30,40,50,20,20,30,30,35,20,85-87,61,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,L,Normal,H,2,4
15285,"Nicoláo Kinoshita",1B,204,75,8,6,20,191,L,L,45,35,30,40,50,45,25,35,25,20,20,25,20,20,20,20,0,0,30,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,30,30,30,30,45,20,20,30,30,30,25,85-87,50,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,N,Normal,H,2,3
15286,"Pedro Perez",RP,204,76,9,6,20,200,R,L,45,35,25,35,45,45,30,35,55,20,20,30,30,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,20,70,25,45,45,45,40,45,87-89,48,35,70,45,45,45,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,H,2,4
15287,"Beppe Cadalora",SP,0,0,0,0,19,191,L,L,45,35,30,35,45,45,35,25,45,20,35,25,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,20,20,20,75,20,40,45,50,45,20,88-90,46,50,70,40,0,0,0,0,50,0,0,0,0,35,0,N,L,N,N,N,Normal,L,1,3
15288,"Lewis Yasmin",3B,0,0,0,0,19,187,R,R,45,40,30,45,60,30,50,50,55,35,45,35,45,20,25,20,0,0,0,0,25,25,0,0,0,0,0,0,0,45,35,0,0,0,40,45,50,50,50,20,20,35,35,35,25,83-85,49,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,L,2,3
15290,"Isaac Downing",RP,204,72,6,6,20,180,R,R,35,30,25,35,40,35,30,30,45,20,30,20,30,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,25,35,20,35,45,45,40,40,87-89,52,45,25,40,0,0,0,0,35,30,0,0,0,0,0,N,N,N,N,N,Normal,H,2,3
15292,"Danny Santillanes",SP,-200,8,8,,19,192,L,L,40,35,25,35,45,40,30,45,40,20,35,30,35,20,20,20,60,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,25,25,20,25,40,20,35,45,45,45,30,87-89,43,55,55,40,0,0,35,0,35,35,0,35,0,0,0,H,L,N,N,N,Normal,H,1,3
15293,"Sjelle Geurts",2B,204,73,13,6,20,187,R,R,40,40,35,45,45,35,40,45,40,30,35,35,25,20,20,20,0,0,0,25,0,0,0,0,0,0,0,0,25,0,0,0,0,0,55,30,20,35,60,20,20,30,30,30,25,84-86,55,20,25,0,0,0,0,0,0,0,0,0,0,0,0,N,L,N,N,L,Normal,H,2,3
15294,"Juan Avila",SP,-200,2,2,,19,188,R,R,40,35,35,40,40,40,35,30,30,25,35,30,25,25,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,25,20,50,20,40,40,40,40,40,88-90,43,55,75,45,0,0,40,0,40,40,0,0,45,40,0,N,N,N,N,N,Normal,A,1,3
15295,"William Finney",SP,-200,9,9,,20,185,R,R,35,35,25,35,40,35,30,30,40,25,25,30,25,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,20,25,20,20,65,25,40,40,40,40,25,87-89,49,50,55,40,45,0,45,0,0,0,0,0,0,0,0,L,L,N,N,L,Normal,VH,1,3
15296,"Ramon Paula",SP,0,0,0,0,19,194,R,R,30,35,25,40,30,30,30,30,40,25,35,45,30,25,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,30,35,30,30,75,30,45,35,30,50,25,91-93,42,40,50,60,0,0,0,0,50,40,0,0,0,0,0,N,L,N,N,N,Fragile,A,1,3
15297,"Ebert Schouten",SP,-200,2,2,,19,195,L,L,45,35,25,35,45,45,30,35,45,20,30,25,25,20,20,25,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,30,20,25,45,25,50,40,40,40,55,90-92,44,50,75,60,40,0,0,0,55,0,0,0,0,0,0,N,N,N,N,N,Durable,A,2,4
15298,"Guarçia Sanguinetti",LF,-200,9,9,,20,193,R,R,50,40,35,50,50,50,40,30,30,35,35,50,30,20,20,20,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,35,0,0,30,35,30,40,50,20,20,35,35,35,25,83-85,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,H,2,4
15299,"Oscar Orosco",1B,-200,14,14,,19,184,R,R,50,40,30,40,50,50,55,60,30,45,40,35,30,20,25,20,0,0,20,30,0,0,0,0,0,0,0,65,50,0,0,0,0,0,45,45,45,50,60,20,20,25,20,35,25,84-86,41,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Normal,A,2,4
15301,"Marco Garido",SP,-200,9,9,,19,190,R,R,45,30,25,40,45,45,30,30,35,25,35,35,40,20,20,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,20,25,20,75,25,35,45,45,45,35,86-88,45,65,75,40,40,0,0,0,40,0,0,0,0,0,0,L,L,N,N,N,Normal,VH,1,3
15302,"Dragutin Pasic",RF,-200,16,16,,19,196,L,L,45,40,30,40,50,40,45,45,30,20,40,45,45,20,20,20,0,0,25,0,0,0,25,0,30,0,0,70,0,0,0,40,0,35,35,50,65,60,50,20,20,30,30,35,25,83-85,41,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,N,Durable,A,2,3
15303,"Hisao Tabuchi",2B,-200,8,8,,19,185,R,R,55,45,35,50,55,50,35,35,35,60,25,50,25,25,20,20,0,0,0,25,0,0,0,0,0,0,0,0,30,0,0,0,0,0,45,30,20,20,55,20,20,35,35,30,25,80-83,55,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,H,N,H,N,Normal,L,2,4
15304,"Bill Fernandez",SS,204,98,93,6,19,184,R,R,50,40,30,45,50,50,55,50,35,55,35,35,35,25,20,20,0,0,0,25,0,30,0,0,0,0,0,0,50,0,35,0,0,0,40,40,50,50,55,20,20,30,30,30,25,80-83,52,20,20,0,0,0,0,0,0,0,0,0,0,0,0,H,H,L,N,N,Normal,A,2,4
15305,"Jesus Rivera",SP,-200,2,2,,19,191,R,R,40,30,35,35,45,35,30,25,50,20,30,25,25,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,20,20,20,20,65,20,45,35,35,45,35,90-92,42,60,60,50,45,0,0,50,45,0,0,0,0,0,0,N,H,N,N,N,Normal,L,1,3
15306,"Chae-seong Yoo",SP,-200,4,4,,20,189,L,L,40,30,25,40,40,35,30,35,45,20,30,30,35,20,20,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,30,25,30,40,25,45,50,55,40,45,88-90,54,55,70,0,0,45,45,45,45,45,0,0,0,50,0,H,H,N,N,L,Durable,L,2,4
15307,"Sandy Ruiz",LF,204,71,14,6,20,186,R,R,40,35,25,30,45,40,55,35,55,30,55,30,35,20,20,20,0,0,0,25,25,25,0,0,0,0,0,0,40,40,30,0,0,0,50,50,50,50,55,25,20,30,30,30,25,80-83,56,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,N,N,H,Normal,H,2,3
15309,"Qaraja bin Jawad",LF,203,54,8,4,19,186,R,R,50,40,25,45,65,40,35,25,40,20,45,30,35,20,20,20,0,0,20,0,0,0,35,0,25,0,0,35,0,0,0,40,0,30,35,35,35,25,50,40,20,30,25,30,25,85-87,52,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,H,N,Normal,H,2,4
15310,"Sima Ragulovic",SP,0,0,0,0,19,188,L,R,40,30,25,35,40,35,25,30,35,25,35,30,30,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,25,25,20,35,65,20,40,45,45,40,25,89-91,44,50,70,40,0,0,40,40,40,40,0,0,0,0,0,N,N,L,N,N,Normal,H,1,3
15311,"Pete Fraser",SP,0,0,0,0,19,186,R,R,40,30,25,40,45,40,30,40,35,30,40,30,30,20,25,20,55,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,25,20,20,20,45,20,50,35,35,45,35,91-93,37,50,45,60,40,0,0,0,60,0,0,0,0,0,0,N,N,N,N,N,Normal,VH,1,3
15312,"Brandon Thomas",1B,204,70,11,6,19,188,R,R,50,45,40,45,45,55,45,30,25,25,30,25,25,20,20,20,0,0,40,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,35,25,20,40,50,20,20,30,30,30,20,83-85,36,20,20,0,0,0,0,0,0,0,0,0,0,0,0,N,N,L,N,N,Normal,A,3,4
15313,"Do-hyun Jung",SP,-200,13,13,,20,187,R,R,40,30,35,50,40,45,30,35,45,20,35,25,35,20,25,20,45,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,25,25,25,20,65,25,30,40,40,40,40,88-90,47,50,40,35,0,0,0,0,35,30,0,0,0,0,0,N,N,N,N,N,Normal,H,1,3
15314,"Trey Music",SP,-200,103,103,,19,184,L,L,40,35,25,35,40,40,30,20,55,20,40,25,40,20,20,20,40,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,30,20,20,30,80,25,45,50,55,40,50,87-89,54,60,50,40,45,0,45,40,45,45,0,0,0,0,0,N,N,N,N,N,Durable,H,2,5
15315,"Pieroantonio Baronti",RP,204,66,12,6,20,184,R,L,40,35,30,35,40,40,35,30,55,20,35,25,35,20,25,20,50,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,25,25,20,30,50,20,55,45,45,40,45,93-95,46,55,55,55,55,0,0,65,0,0,0,0,0,0,0,N,H,L,N,N,Normal,H,3,4
15316,"Senichi Kamiya",SS,204,71,14,6,19,192,R,R,70,55,25,45,75,55,55,75,60,50,45,45,70,20,25,20,0,0,0,25,25,35,0,0,0,0,0,0,60,60,55,0,0,0,50,50,50,50,55,50,20,30,30,30,25,80-83,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,H,N,N,N,N,Normal,H,2,5
