STU P,MOV P,CON P,PBABIP P,HRR P,FBP,CHP,CBP,SLP,SIP,SPP,CTP,FOP,CCP,SCP,KCP,KNP,VT
45,50,35,45,50,45,55,55,35,-,-,-,-,-,-,-,-,88-90
45,75,50,55,80,-,-,-,45,50,-,-,-,-,-,-,-,90-92
45,40,35,40,40,50,50,-,-,-,40,-,-,-,-,-,-,92-94
45,40,35,40,40,45,40,50,-,45,-,-,-,-,-,-,-,92-94
45,50,45,45,50,55,60,-,-,-,-,50,-,-,-,-,-,92-94
45,45,30,50,45,-,-,-,50,-,-,50,-,-,-,-,-,93-95
45,45,45,45,45,50,-,50,-,50,-,-,-,-,-,-,-,94-96
45,30,25,40,25,45,45,-,-,-,-,40,-,-,-,-,-,91-93
45,35,30,40,35,45,40,45,40,-,-,35,-,-,-,-,-,92-94
45,40,55,45,35,45,45,50,35,-,45,-,-,-,-,-,-,89-91
45,50,50,60,50,-,50,60,-,-,-,-,-,-,-,-,65,92-94
45,45,45,40,45,50,45,-,45,45,-,-,-,-,-,-,-,92-94
45,70,60,55,75,55,55,-,45,-,-,-,-,-,-,-,-,93-95
45,50,50,45,50,70,50,-,45,-,-,-,-,-,-,-,-,95-97
45,40,35,45,40,50,45,-,50,45,-,-,-,-,-,-,-,93-95
45,30,25,40,25,50,50,-,-,-,60,-,-,-,-,-,-,92-94
45,50,40,50,50,55,-,-,45,50,-,-,-,-,-,-,-,94-96
45,45,45,40,45,55,50,-,-,-,55,-,-,-,-,-,-,93-95
45,45,40,45,45,50,55,-,-,-,60,-,-,-,-,-,-,91-93
45,50,45,45,50,55,25,-,-,-,-,-,-,-,45,55,-,93-95
45,40,50,40,40,45,55,50,50,-,-,-,-,-,-,-,-,90-92
45,45,45,40,45,50,50,-,55,-,-,-,50,-,-,-,-,92-94
45,50,50,45,50,50,55,-,-,-,55,-,-,-,-,-,-,91-93
45,40,30,40,40,45,-,-,-,45,-,45,-,-,-,-,-,92-94
45,45,30,40,50,-,50,-,65,55,-,-,-,-,-,-,-,96-98
45,50,45,45,50,45,50,50,-,-,-,50,-,-,-,-,-,91-93
45,35,45,40,35,45,50,-,-,-,50,-,45,-,-,-,-,90-92
45,50,50,45,50,55,45,-,-,45,-,-,-,-,-,-,-,93-95
45,45,45,40,45,45,40,-,45,-,-,-,-,-,-,-,-,93-95
45,30,30,35,30,45,-,45,-,-,-,-,-,-,-,-,-,91-93
45,45,60,45,45,45,55,-,-,-,65,-,-,-,-,-,-,90-92
45,50,30,45,50,50,40,-,45,-,-,45,-,-,-,-,-,97-99
45,50,35,45,50,40,50,50,-,-,-,-,-,-,45,-,-,89-91
45,35,25,40,35,45,50,45,45,-,-,-,-,-,-,-,-,91-93
45,45,40,40,45,50,50,-,-,-,-,55,-,-,-,-,-,93-95
45,40,25,40,35,45,40,40,-,45,-,35,-,-,-,-,-,92-94
45,60,55,45,70,45,50,35,45,-,-,-,-,-,-,-,-,90-92
45,50,50,40,55,45,50,-,-,-,35,-,-,-,-,-,-,92-94
45,45,50,40,45,45,-,-,50,-,-,-,50,-,-,-,-,91-93
45,50,40,40,50,60,50,-,-,-,45,-,-,-,-,-,-,93-95
45,50,60,45,50,55,45,45,-,50,-,-,-,-,-,-,-,96-98
45,45,35,45,45,50,50,50,-,-,-,-,-,-,-,-,-,93-95
45,45,45,40,50,45,45,-,-,45,-,-,35,-,-,-,-,93-95
45,40,45,40,40,45,55,-,-,50,-,-,-,-,-,-,-,89-91
45,50,50,45,55,45,45,45,-,40,-,-,-,40,-,-,-,93-95
45,40,35,40,45,50,45,-,-,45,-,-,-,-,-,-,-,93-95
45,50,45,45,50,45,50,45,45,50,-,-,-,-,-,-,-,91-93
45,45,50,45,45,45,45,-,-,-,-,50,-,-,-,-,-,90-92
45,40,55,45,40,50,35,-,-,-,-,40,-,-,-,-,-,96-98
45,45,50,45,45,55,45,-,-,-,-,50,-,-,-,-,-,94-96
45,50,35,40,55,45,60,-,-,-,60,-,-,-,-,-,-,90-92
45,45,50,45,50,45,45,45,45,45,-,-,-,-,-,45,-,91-93
45,45,45,40,45,45,40,45,45,45,-,-,-,-,-,-,-,92-94
45,40,45,45,35,45,50,-,45,-,-,-,-,-,-,-,-,89-91
45,45,30,40,50,45,-,-,-,40,-,45,-,-,-,-,-,89-91
45,45,45,45,45,40,45,45,-,50,-,-,-,-,-,-,-,89-91
45,45,40,45,45,50,55,-,-,-,55,-,-,-,-,-,-,91-93
45,55,80,50,55,-,45,50,-,-,65,50,-,-,-,-,-,88-90
45,40,45,40,40,50,45,-,-,-,55,-,-,-,-,-,-,92-94
45,45,50,45,45,45,50,-,-,50,-,-,-,-,-,-,-,91-93
45,40,40,40,35,50,30,-,-,-,-,45,-,-,-,-,-,95-97
45,50,55,45,55,50,45,-,50,45,-,-,-,-,-,-,-,92-94
45,55,35,45,70,60,55,-,-,-,-,50,-,-,-,-,-,94-96
45,45,50,45,45,45,45,-,-,-,-,40,50,-,-,35,-,92-94
45,45,45,40,45,50,35,55,-,50,-,-,-,-,-,-,-,92-94
45,45,50,45,40,45,-,-,-,50,-,45,-,-,-,-,-,91-93
45,40,40,45,40,50,-,-,50,45,-,-,-,-,-,-,-,92-94
45,40,45,40,40,50,40,-,-,45,-,-,-,-,-,-,-,93-95
45,50,50,50,50,50,45,55,-,-,-,50,-,-,-,-,-,93-95
45,45,45,40,45,45,-,-,-,45,-,45,-,-,-,-,-,89-91
45,35,35,40,35,45,45,-,-,-,50,-,-,-,45,-,-,90-92
45,40,45,45,40,65,45,-,-,40,-,-,-,-,-,-,-,94-96
45,45,40,40,50,-,50,-,50,-,-,50,-,-,-,-,-,93-95
45,50,35,45,50,50,50,-,-,-,-,55,-,-,-,-,-,92-94
45,35,30,45,30,45,-,-,45,-,-,-,-,-,-,-,-,90-92
45,45,45,45,45,45,50,-,50,-,-,-,-,-,-,-,-,89-91
45,50,40,50,50,50,-,-,-,35,-,50,-,-,35,-,-,92-94
45,55,55,50,65,40,65,50,45,50,-,-,-,-,-,-,-,88-90
45,45,40,40,45,50,45,-,-,40,-,-,-,-,-,-,-,93-95
45,35,25,50,30,60,50,-,-,-,40,-,-,-,-,-,-,94-96
45,45,50,45,50,55,50,-,-,-,-,50,-,-,-,-,-,94-96
45,45,30,45,45,55,50,50,30,-,-,30,-,-,-,-,-,94-96
45,40,45,45,40,50,50,-,50,40,-,-,-,-,-,-,-,91-93
45,45,45,45,45,60,45,-,-,-,-,-,55,-,-,-,-,94-96
45,40,45,40,45,50,50,-,-,30,-,-,-,-,-,-,-,91-93
45,45,45,40,50,-,60,50,-,-,-,50,-,-,35,-,-,89-91
45,55,45,45,60,45,45,-,40,45,-,-,-,-,-,-,-,92-94
45,60,50,45,65,60,50,-,-,-,35,-,-,-,-,-,-,95-97
45,30,45,40,25,65,45,-,-,-,40,-,-,-,-,-,-,96-98
45,45,45,40,45,50,40,40,-,45,-,-,-,-,-,-,-,94-96
45,50,45,45,55,-,55,-,-,-,50,55,-,-,50,-,-,93-95
45,45,40,45,50,-,40,45,60,45,-,45,-,-,-,-,-,94-96
45,55,40,50,60,45,50,-,50,50,-,-,-,-,-,-,-,90-92
45,45,45,45,40,-,45,45,-,-,20,50,-,-,-,-,-,93-95
45,45,40,40,50,45,55,-,-,-,40,-,-,-,-,-,-,90-92
45,45,25,40,45,40,45,45,-,45,-,-,-,-,-,-,-,88-90
45,45,55,45,45,50,45,-,-,-,50,40,-,-,-,-,-,92-94
45,45,50,45,45,50,50,-,-,-,35,-,-,-,-,-,-,93-95
45,45,40,45,40,45,50,-,35,-,-,-,-,55,-,-,-,90-92
45,35,20,40,35,40,-,-,45,-,-,-,-,-,-,-,-,90-92
45,45,45,40,45,55,50,-,-,40,-,-,-,-,-,-,-,92-94
45,45,40,45,45,45,50,45,45,-,-,-,-,-,-,-,-,89-91
45,45,35,45,50,-,50,50,-,-,50,45,-,-,-,-,-,90-92
45,50,45,45,50,-,50,-,50,-,-,50,-,-,-,40,-,93-95
45,45,40,40,45,50,35,-,50,45,45,-,-,-,-,-,-,93-95
45,50,45,45,50,55,55,-,-,-,50,-,-,-,-,-,-,95-97
45,50,50,45,50,45,-,-,-,-,-,-,-,55,-,-,-,90-92
45,45,55,50,45,40,45,-,-,-,-,45,-,-,-,-,-,88-90
45,50,55,50,50,50,50,50,45,50,-,-,-,-,-,-,-,94-96
45,45,60,40,45,50,45,35,-,-,50,-,-,-,-,-,-,93-95
45,45,55,50,45,-,50,50,45,-,-,55,-,-,-,-,-,93-95
45,45,30,45,40,45,50,-,-,-,35,-,-,-,-,-,-,90-92
45,45,50,45,45,55,50,-,-,-,65,-,-,-,-,-,-,94-96
45,45,45,45,50,55,45,50,-,-,45,-,-,-,-,-,-,93-95
45,45,45,45,45,70,40,-,-,-,-,50,-,-,-,-,-,97-99
45,45,45,45,45,50,50,-,-,-,50,-,-,-,-,-,-,92-94
45,45,25,35,50,45,45,45,-,-,45,-,-,-,-,-,-,91-93
45,70,65,45,80,60,55,-,-,-,50,-,-,-,-,-,-,95-97
45,60,55,55,65,50,45,-,-,40,-,45,-,-,-,-,-,91-93
45,40,50,45,40,65,50,-,40,-,-,-,-,-,-,-,-,94-96
45,60,55,55,65,50,55,-,55,45,-,-,-,-,-,-,-,93-95
45,50,45,40,55,50,60,-,-,50,-,-,40,-,-,-,-,91-93
45,40,40,35,40,45,-,-,-,-,45,-,-,-,-,-,-,93-95
45,50,40,45,50,50,50,-,-,45,-,-,-,-,-,-,-,91-93
45,50,50,40,55,40,45,45,40,45,45,-,-,-,-,-,-,91-93
45,45,45,45,50,40,45,-,-,-,50,-,40,-,-,-,-,90-92
45,35,50,45,35,45,40,50,50,-,45,-,-,-,-,-,-,93-95
45,45,55,45,50,55,45,-,-,-,-,60,-,-,-,-,-,93-95
45,50,45,45,50,40,60,-,-,-,-,55,-,-,-,-,-,91-93
45,45,50,50,40,50,-,70,-,-,35,-,-,-,-,-,-,94-96
45,40,30,35,40,-,45,50,55,-,40,50,-,-,-,50,-,95-97
45,45,40,40,45,45,45,-,45,45,-,-,-,-,-,-,-,91-93
45,35,30,40,35,55,45,-,45,-,-,-,-,-,-,35,-,93-95
45,50,55,50,50,50,25,-,50,45,-,-,-,-,-,-,-,93-95
45,45,45,45,50,65,50,-,-,-,50,-,-,-,-,-,-,94-96
45,55,40,50,55,55,-,-,50,45,-,-,-,-,-,-,-,93-95
45,55,75,45,60,45,50,-,45,40,-,-,-,-,-,-,-,90-92
45,55,55,50,55,50,45,-,-,50,-,50,-,-,-,-,-,93-95
45,45,35,40,45,55,50,-,40,-,-,-,-,-,-,-,-,93-95
45,50,35,45,50,50,45,45,-,45,-,-,-,-,-,-,-,92-94
45,30,25,35,30,45,35,45,40,40,-,-,-,-,-,-,-,90-92
45,45,40,45,50,60,45,-,45,-,-,-,-,-,-,-,-,94-96
45,45,55,45,45,45,-,50,-,50,-,-,-,-,-,-,-,89-91
45,45,45,40,45,45,45,-,40,-,-,-,-,-,-,50,-,91-93
45,45,55,45,45,50,40,55,-,50,-,-,-,-,-,-,-,92-94
45,35,30,45,30,55,35,-,-,-,50,-,-,-,-,-,-,93-95
45,40,35,45,40,50,50,-,-,45,-,-,-,-,-,-,-,91-93
45,50,40,50,50,45,30,-,-,-,-,45,40,-,-,-,-,90-92
45,40,45,40,40,50,45,-,45,45,-,-,-,-,-,-,-,92-94
45,50,55,50,50,45,-,45,-,25,55,-,-,-,-,-,-,91-93
45,45,45,40,50,45,50,45,-,50,-,-,-,-,-,-,-,91-93
45,45,55,45,45,50,30,-,50,-,-,-,-,-,-,-,-,96-98
45,45,45,40,50,-,45,55,-,-,-,55,-,-,-,-,-,96-98
45,50,55,45,50,55,50,-,-,-,35,-,-,-,-,-,-,93-95
45,35,50,45,30,50,50,-,-,-,45,-,-,-,-,-,-,91-93
45,45,30,40,45,50,50,-,-,-,-,55,-,-,-,-,-,92-94
45,45,45,45,45,-,-,-,45,-,-,50,-,-,-,-,-,89-91
45,55,50,45,55,45,50,-,-,-,-,50,-,-,-,-,-,90-92
45,60,65,50,70,50,50,-,50,40,-,-,-,-,-,-,-,94-96
45,40,30,40,40,45,40,45,-,-,40,45,-,-,-,-,-,92-94
45,35,40,40,30,50,45,-,-,50,-,-,-,-,-,-,-,91-93
45,40,25,50,40,50,-,40,-,45,-,-,-,-,-,-,-,92-94
45,45,45,50,40,40,45,-,45,45,-,-,-,-,-,-,-,90-92
45,45,50,40,45,55,50,-,-,40,-,-,-,-,-,-,-,94-96
45,45,40,40,45,50,50,45,45,45,-,-,-,-,-,-,-,92-94
45,40,45,40,40,65,45,50,45,-,30,-,-,-,-,-,-,97-99
45,40,45,40,40,45,50,35,50,-,-,-,-,-,-,-,-,88-90
45,40,45,45,35,50,45,50,-,45,-,-,-,-,-,-,-,92-94
45,45,45,45,45,55,45,60,-,-,45,-,-,-,-,-,-,95-97
45,45,50,50,45,50,50,-,-,50,-,-,-,-,-,-,-,93-95
45,40,40,40,35,45,55,-,-,-,55,-,-,-,-,-,-,90-92
45,45,45,45,45,50,45,-,-,-,55,-,-,-,-,-,-,93-95
45,45,50,40,50,-,50,-,55,-,-,50,-,-,-,-,-,93-95
45,45,50,45,45,45,55,55,-,50,-,-,-,-,-,-,-,89-91
45,50,45,50,50,45,30,-,-,50,65,-,-,-,-,-,-,89-91
45,50,55,45,55,45,50,50,-,50,50,50,-,-,-,-,-,91-93
45,45,50,40,45,50,45,-,50,-,-,-,-,25,35,-,-,94-96
45,50,30,45,50,-,35,-,40,-,50,45,-,-,-,-,-,91-93
45,50,70,45,55,45,50,-,-,45,-,-,-,-,-,-,-,91-93
45,45,40,45,45,50,50,-,55,50,-,-,-,-,-,-,-,95-97
45,50,50,45,50,45,40,-,45,50,-,-,-,-,-,-,-,90-92
45,55,50,45,60,-,-,-,55,-,55,50,-,-,-,-,-,93-95
45,45,50,45,50,50,-,-,-,45,-,45,-,-,-,-,-,92-94
45,50,50,40,55,50,55,50,-,-,-,50,-,-,-,-,-,91-93
45,40,40,40,40,50,30,-,-,45,-,40,-,-,-,-,-,97-99
45,55,45,50,60,45,50,55,-,50,-,-,-,-,-,-,-,93-95
45,50,40,50,50,50,40,45,-,-,50,-,-,-,-,-,-,92-94
45,45,45,45,45,45,50,-,-,-,35,-,-,40,-,-,-,91-93
45,45,45,40,45,50,45,50,-,45,-,-,-,-,-,-,-,92-94
45,40,50,45,40,50,50,-,-,-,50,-,-,-,-,-,-,91-93
45,55,30,50,60,55,-,-,35,55,45,-,-,-,-,-,-,94-96
45,30,25,40,30,45,50,60,-,-,-,-,-,-,-,50,-,92-94
45,45,45,40,50,-,45,75,-,-,-,55,-,-,-,-,-,95-97
45,45,40,45,50,50,45,-,50,40,-,-,-,-,-,-,-,94-96
45,45,40,40,45,55,45,-,-,-,-,50,-,-,-,-,-,93-95
45,40,30,45,35,65,-,50,-,-,-,-,-,-,-,-,-,95-97
45,50,40,50,50,-,55,50,50,50,-,-,-,-,-,-,-,91-93
45,50,55,45,55,50,50,-,-,-,50,-,-,-,-,-,-,92-94
45,55,60,45,55,-,60,-,50,-,-,55,-,-,-,-,-,89-91
45,45,30,50,40,50,40,45,40,-,-,40,-,-,-,-,-,95-97
45,55,50,45,60,45,-,-,50,45,-,45,-,-,-,-,-,92-94
45,50,50,50,50,55,-,45,-,40,-,30,-,-,-,-,-,93-95
45,50,45,45,50,-,45,-,50,-,-,55,-,-,-,-,-,92-94
45,35,30,40,35,55,-,-,-,-,-,-,-,-,-,50,-,95-97
45,50,60,45,50,55,-,50,-,-,-,-,-,-,-,-,-,95-97
45,55,50,45,60,45,50,35,50,-,-,-,-,-,-,-,-,92-94
45,45,45,45,45,50,45,-,-,-,55,-,-,-,-,-,-,92-94
45,45,40,40,50,60,55,-,45,-,-,-,-,-,-,-,-,93-95
45,40,25,35,40,45,50,-,-,-,30,-,-,-,-,-,-,90-92
45,45,30,45,45,55,-,-,50,50,-,-,-,-,-,-,-,94-96
45,45,40,40,45,45,50,55,-,-,35,-,-,-,-,-,-,91-93
45,45,35,45,45,45,-,-,45,-,-,45,-,-,-,-,-,90-92
45,35,45,45,35,55,45,-,-,-,40,-,-,-,-,-,-,93-95
45,70,80,55,80,-,-,-,35,55,80,50,-,-,-,-,-,87-89
45,45,30,40,45,45,50,-,-,45,-,-,-,-,-,-,-,90-92
45,50,55,45,50,45,50,-,-,-,50,-,-,-,-,-,-,90-92
45,45,50,45,50,45,65,-,-,-,-,50,-,-,-,-,-,92-94
45,50,45,40,55,50,45,-,-,45,-,-,-,-,-,-,-,92-94
45,55,55,45,60,50,40,-,45,50,-,-,-,-,-,-,-,93-95
45,30,45,45,25,45,45,-,45,45,-,-,-,-,-,-,-,90-92
45,35,30,45,30,45,-,-,-,-,-,-,-,50,-,-,-,88-90
45,40,35,35,40,50,50,-,-,-,35,-,-,-,-,-,-,92-94
45,40,45,45,40,50,50,40,55,-,-,-,-,-,-,-,-,92-94
45,45,20,40,50,55,50,-,-,40,-,-,-,-,-,-,-,93-95
45,45,45,45,45,45,55,-,-,-,-,50,-,-,-,-,-,88-90
45,65,45,50,70,55,45,-,-,-,-,55,-,-,-,-,-,95-97
45,40,40,45,35,50,50,-,-,-,-,45,-,-,-,-,-,91-93
45,50,45,45,50,55,-,50,-,-,-,-,-,45,-,-,-,93-95
45,50,40,45,55,45,50,-,-,50,-,-,50,40,-,-,-,89-91
45,45,40,40,45,55,50,-,-,-,-,-,-,-,-,-,-,94-96
45,55,80,45,65,40,40,45,40,-,45,-,-,-,-,50,-,90-92
45,35,45,40,35,55,50,40,-,45,-,-,-,-,-,-,-,95-97
45,40,50,40,40,45,50,-,35,45,-,-,-,-,-,-,-,90-92
45,45,35,40,45,45,60,-,45,40,-,-,-,-,-,-,-,90-92
45,45,45,45,45,50,35,-,-,45,40,-,65,-,-,-,-,95-97
45,50,50,50,50,-,40,50,50,-,-,50,-,-,-,45,-,93-95
45,45,45,40,45,55,40,50,-,-,40,-,-,-,-,-,-,95-97
45,45,40,40,45,50,55,-,-,55,-,-,-,-,-,-,-,94-96
45,45,45,45,45,50,55,-,-,50,50,-,-,-,-,-,-,91-93
45,45,50,35,45,55,55,-,-,-,35,-,-,-,-,-,-,92-94
45,50,35,45,55,45,50,50,-,-,50,-,-,-,-,-,-,90-92
45,35,30,45,35,40,45,40,-,-,-,40,-,-,-,-,-,90-92
45,50,40,45,50,55,45,-,50,40,-,-,-,-,-,-,-,94-96
45,30,25,40,30,45,35,50,45,-,-,-,-,-,-,-,-,89-91
45,55,60,40,65,50,65,50,-,50,-,-,-,-,-,-,-,92-94
45,40,40,45,40,50,45,45,50,-,-,-,-,-,-,-,-,93-95
45,50,35,50,55,50,-,-,-,50,-,50,-,30,-,-,-,93-95
45,40,40,40,40,45,40,35,-,45,40,-,-,-,-,-,-,92-94
45,45,40,45,45,50,-,50,-,-,-,-,-,-,-,-,-,94-96
45,50,65,45,50,40,55,30,45,45,-,-,-,-,-,-,-,88-90
45,40,25,40,40,55,35,-,45,45,-,-,-,-,-,-,-,95-97
45,30,25,40,25,50,45,-,55,-,-,-,-,-,-,-,-,93-95
45,45,40,40,45,65,50,-,-,-,40,-,-,-,-,-,-,94-96
45,40,45,40,40,50,50,-,60,-,-,-,-,-,-,-,-,93-95
45,40,35,40,40,50,-,-,-,-,45,-,50,-,-,-,-,94-96
45,60,55,45,70,45,50,45,-,50,-,-,-,-,-,-,-,89-91
45,45,50,45,50,50,-,-,-,40,-,55,-,-,-,-,-,91-93
45,50,50,45,50,50,60,-,-,40,-,-,-,-,-,-,-,91-93
45,45,45,40,45,40,-,-,-,45,45,-,-,-,-,45,-,90-92
45,45,40,45,50,50,50,-,40,-,50,-,-,-,-,-,-,92-94
45,50,50,45,50,50,50,-,50,50,-,-,-,-,-,-,-,92-94
45,40,30,35,40,50,45,-,-,-,-,45,-,-,-,45,-,93-95
45,35,30,40,30,80,50,-,40,-,-,-,-,-,-,-,-,97-99
45,45,45,45,40,50,45,50,-,-,50,-,-,-,-,-,-,91-93
45,45,50,45,45,50,50,50,-,-,30,-,-,-,-,-,-,93-95
45,55,35,45,65,50,-,-,50,55,-,-,-,-,-,-,-,90-92
45,45,70,40,45,50,40,-,-,45,-,-,-,-,50,-,-,92-94
45,30,20,35,30,45,50,-,35,45,-,-,-,-,-,-,-,91-93
45,35,25,35,35,45,45,-,45,40,-,-,-,-,-,-,-,91-93
45,40,25,40,40,50,50,-,-,-,-,-,-,-,-,55,-,92-94
45,75,70,50,80,-,-,-,50,55,-,-,-,-,-,-,-,88-90
45,45,45,45,45,45,50,-,-,50,50,-,-,-,-,-,-,92-94
45,50,45,45,50,50,-,55,-,-,-,-,-,-,-,-,-,92-94
45,45,30,45,45,45,55,-,35,-,-,-,-,-,-,-,-,89-91
45,40,20,35,45,50,-,-,45,45,-,40,-,-,-,-,-,96-98
45,50,60,50,50,50,60,-,-,-,-,55,-,-,-,-,-,92-94
45,45,25,45,45,55,-,-,50,-,60,-,-,-,-,-,-,94-96
45,45,35,45,50,50,45,-,-,-,-,45,-,-,-,-,-,93-95
45,50,40,50,55,-,60,-,-,-,-,50,-,-,-,-,-,92-94
45,40,40,45,40,70,55,-,45,-,-,-,-,-,-,-,-,95-97
45,50,45,45,50,45,50,-,-,50,-,-,-,-,-,-,-,92-94
45,40,20,45,40,55,55,-,40,-,-,-,-,-,-,-,-,92-94
45,40,45,45,35,50,-,45,-,45,20,-,-,-,-,35,-,92-94
45,45,45,45,45,45,60,-,-,-,-,55,-,-,-,-,-,89-91
45,40,25,40,40,55,45,-,-,50,35,-,-,-,-,-,-,95-97
45,40,40,45,40,80,45,-,-,-,-,-,-,-,-,-,-,97-99
45,35,20,40,35,55,55,-,-,40,-,-,-,-,-,-,-,95-97
45,40,20,40,45,50,40,-,50,-,-,-,-,45,-,-,-,92-94
45,50,45,50,50,-,50,50,30,45,-,50,-,-,-,-,-,94-96
45,50,70,45,50,45,40,40,-,-,40,-,-,-,-,-,-,92-94
45,50,50,45,55,50,45,50,40,-,-,-,-,-,-,-,-,93-95
45,45,40,45,50,75,45,-,-,45,-,-,-,-,-,-,-,95-97
45,50,50,50,50,-,35,60,-,-,35,55,-,-,-,55,-,94-96
45,70,45,45,80,-,50,55,45,-,35,45,45,-,-,-,-,90-92
45,45,45,40,50,55,-,45,-,-,-,-,-,-,-,-,-,95-97
45,45,35,40,50,50,45,-,50,50,-,-,-,30,-,-,-,93-95
45,45,50,40,45,45,45,45,45,-,-,-,-,-,-,-,-,92-94
45,50,45,55,45,45,25,-,-,50,50,-,-,-,-,-,-,91-93
45,50,50,40,50,50,-,-,55,50,-,-,-,-,-,-,-,92-94
45,50,45,45,50,50,55,-,40,-,-,-,-,-,-,-,-,92-94
45,55,65,45,60,45,40,50,50,45,45,-,-,-,-,-,-,92-94
45,75,50,50,80,40,75,60,-,-,55,-,-,-,-,-,-,92-94
45,50,55,45,55,-,60,50,-,-,45,60,-,-,-,-,-,91-93
45,35,45,45,35,45,50,50,-,50,-,-,-,-,50,-,-,91-93
45,45,40,50,40,50,-,-,-,45,-,50,-,55,-,-,-,90-92
45,50,40,45,50,50,45,50,40,-,-,-,-,-,-,-,-,94-96
45,45,45,40,45,50,50,35,-,-,50,-,-,-,-,-,-,93-95
45,50,45,40,50,55,40,-,-,45,-,-,-,-,-,-,-,95-97
45,40,40,40,45,-,45,45,50,-,40,45,-,-,-,-,-,94-96
45,50,40,45,50,50,50,-,-,-,-,50,-,-,-,-,-,92-94
45,45,45,45,40,50,50,-,-,40,-,-,-,-,-,-,-,91-93
45,40,45,45,40,50,45,-,-,-,50,-,-,-,-,-,-,93-95
45,55,45,55,55,50,-,-,-,45,50,25,-,-,-,-,-,93-95
45,50,65,50,50,-,50,50,-,-,50,45,-,-,-,-,-,91-93
45,45,45,40,50,-,50,60,50,-,-,50,-,-,-,-,-,93-95
45,45,45,40,45,45,50,-,45,50,-,45,-,-,-,-,-,91-93
45,50,55,50,55,50,40,-,-,45,-,-,-,-,-,-,-,92-94
45,45,25,45,45,55,45,-,-,50,-,-,-,-,-,-,-,94-96
45,35,30,40,30,50,45,50,-,-,60,-,-,-,-,50,-,92-94
45,60,50,45,70,50,65,50,-,-,45,-,-,-,-,-,-,93-95
45,40,40,35,45,45,45,50,45,45,35,-,-,-,-,-,-,91-93
45,45,40,45,45,50,50,-,-,55,-,-,-,-,-,-,-,92-94
45,70,50,50,75,45,50,-,45,45,-,-,-,-,-,-,-,89-91
45,45,40,45,45,45,-,50,-,50,-,-,-,-,-,-,-,89-91
45,40,40,45,40,50,-,-,30,35,-,50,-,-,-,-,-,92-94
45,50,45,45,50,45,55,-,65,-,-,-,-,-,-,-,-,94-96
45,55,65,50,60,65,45,-,-,-,-,-,-,-,-,45,-,94-96
45,45,25,35,45,50,45,-,50,-,-,-,-,-,-,-,-,93-95
45,45,40,45,50,45,50,50,50,45,-,-,-,-,-,-,-,91-93
45,35,20,35,40,60,35,-,50,45,-,-,-,-,-,-,-,97-99
45,40,35,45,40,40,50,45,45,-,50,-,-,-,-,-,-,88-90
45,45,40,50,45,50,45,-,-,50,-,50,-,-,-,-,-,92-94
45,45,50,45,45,50,50,-,-,-,55,-,-,25,-,-,-,93-95
45,60,45,45,70,45,50,-,45,-,-,-,-,-,-,-,-,90-92
45,55,50,45,65,45,50,-,-,-,-,50,-,-,-,-,-,91-93
45,45,45,40,50,50,50,-,55,-,-,-,-,-,-,-,-,92-94
45,50,50,50,50,50,40,-,-,50,-,50,-,-,-,25,-,94-96
45,45,45,45,45,40,45,50,45,50,45,-,-,-,-,-,-,89-91
45,55,55,45,60,45,55,-,-,-,-,-,-,-,-,-,-,90-92
45,45,45,45,45,45,50,-,45,-,-,-,-,-,-,-,-,91-93
45,45,20,35,45,45,45,-,-,45,-,45,-,-,-,-,-,90-92
45,45,55,45,45,50,45,50,-,-,45,-,-,-,-,-,-,94-96
45,45,50,45,50,50,45,45,45,45,45,-,-,-,-,-,-,93-95
45,45,30,45,45,40,45,-,-,45,-,-,-,-,-,-,-,90-92
45,20,20,50,20,-,45,55,-,-,-,-,-,-,-,-,45,94-96
45,35,40,40,35,50,45,45,55,-,-,-,-,-,-,-,-,92-94
45,45,55,40,50,50,55,-,55,-,-,-,-,-,-,-,-,92-94
45,45,50,50,45,50,45,-,-,-,45,-,35,-,-,-,-,92-94
45,45,45,40,50,45,50,50,35,-,-,-,-,-,-,50,-,90-92
45,45,30,40,45,40,45,45,-,-,45,45,-,-,-,-,-,91-93
45,45,60,45,45,-,55,-,40,-,-,55,-,-,60,-,-,93-95
45,45,25,45,45,-,45,40,-,-,45,50,-,-,-,45,-,93-95
45,55,50,55,50,50,25,-,55,55,-,-,-,-,-,-,-,91-93
45,55,55,50,55,45,60,-,-,-,-,65,-,-,-,-,-,92-94
45,45,45,45,45,-,45,50,50,-,25,45,-,-,-,50,-,94-96
45,45,30,45,45,50,50,-,-,-,-,50,-,-,-,-,-,91-93
45,50,30,45,50,55,50,-,-,-,55,-,-,-,-,-,-,94-96
45,70,80,55,75,-,50,45,-,55,50,-,-,-,-,-,-,88-90
45,45,45,45,45,45,50,-,55,-,-,-,-,-,-,-,-,93-95
45,40,45,40,40,50,-,50,-,50,-,-,-,-,-,-,-,93-95
45,60,35,55,65,50,-,-,-,45,45,50,-,-,-,-,-,94-96
45,40,45,40,40,45,45,50,-,-,50,-,-,-,-,-,-,91-93
45,45,50,40,50,45,45,-,45,45,-,-,-,-,-,-,-,92-94
45,35,45,40,30,50,30,45,-,-,-,50,-,-,-,-,-,93-95
45,30,45,45,25,50,45,-,50,35,-,-,-,-,-,-,-,90-92
45,35,40,40,35,50,45,-,-,-,45,-,-,-,-,-,-,92-94
